Feature ID,Segment Identifier,Assessment Year,Tool Type,Upstream Reference Girth Weld,Distance to Upstream Girth Weld,Absolute Distance,Distance to Downstream Girth Weld,Feature Type,Feature Identification,Surface Location,Comment,Feature Orientation,Peak Depth of Corrosion or Crack Anomaly,Peak Depth of Dent Anomaly,Length of Anomaly,Width of Anomaly,Psafe,Pburst,Pburst/MAOP,Half Life Corrosion Growth Rate,Bend Radius,Long Seam Orientation,Feature Milepost,HCA,MAOP,Pipe O.D.,Pipe Wall Thickness,SMYS,100% SMYS,Maximum Operating Stress,Safety Factor for Original DOT Design Class Location,Installation Year,"Actual Tool Speed",Maximum Allowable Tool Speed,"ILI Vendor","Tool Run Date","Distance from Upstream Girth Weld to Upstream Reference","Distance from Upstream Girth Weld to Downstream Reference","Upstream Reference Description",Downstream Reference Description,Latitude,Longitude,Z Coordinate
5210,Greenville to Peters II,2015,GMFL,5210,39.76,17047.9,39.82,COMP,Girth weld,,Girth Weld - 5210,,,,,,,,,,,,3.23,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,964.9,5195.9,AGM 5,AGM 6,38.84156566,-89.47303414,514.5
5220,Greenville to Peters II,2015,GMFL,5220,39.82,17087.7,39.66,COMP,Girth weld,,Girth Weld - 5220,,,,,,,,,,,,3.24,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,1004.6,5156.1,AGM 5,AGM 6,38.84152681,-89.47316452,513.1
5230,Greenville to Peters II,2015,GMFL,5230,39.66,17127.4,39.53,COMP,Girth weld,,Girth Weld - 5230,,,,,,,,,,,,3.24,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.60,,T.D. Williamson,4/29/2015,1044.4,5116.3,AGM 5,AGM 6,38.84148752,-89.47329410,511.8
5230,Greenville to Peters II,2015,GMFL,5230,22.05,17149.5,17.48,ADME,Gain,,Gain - 50 Gauss,6:30,,,,0.0,,,,,,,3.25,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,1084.1,5076.7,AGM 5,AGM 6,38.84146544,-89.47336656,511.3
5240,Greenville to Peters II,2015,GMFL,5240,39.53,17166.9,39.69,COMP,Girth weld,,Girth Weld - 5240,,,,,,,,,,,,3.25,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,1084.1,5076.7,AGM 5,AGM 6,38.84144837,-89.47342325,510.6
5240,Greenville to Peters II,2015,GMFL,5240,6.97,17173.9,32.73,COMP,Bend,,"Bend right - 10 deg., 60D ",,,,,,,,,,"60D, Field bend",,3.25,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,,T.D. Williamson,4/29/2015,1123.6,5037.1,AGM 5,AGM 6,38.84143762,-89.47346069,510.0
5250,Greenville to Peters II,2015,GMFL,5250,39.69,17206.6,39.75,COMP,Girth weld,,Girth Weld - 5250,,,,,,,,,,,,3.26,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,,T.D. Williamson,4/29/2015,1123.6,5037.1,AGM 5,AGM 6,38.84142149,-89.47355740,507.7
5260,Greenville to Peters II,2015,GMFL,5260,39.75,17246.3,39.72,COMP,Girth weld,,Girth Weld - 5260,,,,,,,,,,,,3.27,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,1163.3,4997.4,AGM 5,AGM 6,38.84139970,-89.47369362,505.0
5270,Greenville to Peters II,2015,GMFL,5270,39.72,17286.1,39.73,COMP,Girth weld,,Girth Weld - 5270,,,,,,,,,,,,3.27,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.50,,T.D. Williamson,4/29/2015,1203.1,4957.7,AGM 5,AGM 6,38.84137824,-89.47383005,503.4
5280,Greenville to Peters II,2015,GMFL,5280,39.73,17325.8,39.73,COMP,Girth weld,,Girth Weld - 5280,,,,,,,,,,,,3.28,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,1242.8,4918.0,AGM 5,AGM 6,38.84135596,-89.47396635,502.2
5290,Greenville to Peters II,2015,GMFL,5290,39.73,17365.5,39.85,COMP,Girth weld,,Girth Weld - 5290,,,,,,,,,,,,3.29,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,,T.D. Williamson,4/29/2015,1282.5,4878.2,AGM 5,AGM 6,38.84133309,-89.47410247,501.5
5290,Greenville to Peters II,2015,GMFL,5290,33.79,17399.3,6.06,,Unclassified,,Fitting repair,,,,,,,,,,,,3.30,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,1322.2,4838.5,AGM 5,AGM 6,38.84131375,-89.47421830,502.2
5290,Greenville to Peters II,2015,GMFL,5290,33.79,17399.4,6.05,COMP,Fitting,,Fitting on top of pipe,11:45,,,,,,,,,,,3.30,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,1322.2,4838.5,AGM 5,AGM 6,38.84131372,-89.47421847,502.2
5290,Greenville to Peters II,2015,GMFL,5290,34.62,17400.2,5.22,COMP,Fitting,,Fitting on top of pipe,11:45,,,,,,,,,,,3.30,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,,T.D. Williamson,4/29/2015,1322.2,4838.5,AGM 5,AGM 6,38.84131326,-89.47422129,502.2
5290,Greenville to Peters II,2015,GMFL,5290,35.35,17400.9,4.50,ANOM,Corrosion Cluster,EXT,Metal Loss,8:45,8,,0.8,0.6,1406.5,2139.5,2.52,0.0020,,,3.30,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,6.80,T.D. Williamson,4/29/2015,1322.2,4838.5,AGM 5,AGM 6,38.84131285,-89.47422377,502.2
5290,Greenville to Peters II,2015,GMFL,5290,35.67,17401.2,4.18,ANOM,Corrosion Cluster,EXT,Metal Loss,8:45,14,,1.2,2.0,1406.5,2109.9,2.48,0.0035,,,3.30,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,6.80,T.D. Williamson,4/29/2015,1322.2,4838.5,AGM 5,AGM 6,38.84131266,-89.47422492,502.2
5290,Greenville to Peters II,2015,GMFL,5290,35.92,17401.4,3.93,ANOM,Corrosion Cluster,EXT,Metal Loss,8:00,9,,1.0,0.8,1406.5,2131.1,2.51,0.0022,,,3.30,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,6.80,T.D. Williamson,4/29/2015,1322.2,4838.5,AGM 5,AGM 6,38.84131253,-89.47422573,502.2
5300,Greenville to Peters II,2015,GMFL,5300,39.85,17405.4,39.72,COMP,Girth weld,,Girth Weld - 5300,,,,,,,,,,,,3.30,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,1322.2,4838.5,AGM 5,AGM 6,38.84131032,-89.47423908,502.3
5310,Greenville to Peters II,2015,GMFL,5310,39.72,17445.1,39.77,COMP,Girth weld,,Girth Weld - 5310,,,,,,,,,,,,3.30,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.60,,T.D. Williamson,4/29/2015,1362.1,4798.7,AGM 5,AGM 6,38.84128822,-89.47437525,504.3
5320,Greenville to Peters II,2015,GMFL,5320,39.77,17484.9,9.50,COMP,Girth weld,,Girth Weld - 5320,,,,,,,,,,,,3.31,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,1401.8,4758.9,AGM 5,AGM 6,38.84126620,-89.47451166,505.7
5330,Greenville to Peters II,2015,GMFL,5330,9.50,17494.4,39.84,COMP,Girth weld,,Girth Weld - 5330,,,,,,,,,,,,3.31,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.70,,T.D. Williamson,4/29/2015,1441.6,4719.2,AGM 5,AGM 6,38.84126085,-89.47454427,505.8
5340,Greenville to Peters II,2015,GMFL,5340,39.84,17534.2,39.71,COMP,Girth weld,,Girth Weld - 5340,,,,,,,,,,,,3.32,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.70,,T.D. Williamson,4/29/2015,1451.1,4709.7,AGM 5,AGM 6,38.84123837,-89.47468094,506.3
5350,Greenville to Peters II,2015,GMFL,5350,39.71,17573.9,39.74,COMP,Girth weld,,Girth Weld - 5350,,,,,,,,,,,,3.33,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,1490.9,4669.8,AGM 5,AGM 6,38.84121592,-89.47481708,507.3
5360,Greenville to Peters II,2015,GMFL,5360,39.74,17613.7,39.81,COMP,Girth weld,,Girth Weld - 5360,,,,,,,,,,,,3.34,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.50,,T.D. Williamson,4/29/2015,1530.6,4630.1,AGM 5,AGM 6,38.84119527,-89.47495223,512.9
5370,Greenville to Peters II,2015,GMFL,5370,39.81,17653.5,39.77,COMP,Girth weld,,Girth Weld - 5370,,,,,,,,,,,,3.34,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,,T.D. Williamson,4/29/2015,1570.4,4590.4,AGM 5,AGM 6,38.84117526,-89.47508866,515.4
5380,Greenville to Peters II,2015,GMFL,5380,39.77,17693.2,39.73,COMP,Girth weld,,Girth Weld - 5380,,,,,,,,,,,,3.35,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.10,,T.D. Williamson,4/29/2015,1610.2,4550.6,AGM 5,AGM 6,38.84115369,-89.47522402,510.1
5390,Greenville to Peters II,2015,GMFL,5390,39.73,17733.0,38.37,COMP,Girth weld,,Girth Weld - 5390,,,,,,,,,,,,3.36,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.10,,T.D. Williamson,4/29/2015,1650.0,4510.8,AGM 5,AGM 6,38.84113140,-89.47535811,503.0
5400,Greenville to Peters II,2015,GMFL,5400,38.37,17771.3,39.75,COMP,Girth weld,,Girth Weld - 5400,,,,,,,,,,,,3.37,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.50,,T.D. Williamson,4/29/2015,1689.7,4471.1,AGM 5,AGM 6,38.84111046,-89.47548843,501.7
5410,Greenville to Peters II,2015,GMFL,5410,39.75,17811.1,39.77,COMP,Girth weld,,Girth Weld - 5410,,,,,,,,,,,,3.37,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.60,,T.D. Williamson,4/29/2015,1728.1,4432.7,AGM 5,AGM 6,38.84108981,-89.47562257,509.3
5410,Greenville to Peters II,2015,GMFL,5410,23.20,17834.3,16.57,ANOM,Corrosion Cluster,EXT,Metal Loss,11:00,30,,1.2,1.2,1406.5,2062.6,2.43,0.0074,,,3.38,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.40,6.80,T.D. Williamson,4/29/2015,1767.8,4392.9,AGM 5,AGM 6,38.84107728,-89.47570108,513.6
5410,Greenville to Peters II,2015,GMFL,5410,24.55,17835.8,15.22,ANOM,Dent,,Dent - 0.54 inch ,10:15,,5.0,4.1,5.3,,,,,,,3.38,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,6.80,T.D. Williamson,4/29/2015,1767.8,4392.9,AGM 5,AGM 6,38.84107648,-89.47570605,513.8
5420,Greenville to Peters II,2015,GMFL,5420,39.77,17850.9,39.79,COMP,Girth weld,,Girth Weld - 5420,,,,,,,,,,,,3.38,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,1767.8,4392.9,AGM 5,AGM 6,38.84106823,-89.47575719,515.9
5430,Greenville to Peters II,2015,GMFL,5430,39.79,17890.6,39.71,COMP,Girth weld,,Girth Weld - 5430,,,,,,,,,,,,3.39,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,,T.D. Williamson,4/29/2015,1807.6,4353.2,AGM 5,AGM 6,38.84104592,-89.47589318,519.1
5440,Greenville to Peters II,2015,GMFL,5440,39.71,17930.4,35.54,COMP,Girth weld,,Girth Weld - 5440,,,,,,,,,,,,3.40,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.70,,T.D. Williamson,4/29/2015,1847.4,4313.4,AGM 5,AGM 6,38.84102347,-89.47602940,519.5
5450,Greenville to Peters II,2015,GMFL,5450,35.54,17965.9,38.12,COMP,Girth weld,,Girth Weld - 5450,,,,,,,,,,,,3.40,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,1887.1,4273.7,AGM 5,AGM 6,38.84100382,-89.47615143,519.4
5460,Greenville to Peters II,2015,GMFL,5460,38.12,18004.0,39.80,COMP,Girth weld,,Girth Weld - 5460,,,,,,,,,,,,3.41,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,1922.6,4238.1,AGM 5,AGM 6,38.84098328,-89.47628243,518.3
5470,Greenville to Peters II,2015,GMFL,5470,39.80,18043.8,39.74,COMP,Girth weld,,Girth Weld - 5470,,,,,,,,,,,,3.42,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,1960.7,4200.0,AGM 5,AGM 6,38.84096178,-89.47641876,515.5
5480,Greenville to Peters II,2015,GMFL,5480,39.74,18083.6,39.63,COMP,Girth weld,,Girth Weld - 5480,,,,,,,,,,,,3.42,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,,T.D. Williamson,4/29/2015,2000.5,4160.2,AGM 5,AGM 6,38.84093988,-89.47655399,510.1
5490,Greenville to Peters II,2015,GMFL,5490,39.63,18123.2,29.98,COMP,Girth weld,,Girth Weld - 5490,,,,,,,,,,,,3.43,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.70,,T.D. Williamson,4/29/2015,2040.3,4120.5,AGM 5,AGM 6,38.84091847,-89.47668941,508.0
5500,Greenville to Peters II,2015,GMFL,5500,29.98,18153.2,39.82,COMP,Girth weld,,Girth Weld - 5500,,,,,,,,,,,,3.44,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.60,,T.D. Williamson,4/29/2015,2079.9,4080.8,AGM 5,AGM 6,38.84090252,-89.47679186,511.3
5510,Greenville to Peters II,2015,GMFL,5510,39.82,18193.0,39.88,COMP,Girth weld,,Girth Weld - 5510,,,,,,,,,,,,3.45,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,2109.9,4050.8,AGM 5,AGM 6,38.84088087,-89.47692775,515.7
5520,Greenville to Peters II,2015,GMFL,5520,39.88,18232.9,39.91,COMP,Girth weld,,Girth Weld - 5520,,,,,,,,,,,,3.45,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,,T.D. Williamson,4/29/2015,2149.7,4011.0,AGM 5,AGM 6,38.84085913,-89.47706444,518.2
5530,Greenville to Peters II,2015,GMFL,5530,39.91,18272.8,39.73,COMP,Girth weld,,Girth Weld - 5530,,,,,,,,,,,,3.46,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,,T.D. Williamson,4/29/2015,2189.6,3971.1,AGM 5,AGM 6,38.84083741,-89.47720150,519.2
5540,Greenville to Peters II,2015,GMFL,5540,39.73,18312.5,39.18,COMP,Girth weld,,Girth Weld - 5540,,,,,,,,,,,,3.47,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.60,,T.D. Williamson,4/29/2015,2229.5,3931.2,AGM 5,AGM 6,38.84081589,-89.47733804,519.5
5550,Greenville to Peters II,2015,GMFL,5550,39.18,18351.7,39.77,COMP,Girth weld,,Girth Weld - 5550,,,,,,,,,,,,3.48,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.70,,T.D. Williamson,4/29/2015,2269.2,3891.5,AGM 5,AGM 6,38.84079462,-89.47747269,519.5
5560,Greenville to Peters II,2015,GMFL,5560,39.77,18391.5,34.35,COMP,Girth weld,,Girth Weld - 5560,,,,,,,,,,,,3.48,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,,T.D. Williamson,4/29/2015,2308.4,3852.3,AGM 5,AGM 6,38.84077302,-89.47760936,519.2
5570,Greenville to Peters II,2015,GMFL,5570,34.35,18425.8,34.69,COMP,Girth weld,,Girth Weld - 5570,,,,,,,,,,,,3.49,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,,T.D. Williamson,4/29/2015,2348.2,3812.6,AGM 5,AGM 6,38.84075430,-89.47772737,518.7
5580,Greenville to Peters II,2015,GMFL,5580,34.69,18460.5,39.88,COMP,Girth weld,,Girth Weld - 5580,,,,,,,,,,,,3.50,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,2382.5,3778.2,AGM 5,AGM 6,38.84073514,-89.47784636,517.0
5590,Greenville to Peters II,2015,GMFL,5590,39.88,18500.4,39.88,COMP,Girth weld,,Girth Weld - 5590,,,,,,,,,,,,3.50,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,2417.2,3743.5,AGM 5,AGM 6,38.84071296,-89.47798295,514.3
5600,Greenville to Peters II,2015,GMFL,5600,39.88,18540.3,39.79,COMP,Girth weld,,Girth Weld - 5600,,,,,,,,,,,,3.51,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,2457.1,3703.6,AGM 5,AGM 6,38.84069118,-89.47811920,510.2
5610,Greenville to Peters II,2015,GMFL,5610,39.79,18580.1,39.90,COMP,Girth weld,,Girth Weld - 5610,,,,,,,,,,,,3.52,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,,T.D. Williamson,4/29/2015,2497.0,3663.8,AGM 5,AGM 6,38.84066987,-89.47825523,505.9
5620,Greenville to Peters II,2015,GMFL,5620,39.90,18620.0,39.71,COMP,Girth weld,,Girth Weld - 5620,,,,,,,,,,,,3.53,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,,T.D. Williamson,4/29/2015,2536.8,3624.0,AGM 5,AGM 6,38.84064854,-89.47839152,501.4
5630,Greenville to Peters II,2015,GMFL,5630,39.71,18659.7,39.78,COMP,Girth weld,,Girth Weld - 5630,,,,,,,,,,,,3.53,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,2576.7,3584.1,AGM 5,AGM 6,38.84062723,-89.47852775,499.3
5640,Greenville to Peters II,2015,GMFL,5640,39.78,18699.4,39.72,COMP,Girth weld,,Girth Weld - 5640,,,,,,,,,,,,3.54,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,,T.D. Williamson,4/29/2015,2616.4,3544.4,AGM 5,AGM 6,38.84060528,-89.47866430,498.2
5650,Greenville to Peters II,2015,GMFL,5650,39.72,18739.2,39.83,COMP,Girth weld,,Girth Weld - 5650,,,,,,,,,,,,3.55,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,2656.2,3504.6,AGM 5,AGM 6,38.84058326,-89.47880055,498.6
5660,Greenville to Peters II,2015,GMFL,5660,39.83,18779.0,39.83,COMP,Girth weld,,Girth Weld - 5660,,,,,,,,,,,,3.56,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,,T.D. Williamson,4/29/2015,2695.9,3464.9,AGM 5,AGM 6,38.84056217,-89.47893722,501.1
5670,Greenville to Peters II,2015,GMFL,5670,39.83,18818.8,38.59,COMP,Girth weld,,Girth Weld - 5670,,,,,,,,,,,,3.56,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.60,,T.D. Williamson,4/29/2015,2735.7,3425.0,AGM 5,AGM 6,38.84054044,-89.47907107,508.6
5680,Greenville to Peters II,2015,GMFL,5680,38.59,18857.4,39.85,COMP,Girth weld,,Girth Weld - 5680,,,,,,,,,,,,3.57,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.70,,T.D. Williamson,4/29/2015,2775.6,3385.2,AGM 5,AGM 6,38.84051925,-89.47920137,515.0
5680,Greenville to Peters II,2015,GMFL,5680,0.57,18858.0,39.28,ANOM,Corrosion Cluster,INT,Metal Loss,7:45,14,,1.9,3.1,1406.5,2084.2,2.45,0.0035,,,3.57,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,6.80,T.D. Williamson,4/29/2015,2814.2,3346.6,AGM 5,AGM 6,38.84051890,-89.47920360,515.1
5690,Greenville to Peters II,2015,GMFL,5690,39.85,18897.3,39.76,COMP,Girth weld,,Girth Weld - 5690,,,,,,,,,,,,3.58,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,2814.2,3346.6,AGM 5,AGM 6,38.84049713,-89.47933807,515.3
5700,Greenville to Peters II,2015,GMFL,5700,39.76,18937.0,39.13,COMP,Girth weld,,Girth Weld - 5700,,,,,,,,,,,,3.59,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,2854.0,3306.8,AGM 5,AGM 6,38.84047523,-89.47947451,514.1
5710,Greenville to Peters II,2015,GMFL,5710,39.13,18976.2,32.54,COMP,Girth weld,,Girth Weld - 5710,,,,,,,,,,,,3.59,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,2893.8,3267.0,AGM 5,AGM 6,38.84045412,-89.47960861,516.9
5720,Greenville to Peters II,2015,GMFL,5720,32.54,19008.7,39.87,COMP,Girth weld,,Girth Weld - 5720,,,,,,,,,,,,3.60,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.70,,T.D. Williamson,4/29/2015,2932.9,3227.9,AGM 5,AGM 6,38.84043647,-89.47972006,519.4
5730,Greenville to Peters II,2015,GMFL,5730,39.87,19048.6,39.82,COMP,Girth weld,,Girth Weld - 5730,,,,,,,,,,,,3.61,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,,T.D. Williamson,4/29/2015,2965.4,3195.3,AGM 5,AGM 6,38.84041461,-89.47985685,521.0
5730,Greenville to Peters II,2015,GMFL,5730,31.62,19080.2,8.20,ANOM,Corrosion Cluster,EXT,Metal Loss,2:15,9,,0.7,0.3,1406.5,2139.1,2.52,0.0022,,,3.61,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,6.80,T.D. Williamson,4/29/2015,3005.3,3155.5,AGM 5,AGM 6,38.84039720,-89.47996549,522.0
5730,Greenville to Peters II,2015,GMFL,5730,31.80,19080.4,8.02,ANOM,Corrosion Cluster,EXT,Metal Loss,3:15,20,,1.0,0.7,1406.5,2107.6,2.48,0.0050,,,3.61,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,6.80,T.D. Williamson,4/29/2015,3005.3,3155.5,AGM 5,AGM 6,38.84039709,-89.47996617,522.0
5740,Greenville to Peters II,2015,GMFL,5740,39.82,19088.4,39.87,COMP,Girth weld,,Girth Weld - 5740,,,,,,,,,,,,3.62,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,3005.3,3155.5,AGM 5,AGM 6,38.84039271,-89.47999355,522.1
5750,Greenville to Peters II,2015,GMFL,5750,39.87,19128.3,39.85,COMP,Girth weld,,Girth Weld - 5750,,,,,,,,,,,,3.62,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,,T.D. Williamson,4/29/2015,3045.1,3115.6,AGM 5,AGM 6,38.84037109,-89.48013056,521.8
5760,Greenville to Peters II,2015,GMFL,5760,39.85,19168.1,39.85,COMP,Girth weld,,Girth Weld - 5760,,,,,,,,,,,,3.63,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,3085.0,3075.8,AGM 5,AGM 6,38.84034970,-89.48026753,521.1
5770,Greenville to Peters II,2015,GMFL,5770,39.85,19208.0,39.80,COMP,Girth weld,,Girth Weld - 5770,,,,,,,,,,,,3.64,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,3124.8,3035.9,AGM 5,AGM 6,38.84032882,-89.48040458,519.7
5780,Greenville to Peters II,2015,GMFL,5780,39.80,19247.8,39.87,COMP,Girth weld,,Girth Weld - 5780,,,,,,,,,,,,3.65,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,3164.7,2996.1,AGM 5,AGM 6,38.84030727,-89.48054136,519.6
5790,Greenville to Peters II,2015,GMFL,5790,39.87,19287.6,39.84,COMP,Girth weld,,Girth Weld - 5790,,,,,,,,,,,,3.65,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,3204.5,2956.3,AGM 5,AGM 6,38.84028565,-89.48067837,519.3
5800,Greenville to Peters II,2015,GMFL,5800,39.84,19327.5,39.79,COMP,Girth weld,,Girth Weld - 5800,,,,,,,,,,,,3.66,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.90,,T.D. Williamson,4/29/2015,3244.4,2916.4,AGM 5,AGM 6,38.84026399,-89.48081524,518.6
5810,Greenville to Peters II,2015,GMFL,5810,39.79,19367.3,39.77,COMP,Girth weld,,Girth Weld - 5810,,,,,,,,,,,,3.67,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,3284.2,2876.6,AGM 5,AGM 6,38.84024265,-89.48095203,518.0
5820,Greenville to Peters II,2015,GMFL,5820,39.77,19407.0,39.77,COMP,Girth weld,,Girth Weld - 5820,,,,,,,,,,,,3.68,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.60,,T.D. Williamson,4/29/2015,3324.0,2836.8,AGM 5,AGM 6,38.84022160,-89.48108882,518.1
5830,Greenville to Peters II,2015,GMFL,5830,39.77,19446.8,39.81,COMP,Girth weld,,Girth Weld - 5830,,,,,,,,,,,,3.68,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.70,,T.D. Williamson,4/29/2015,3363.8,2797.0,AGM 5,AGM 6,38.84020006,-89.48122548,518.9
5840,Greenville to Peters II,2015,GMFL,5840,39.81,19486.6,39.81,COMP,Girth weld,,Girth Weld - 5840,,,,,,,,,,,,3.69,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.70,,T.D. Williamson,4/29/2015,3403.5,2757.2,AGM 5,AGM 6,38.84017786,-89.48136192,520.8
5850,Greenville to Peters II,2015,GMFL,5850,39.81,19526.4,39.78,COMP,Girth weld,,Girth Weld - 5850,,,,,,,,,,,,3.70,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,3443.3,2717.4,AGM 5,AGM 6,38.84015565,-89.48149833,523.0
5860,Greenville to Peters II,2015,GMFL,5860,39.78,19566.2,39.73,COMP,Girth weld,,Girth Weld - 5860,,,,,,,,,,,,3.71,,850,10.75,0.250,42000,1407,60.43,0.72,0,5.00,,T.D. Williamson,4/29/2015,3483.1,2677.6,AGM 5,AGM 6,38.84013384,-89.48163485,524.3
5870,Greenville to Peters II,2015,GMFL,5870,39.73,19605.9,39.72,COMP,Girth weld,,Girth Weld - 5870,,,,,,,,,,,,3.71,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,3522.9,2637.8,AGM 5,AGM 6,38.84011229,-89.48177139,524.4
5880,Greenville to Peters II,2015,GMFL,5880,39.72,19645.6,39.75,COMP,Girth weld,,Girth Weld - 5880,,,,,,,,,,,,3.72,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,3562.7,2598.1,AGM 5,AGM 6,38.84009118,-89.48190800,524.6
5890,Greenville to Peters II,2015,GMFL,5890,39.75,19685.4,35.82,COMP,Girth weld,,Girth Weld - 5890,,,,,,,,,,,,3.73,,850,10.75,0.250,42000,1407,60.43,0.72,0,4.80,,T.D. Williamson,4/29/2015,3602.4,2558.4,AGM 5,AGM 6,38.84007006,-89.48204471,524.6
