ID,Feature,Wheel Countft,Sta. Num.ft,Depth,WTin,SMYS,Lengthin,Widthin,Orientation clock,P MOD B31G   psi,ERF MOD B31GMOPP, of max. est. oper. press PMOPbased on 1150,Dist from US weldft,Dist from DS weldft,US AGM,Dist to US AGM ft,DS AGM,Dist to DS AGM ft,Joint Lengthft,Comments,LAT,LON,ALTITUDE
40002959,GROUP,8374.29,83+97,20%,0.219,52000,2.19,1.16,6:00,1525,0.75000,100.000%,16.85,30.32,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1857.84,"Valve, Sta. 119+80, Valve 28",3545.73,47.17,Metal Loss Internal,33.78220528,-118.21931436,1.830
40002960,GROUP,8375.12,83+98,38%,0.219,52000,0.86,0.86,6:00,1525,0.75000,100.000%,17.68,29.49,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1858.68,"Valve, Sta. 119+80, Valve 28",3544.89,47.17,Metal Loss Internal,33.78220732,-118.21931559,1.830
40002961,GROUP,8375.62,83+99,17%,0.219,52000,0.71,0.48,5:45,1525,0.75000,100.000%,18.18,28.99,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1859.17,"Valve, Sta. 119+80, Valve 28",3544.39,47.17,Metal Loss Internal,33.78220853,-118.21931633,1.820
40002962,GROUP,8375.82,83+99,12%,0.219,52000,1.51,0.93,6:00,1525,0.75000,100.000%,18.38,28.79,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1859.37,"Valve, Sta. 119+80, Valve 28",3544.20,47.17,Metal Loss Internal,33.78220901,-118.21931662,1.820
40002963,GROUP,8376.25,83+99,18%,0.219,52000,0.60,0.81,6:00,1525,0.75000,100.000%,18.81,28.36,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1859.81,"Valve, Sta. 119+80, Valve 28",3543.76,47.17,Metal Loss Internal,33.78221008,-118.21931727,1.820
40002964,GROUP,8376.44,83+99,36%,0.219,52000,0.76,0.74,6:00,1525,0.75000,100.000%,19.00,28.17,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1860.00,"Valve, Sta. 119+80, Valve 28",3543.57,47.17,Metal Loss Internal,33.78221054,-118.21931755,1.820
40002965,GROUP,8376.84,84+00,14%,0.219,52000,1.49,0.91,6:00,1525,0.75000,100.000%,19.40,27.77,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1860.39,"Valve, Sta. 119+80, Valve 28",3543.18,47.17,Metal Loss Internal,33.78221151,-118.21931814,1.820
40002966,GROUP,8377.20,84+00,15%,0.219,52000,1.19,1.23,6:00,1525,0.75000,100.000%,19.76,27.41,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1860.75,"Valve, Sta. 119+80, Valve 28",3542.81,47.17,Metal Loss Internal,33.78221240,-118.21931868,1.820
40002967,GROUP,8377.58,84+01,10%,0.219,52000,0.77,1.11,6:00,1525,0.75000,100.000%,20.14,27.03,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1861.13,"Valve, Sta. 119+80, Valve 28",3542.44,47.17,Metal Loss Internal,33.78221331,-118.21931924,1.820
40002968,GROUP,8378.14,84+01,18%,0.219,52000,2.95,1.05,5:45,1525,0.75000,100.000%,20.70,26.47,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1861.70,"Valve, Sta. 119+80, Valve 28",3541.87,47.17,Metal Loss Internal,33.78221469,-118.21932007,1.820
40002969,GROUP,8378.86,84+02,22%,0.219,52000,1.13,0.83,5:45,1525,0.75000,100.000%,21.42,25.75,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1862.41,"Valve, Sta. 119+80, Valve 28",3541.16,47.17,Metal Loss Internal,33.78221644,-118.21932113,1.820
40002970,GROUP,8379.29,84+02,17%,0.219,52000,0.75,0.63,6:00,1525,0.75000,100.000%,21.85,25.32,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1862.84,"Valve, Sta. 119+80, Valve 28",3540.73,47.17,Metal Loss Internal,33.78221749,-118.21932177,1.820
40002971,GROUP,8379.48,84+02,12%,0.219,52000,0.35,0.42,5:45,1525,0.75000,100.000%,22.04,25.13,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1863.03,"Valve, Sta. 119+80, Valve 28",3540.53,47.17,Metal Loss Internal,33.78221797,-118.21932206,1.820
40002972,GROUP,8379.68,84+03,19%,0.219,52000,1.74,0.84,5:45,1525,0.75000,100.000%,22.24,24.93,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1863.23,"Valve, Sta. 119+80, Valve 28",3540.34,47.17,Metal Loss Internal,33.78221846,-118.21932236,1.820
40002973,GROUP,8380.50,84+04,23%,0.219,52000,1.28,0.78,5:45,1525,0.75000,100.000%,23.06,24.11,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1864.05,"Valve, Sta. 119+80, Valve 28",3539.52,47.17,Metal Loss Internal,33.78222046,-118.21932357,1.820
40002974,GROUP,8381.01,84+04,13%,0.219,52000,0.66,0.82,5:45,1525,0.75000,100.000%,23.57,23.60,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1864.56,"Valve, Sta. 119+80, Valve 28",3539.01,47.17,Metal Loss Internal,33.78222170,-118.21932433,1.820
40002975,GROUP,8382.71,84+06,13%,0.219,52000,1.17,0.79,5:45,1525,0.75000,100.000%,25.27,21.90,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1866.26,"Valve, Sta. 119+80, Valve 28",3537.31,47.17,Metal Loss Internal,33.78222585,-118.21932686,1.820
40002976,GROUP,8383.52,84+07,11%,0.219,52000,0.42,0.76,6:00,1525,0.75000,100.000%,26.08,21.09,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1867.07,"Valve, Sta. 119+80, Valve 28",3536.50,47.17,Metal Loss Internal,33.78222783,-118.21932806,1.820
40002977,GROUP,8383.88,84+07,15%,0.219,52000,0.34,0.33,6:00,1525,0.75000,100.000%,26.44,20.73,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1867.43,"Valve, Sta. 119+80, Valve 28",3536.14,47.17,Metal Loss Internal,33.78222871,-118.21932860,1.820
40002978,GROUP,8384.18,84+07,31%,0.219,52000,3.68,0.80,5:45,1525,0.75000,100.000%,26.74,20.43,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1867.73,"Valve, Sta. 119+80, Valve 28",3535.84,47.17,Metal Loss Internal,33.78222943,-118.21932905,1.820
40002979,GROUP,8384.82,84+08,11%,0.219,52000,2.15,1.23,6:00,1525,0.75000,100.000%,27.38,19.79,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1868.37,"Valve, Sta. 119+80, Valve 28",3535.20,47.17,Metal Loss Internal,33.78223100,-118.21933001,1.820
40002980,GROUP,8385.25,84+08,10%,0.219,52000,0.45,0.81,5:45,1525,0.75000,100.000%,27.81,19.36,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1868.80,"Valve, Sta. 119+80, Valve 28",3534.77,47.17,Metal Loss Internal,33.78223205,-118.21933064,1.820
40002981,GROUP,8385.60,84+09,25%,0.219,52000,3.47,1.22,6:00,1525,0.75000,100.000%,28.16,19.01,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1869.15,"Valve, Sta. 119+80, Valve 28",3534.42,47.17,Metal Loss Internal,33.78223292,-118.21933117,1.820
40002982,GROUP,8385.90,84+09,21%,0.219,52000,1.52,1.33,6:00,1525,0.75000,100.000%,28.46,18.71,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1869.46,"Valve, Sta. 119+80, Valve 28",3534.11,47.17,Metal Loss Internal,33.78223365,-118.21933162,1.810
40002983,GROUP,8386.19,84+09,24%,0.219,52000,0.73,0.57,6:00,1525,0.75000,100.000%,28.75,18.42,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1869.74,"Valve, Sta. 119+80, Valve 28",3533.83,47.17,Metal Loss Internal,33.78223434,-118.21933204,1.810
40002984,GROUP,8386.60,84+10,17%,0.219,52000,0.81,0.36,6:00,1525,0.75000,100.000%,29.16,18.01,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1870.16,"Valve, Sta. 119+80, Valve 28",3533.41,47.17,Metal Loss Internal,33.78223536,-118.21933266,1.810
10000124,LOCATION,8386.72,84+10,,,,,,,,,,29.28,17.89,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1870.27,"Valve, Sta. 119+80, Valve 28",3533.30,47.17,Casing Begin - RR SPUR,33.78223564,-118.21933283,1.810
40002985,GROUP,8387.44,84+11,23%,0.219,52000,0.67,0.55,6:00,1525,0.75000,100.000%,30.00,17.17,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1870.99,"Valve, Sta. 119+80, Valve 28",3532.58,47.17,Metal Loss Internal,33.78223739,-118.21933390,1.810
40002986,GROUP,8387.99,84+11,16%,0.219,52000,1.43,0.86,6:00,1525,0.75000,100.000%,30.55,16.62,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1871.54,"Valve, Sta. 119+80, Valve 28",3532.03,47.17,Metal Loss Internal,33.78223874,-118.21933473,1.810
40002987,GROUP,8388.55,84+12,10%,0.219,52000,0.62,0.46,6:00,1525,0.75000,100.000%,31.11,16.06,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1872.10,"Valve, Sta. 119+80, Valve 28",3531.47,47.17,Metal Loss Internal,33.78224011,-118.21933557,1.800
40002988,GROUP,8388.88,84+12,18%,0.219,52000,0.96,0.51,6:00,1525,0.75000,100.000%,31.44,15.72,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1872.44,"Valve, Sta. 119+80, Valve 28",3531.13,47.17,Metal Loss Internal,33.78224093,-118.21933607,1.800
40002989,GROUP,8389.62,84+13,14%,0.219,52000,0.50,0.67,6:00,1525,0.75000,100.000%,32.18,14.99,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1873.17,"Valve, Sta. 119+80, Valve 28",3530.40,47.17,Metal Loss Internal,33.78224272,-118.21933716,1.800
40002990,GROUP,8389.77,84+13,18%,0.219,52000,0.69,0.76,6:00,1525,0.75000,100.000%,32.33,14.84,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1873.32,"Valve, Sta. 119+80, Valve 28",3530.25,47.17,Metal Loss Internal,33.78224308,-118.21933738,1.800
40002991,GROUP,8390.47,84+14,25%,0.219,52000,0.93,0.90,6:00,1525,0.75000,100.000%,33.03,14.14,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1874.03,"Valve, Sta. 119+80, Valve 28",3529.54,47.17,Metal Loss Internal,33.78224481,-118.21933844,1.800
40002992,GROUP,8391.75,84+15,16%,0.219,52000,0.41,0.41,6:00,1525,0.75000,100.000%,34.31,12.86,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1875.30,"Valve, Sta. 119+80, Valve 28",3528.27,47.17,Metal Loss Internal,33.78224791,-118.21934035,1.790
40002993,GROUP,8392.32,84+15,17%,0.219,52000,1.53,1.10,6:00,1525,0.75000,100.000%,34.88,12.29,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1875.87,"Valve, Sta. 119+80, Valve 28",3527.70,47.17,Metal Loss Internal,33.78224931,-118.21934121,1.790
40002994,GROUP,8392.54,84+16,21%,0.219,52000,0.66,0.82,6:00,1525,0.75000,100.000%,35.10,12.07,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1876.09,"Valve, Sta. 119+80, Valve 28",3527.48,47.17,Metal Loss Internal,33.78224984,-118.21934153,1.780
40002995,GROUP,8393.09,84+16,11%,0.219,52000,1.33,0.66,6:00,1525,0.75000,100.000%,35.65,11.52,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1876.64,"Valve, Sta. 119+80, Valve 28",3526.93,47.17,Metal Loss Internal,33.78225118,-118.21934235,1.780
40002996,GROUP,8393.44,84+17,12%,0.219,52000,1.08,0.87,5:45,1525,0.75000,100.000%,36.00,11.17,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1876.99,"Valve, Sta. 119+80, Valve 28",3526.58,47.17,Metal Loss Internal,33.78225204,-118.21934288,1.780
40002997,GROUP,8393.75,84+17,12%,0.219,52000,0.57,0.44,5:45,1525,0.75000,100.000%,36.31,10.86,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1877.30,"Valve, Sta. 119+80, Valve 28",3526.27,47.17,Metal Loss Internal,33.78225280,-118.21934334,1.770
40002998,GROUP,8394.11,84+17,11%,0.219,52000,0.46,0.37,6:00,1525,0.75000,100.000%,36.67,10.50,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1877.66,"Valve, Sta. 119+80, Valve 28",3525.91,47.17,Metal Loss Internal,33.78225368,-118.21934388,1.770
40002999,GROUP,8394.43,84+18,14%,0.219,52000,0.64,0.58,6:00,1525,0.75000,100.000%,36.99,10.18,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1877.98,"Valve, Sta. 119+80, Valve 28",3525.59,47.17,Metal Loss Internal,33.78225446,-118.21934436,1.770
40003000,GROUP,8394.63,84+18,19%,0.219,52000,1.92,1.03,6:00,1525,0.75000,100.000%,37.19,9.98,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1878.18,"Valve, Sta. 119+80, Valve 28",3525.39,47.17,Metal Loss Internal,33.78225493,-118.21934465,1.770
40003001,GROUP,8396.02,84+19,16%,0.219,52000,0.65,0.58,6:00,1525,0.75000,100.000%,38.58,8.59,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1879.57,"Valve, Sta. 119+80, Valve 28",3524.00,47.17,Metal Loss Internal,33.78225833,-118.21934674,1.760
40003002,GROUP,8396.42,84+20,17%,0.219,52000,1.19,1.00,6:00,1525,0.75000,100.000%,38.98,8.19,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1879.97,"Valve, Sta. 119+80, Valve 28",3523.59,47.17,Metal Loss Internal,33.78225931,-118.21934735,1.750
40003003,GROUP,8397.51,84+21,11%,0.219,52000,0.55,0.45,6:00,1525,0.75000,100.000%,40.07,7.10,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1881.06,"Valve, Sta. 119+80, Valve 28",3522.51,47.17,Metal Loss Internal,33.78226197,-118.21934897,1.750
40003004,GROUP,8397.70,84+21,11%,0.219,52000,0.57,0.56,5:45,1525,0.75000,100.000%,40.26,6.91,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1881.25,"Valve, Sta. 119+80, Valve 28",3522.32,47.17,Metal Loss Internal,33.78226243,-118.21934925,1.750
40003005,GROUP,8397.99,84+21,12%,0.219,52000,0.91,0.87,5:45,1525,0.75000,100.000%,40.54,6.62,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1881.54,"Valve, Sta. 119+80, Valve 28",3522.03,47.17,Metal Loss Internal,33.78226313,-118.21934968,1.740
40003006,GROUP,8398.60,84+22,12%,0.219,52000,1.59,0.68,6:00,1525,0.75000,100.000%,41.16,6.01,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1882.15,"Valve, Sta. 119+80, Valve 28",3521.42,47.17,Metal Loss Internal,33.78226463,-118.21935059,1.740
40003007,GROUP,8400.33,84+24,14%,0.219,52000,0.77,0.56,5:45,1525,0.75000,100.000%,42.89,4.27,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1883.89,"Valve, Sta. 119+80, Valve 28",3519.68,47.17,Metal Loss Internal,33.78226886,-118.21935320,1.720
40003008,GROUP,8402.05,84+25,17%,0.219,52000,2.68,1.21,6:00,1525,0.75000,100.000%,44.61,2.56,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1885.60,"Valve, Sta. 119+80, Valve 28",3517.97,47.17,Metal Loss Internal,33.78227304,-118.21935576,1.710
40003009,GROUP,8402.37,84+26,16%,0.219,52000,0.56,0.48,5:45,1525,0.75000,100.000%,44.93,2.24,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1885.92,"Valve, Sta. 119+80, Valve 28",3517.65,47.17,Metal Loss Internal,33.78227382,-118.21935623,1.700
40003010,GROUP,8403.33,84+27,26%,0.219,52000,0.59,0.57,6:00,1525,0.75000,100.000%,45.89,1.28,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1886.88,"Valve, Sta. 119+80, Valve 28",3516.68,47.17,Metal Loss Internal,33.78227617,-118.21935769,1.700
40003011,GROUP,8403.98,84+27,10%,0.219,52000,0.85,0.70,7:30,1525,0.75000,100.000%,46.53,0.63,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1887.53,"Valve, Sta. 119+80, Valve 28",3516.04,47.17,Metal Loss External,33.78227774,-118.21935864,1.690
40003012,GROUP,8404.28,84+28,21%,0.219,52000,5.25,1.41,6:00,1525,0.75000,100.000%,46.84,0.33,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1887.83,"Valve, Sta. 119+80, Valve 28",3515.74,47.17,Metal Loss Internal,33.78227848,-118.21935910,1.690
3230,WELD,8404.61,84+28,,,,,,,,,,,,,,,,47.10,,33.78227929,-118.21935960,1.680
40003013,GROUP,8405.17,84+28,18%,0.219,52000,0.60,0.51,6:00,1525,0.75000,100.000%,0.56,46.54,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1888.72,"Valve, Sta. 119+80, Valve 28",3514.85,47.10,Metal Loss Internal,33.78228065,-118.21936044,1.680
40003014,GROUP,8405.44,84+29,12%,0.219,52000,0.60,0.41,6:00,1525,0.75000,100.000%,0.83,46.27,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1888.99,"Valve, Sta. 119+80, Valve 28",3514.58,47.10,Metal Loss Internal,33.78228130,-118.21936084,1.670
40003015,GROUP,8406.57,84+30,15%,0.219,52000,2.32,1.09,6:00,1525,0.75000,100.000%,1.96,45.14,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1890.12,"Valve, Sta. 119+80, Valve 28",3513.45,47.10,Metal Loss Internal,33.78228405,-118.21936255,1.660
40003016,GROUP,8406.83,84+30,19%,0.219,52000,1.36,0.78,5:45,1525,0.75000,100.000%,2.22,44.88,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1890.38,"Valve, Sta. 119+80, Valve 28",3513.19,47.10,Metal Loss Internal,33.78228469,-118.21936294,1.660
40003017,GROUP,8407.44,84+31,13%,0.219,52000,0.66,0.48,5:45,1525,0.75000,100.000%,2.83,44.27,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1890.99,"Valve, Sta. 119+80, Valve 28",3512.58,47.10,Metal Loss Internal,33.78228618,-118.21936386,1.650
40003018,GROUP,8410.56,84+34,11%,0.219,52000,0.70,0.53,6:00,1525,0.75000,100.000%,5.95,41.15,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1894.11,"Valve, Sta. 119+80, Valve 28",3509.46,47.10,Metal Loss Internal,33.78229377,-118.21936855,1.610
40003019,GROUP,8416.14,84+40,23%,0.219,52000,0.51,0.63,6:00,1525,0.75000,100.000%,11.53,35.57,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1899.69,"Valve, Sta. 119+80, Valve 28",3503.88,47.10,Metal Loss Internal,33.78230734,-118.21937697,1.560
40003020,GROUP,8419.21,84+43,14%,0.219,52000,0.74,0.39,6:00,1525,0.75000,100.000%,14.61,32.50,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1902.77,"Valve, Sta. 119+80, Valve 28",3500.80,47.10,Metal Loss Internal,33.78231483,-118.21938162,1.530
40003021,GROUP,8419.36,84+43,16%,0.219,52000,0.79,0.50,4:00,1525,0.75000,100.000%,14.75,32.35,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1902.92,"Valve, Sta. 119+80, Valve 28",3500.65,47.10,Metal Loss External,33.78231519,-118.21938185,1.530
40003022,GROUP,8420.29,84+44,15%,0.219,52000,2.09,0.69,6:00,1525,0.75000,100.000%,15.69,31.42,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1903.85,"Valve, Sta. 119+80, Valve 28",3499.72,47.10,Metal Loss Internal,33.78231746,-118.21938325,1.520
40003023,GROUP,8420.93,84+44,19%,0.219,52000,1.27,0.45,6:00,1525,0.75000,100.000%,16.32,30.78,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1904.48,"Valve, Sta. 119+80, Valve 28",3499.09,47.10,Metal Loss Internal,33.78231901,-118.21938421,1.510
40003024,GROUP,8421.36,84+45,13%,0.219,52000,0.82,0.57,2:30,1525,0.75000,100.000%,16.75,30.35,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1904.91,"Valve, Sta. 119+80, Valve 28",3498.66,47.10,Metal Loss External,33.78232004,-118.21938486,1.510
40003025,GROUP,8421.87,84+45,10%,0.219,52000,2.75,1.82,9:30,1525,0.75000,100.000%,17.26,29.84,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1905.42,"Valve, Sta. 119+80, Valve 28",3498.15,47.10,Metal Loss External,33.78232129,-118.21938563,1.510
40003026,GROUP,8422.38,84+46,11%,0.219,52000,0.37,0.67,6:00,1525,0.75000,100.000%,17.77,29.33,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1905.93,"Valve, Sta. 119+80, Valve 28",3497.64,47.10,Metal Loss Internal,33.78232254,-118.21938640,1.500
40003027,GROUP,8423.04,84+47,10%,0.219,52000,0.49,0.41,5:45,1525,0.75000,100.000%,18.43,28.67,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1906.59,"Valve, Sta. 119+80, Valve 28",3496.98,47.10,Metal Loss Internal,33.78232413,-118.21938739,1.500
40003028,GROUP,8423.65,84+47,13%,0.219,52000,1.08,0.36,6:00,1525,0.75000,100.000%,19.04,28.06,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1907.20,"Valve, Sta. 119+80, Valve 28",3496.37,47.10,Metal Loss Internal,33.78232562,-118.21938832,1.490
40003029,GROUP,8424.03,84+48,13%,0.219,52000,0.53,0.67,6:00,1525,0.75000,100.000%,19.42,27.68,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1907.58,"Valve, Sta. 119+80, Valve 28",3495.99,47.10,Metal Loss Internal,33.78232655,-118.21938889,1.490
40003030,GROUP,8424.77,84+48,11%,0.219,52000,1.20,0.82,6:00,1525,0.75000,100.000%,20.16,26.94,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1908.32,"Valve, Sta. 119+80, Valve 28",3495.25,47.10,Metal Loss Internal,33.78232835,-118.21939000,1.480
40003031,GROUP,8425.03,84+49,17%,0.219,52000,0.92,0.81,6:00,1525,0.75000,100.000%,20.42,26.68,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1908.58,"Valve, Sta. 119+80, Valve 28",3494.99,47.10,Metal Loss Internal,33.78232897,-118.21939039,1.480
40003032,GROUP,8425.53,84+49,13%,0.219,52000,0.73,0.69,6:00,1525,0.75000,100.000%,20.92,26.18,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1909.08,"Valve, Sta. 119+80, Valve 28",3494.49,47.10,Metal Loss Internal,33.78233019,-118.21939115,1.470
40003033,GROUP,8426.38,84+50,11%,0.219,52000,0.97,0.58,6:00,1525,0.75000,100.000%,21.77,25.33,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1909.93,"Valve, Sta. 119+80, Valve 28",3493.64,47.10,Metal Loss Internal,33.78233227,-118.21939243,1.470
40003034,GROUP,8426.71,84+50,11%,0.219,52000,0.77,0.52,5:45,1525,0.75000,100.000%,22.10,25.00,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1910.27,"Valve, Sta. 119+80, Valve 28",3493.30,47.10,Metal Loss Internal,33.78233309,-118.21939294,1.460
40003035,GROUP,8427.61,84+51,14%,0.219,52000,0.84,0.81,5:45,1525,0.75000,100.000%,23.00,24.10,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1911.16,"Valve, Sta. 119+80, Valve 28",3492.41,47.10,Metal Loss Internal,33.78233526,-118.21939429,1.460
40003036,GROUP,8428.40,84+52,13%,0.219,52000,2.03,0.76,6:00,1525,0.75000,100.000%,23.79,23.31,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1911.95,"Valve, Sta. 119+80, Valve 28",3491.62,47.10,Metal Loss Internal,33.78233718,-118.21939548,1.450
40003037,GROUP,8429.63,84+53,11%,0.219,52000,0.81,0.87,9:45,1525,0.75000,100.000%,25.02,22.08,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1913.19,"Valve, Sta. 119+80, Valve 28",3490.38,47.10,Metal Loss External,33.78234019,-118.21939734,1.440
40003038,GROUP,8429.89,84+53,23%,0.219,52000,0.97,1.00,9:30,1525,0.75000,100.000%,25.28,21.82,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1913.44,"Valve, Sta. 119+80, Valve 28",3490.13,47.10,Metal Loss External,33.78234081,-118.21939773,1.440
40003039,GROUP,8430.45,84+54,11%,0.219,52000,1.44,4.68,8:45,1525,0.75000,100.000%,25.84,21.26,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1914.00,"Valve, Sta. 119+80, Valve 28",3489.57,47.10,Metal Loss External,33.78234217,-118.21939857,1.430
40003040,GROUP,8431.34,84+55,13%,0.219,52000,0.39,0.43,6:00,1525,0.75000,100.000%,26.73,20.37,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1914.89,"Valve, Sta. 119+80, Valve 28",3488.68,47.10,Metal Loss Internal,33.78234434,-118.21939991,1.430
