ItemNumber,JointNumber,JointLengthft,DisttoUSGWft,DisttoDSGWft,AbsoluteDistanceft,Feature,ExtInt,Depth,Depthin,Lengthin,Widthin,Oclockhhmm,Comments,PipeType,WTin,PipeGrade,PipeODin,MOP,LongSeam,ERF,SafeBurstPressure,BurstPressure,Latitudedeg,Longitudedeg,Elevationft
2375,16870,19.73,6.82,12.92,51952.34,Metal Loss,External,11,0.031,0.5,0.5,07:48,,Lap,0.280,X35,8.625,600,,0.358,1677,2912,33.80347553,-118.01080293,52.58
2376,16870,19.73,8.07,11.66,51953.59,Metal Loss Group,External,10,0.028,0.8,2.7,04:52,,Lap,0.280,X35,8.625,600,,0.359,1671,2901,33.80347909,-118.01080261,52.55
2377,16870,19.73,8.36,11.37,51953.88,Metal Loss,External,11,0.031,0.5,0.5,04:42,,Lap,0.280,X35,8.625,600,,0.358,1677,2912,33.80347976,-118.01080255,52.55
2378,16870,19.73,8.61,11.12,51954.13,Metal Loss,External,11,0.031,0.5,0.5,04:49,,Lap,0.280,X35,8.625,600,,0.358,1677,2912,33.80348053,-118.01080248,52.54
2379,16870,19.73,10.17,9.56,51955.69,Metal Loss Group,External,11,0.031,0.5,1.3,06:03,,Lap,0.280,X35,8.625,600,,0.358,1677,2912,33.80348478,-118.01080210,52.51
2380,16870,19.73,10.79,8.94,51956.31,Metal Loss,External,10,0.028,0.5,0.7,06:49,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.80348657,-118.01080194,52.50
2381,16870,19.73,10.80,8.93,51956.32,Metal Loss,External,10,0.028,0.5,0.5,04:56,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.80348658,-118.01080194,52.50
2382,16870,19.73,11.30,8.43,51956.82,Metal Loss,External,10,0.028,0.5,0.5,05:23,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.80348784,-118.01080182,52.49
2383,16870,19.73,11.97,7.76,51957.49,Metal Loss,External,10,0.028,0.7,0.7,05:51,,Lap,0.280,X35,8.625,600,,0.358,1675,2908,33.80348979,-118.01080164,52.48
2384,16870,19.73,13.03,6.70,51958.55,Metal Loss,External,11,0.031,0.5,0.5,05:41,,Lap,0.280,X35,8.625,600,,0.358,1677,2912,33.80349267,-118.01080139,52.46
2385,16870,19.73,15.38,4.36,51960.90,Metal Loss Group,External,10,0.028,1.4,2.4,04:55,,Lap,0.280,X35,8.625,600,,0.362,1655,2874,33.80349913,-118.01080080,52.41
2386,16870,19.73,16.16,3.58,51961.68,Metal Loss,External,10,0.028,0.6,0.6,04:20,,Lap,0.280,X35,8.625,600,,0.358,1676,2910,33.80350131,-118.01080060,52.40
2387,16870,19.73,17.17,2.56,51962.69,Metal Loss Group,External,11,0.031,0.7,1.7,04:56,,Lap,0.280,X35,8.625,600,,0.359,1673,2904,33.80350400,-118.01080036,52.38
2388,16880,21.63,19.73,21.63,51965.25,Girth Weld,,,,,,,Weld Reinforcement Sleeve,Lap,0.280,X35,8.625,600,,,,,33.80351106,-118.01079972,52.33
2389,16880,21.63,11.34,10.30,51976.59,Metal Loss,External,11,0.031,0.5,0.5,06:52,,Lap,0.280,X35,8.625,600,,0.358,1677,2912,33.80354223,-118.01079714,52.15
2390,16880,21.63,12.39,9.25,51977.64,Metal Loss,External,11,0.031,0.5,0.5,00:42,,Lap,0.280,X35,8.625,600,,0.358,1677,2912,33.80354508,-118.01079691,52.14
2391,16880,21.63,16.62,5.02,51981.87,Metal Loss Group,External,12,0.034,2.3,5.4,05:31,,Lap,0.280,X35,8.625,600,,0.371,1618,2808,33.80355677,-118.01079595,52.07
2392,16880,21.63,16.77,4.87,51982.02,Metal Loss,External,11,0.031,0.5,0.5,00:50,,Lap,0.280,X35,8.625,600,,0.358,1677,2912,33.80355718,-118.01079591,52.07
2393,16880,21.63,17.56,4.08,51982.81,Metal Loss,External,13,0.036,0.6,0.9,06:55,,Lap,0.280,X35,8.625,600,,0.358,1675,2909,33.80355938,-118.01079573,52.06
2394,16880,21.63,20.70,0.94,51985.95,Metal Loss,External,12,0.034,0.5,0.5,07:13,,Lap,0.280,X35,8.625,600,,0.358,1677,2911,33.80356793,-118.01079503,52.01
2395,16880,21.63,20.98,0.65,51986.23,Metal Loss,External,10,0.028,0.5,0.9,06:00,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.80356872,-118.01079496,52.00
2396,16890,21.10,21.63,21.10,51986.89,Girth Weld,,,,,,,Weld Reinforcement Sleeve,Lap,0.280,X35,8.625,600,,,,,33.80357054,-118.01079481,51.99
2397,16890,21.10,0.47,20.64,51987.35,Metal Loss Group,External,12,0.034,0.7,2.1,05:04,,Lap,0.280,X35,8.625,600,,0.359,1672,2902,33.80357179,-118.01079471,51.99
2398,16890,21.10,15.28,5.82,52002.16,Metal Loss,External,10,0.028,0.5,0.5,05:21,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.80361214,-118.01079130,51.81
2399,16890,21.10,16.00,5.10,52002.88,Metal Loss,External,10,0.028,0.5,0.5,05:57,,Lap,0.280,X35,8.625,600,,0.358,1678,2913,33.80361410,-118.01079113,51.81
2400,16900,18.98,21.10,18.98,52007.99,Girth Weld,,,,,,,Weld Reinforcement Sleeve,Lap,0.280,X35,8.625,600,,,,,33.80362789,-118.01078995,51.75
2401,16910,8.29,18.98,8.29,52026.97,Girth Weld,,,,,,,Weld Reinforcement Sleeve,Lap,0.280,X35,8.625,600,,,,,33.80368122,-118.01078537,51.52
2402,16910,8.29,0.23,8.06,52027.20,Metal Loss,External,17,0.048,0.6,0.8,02:57,,Lap,0.280,X35,8.625,600,,0.359,1670,2899,33.80368195,-118.01078531,51.52
2403,16910,8.29,6.13,2.16,52033.10,Metal Loss Group,External,10,0.028,0.6,1.4,07:25,,Lap,0.280,X35,8.625,600,,0.358,1677,2912,33.80369800,-118.01078392,51.42
2404,16910,8.29,6.55,1.74,52033.51,Metal Loss Group,External,14,0.039,1.5,1.9,07:03,,Lap,0.280,X35,8.625,600,,0.366,1638,2844,33.80369916,-118.01078382,51.42
2405,16920,4.64,8.29,4.64,52035.26,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.80370387,-118.01078342,51.39
2406,16930,36.59,4.64,36.59,52039.90,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80371656,-118.01078232,51.32
2407,16930,36.59,16.04,20.56,52055.93,AGM 17,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80376066,-118.01077819,51.00
2408,16940,37.56,36.59,37.56,52076.49,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80381701,-118.01077230,50.91
2409,16950,24.03,37.56,24.03,52114.05,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80391965,-118.01076155,51.16
2410,16960,41.15,24.03,41.15,52138.09,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80398601,-118.01075488,51.27
2411,16960,41.15,20.22,20.94,52158.30,Bend,,,,,,08:39,6° 40.2D Left Cold Bend,SMLS,0.280,X35,8.625,600,,,,,33.80404130,-118.01074905,51.14
2412,16970,37.50,41.15,37.50,52179.24,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80409890,-118.01075019,51.00
2413,16980,37.37,37.50,37.37,52216.73,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80420224,-118.01075144,49.58
2414,16990,42.64,37.37,42.64,52254.10,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80430458,-118.01075376,49.29
2415,17000,37.83,42.64,37.83,52296.74,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80442204,-118.01075491,50.22
2416,17010,9.28,37.83,9.28,52334.57,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80452612,-118.01075472,50.09
2417,17020,6.05,9.28,6.05,52343.85,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80455142,-118.01075489,49.99
2418,17030,28.38,6.05,28.38,52349.90,Girth Weld,,,,,,,,SMLS,0.219,X35,8.625,600,,,,,33.80456822,-118.01075500,49.93
2419,17040,30.84,28.38,30.84,52378.29,Girth Weld,,,,,,,,SMLS,0.219,X35,8.625,600,,,,,33.80464669,-118.01075568,49.67
2420,17050,39.01,30.84,39.01,52409.13,Girth Weld,,,,,,,,SMLS,0.219,X35,8.625,600,,,,,33.80473122,-118.01075698,49.62
2421,17060,37.89,39.01,37.89,52448.14,Girth Weld,,,,,,,,SMLS,0.219,X35,8.625,600,,,,,33.80483830,-118.01075938,49.58
2422,17070,41.54,37.89,41.54,52486.03,Girth Weld,,,,,,,,SMLS,0.219,X35,8.625,600,,,,,33.80494266,-118.01076144,49.57
2423,17080,40.17,41.54,40.17,52527.57,Girth Weld,,,,,,,,SMLS,0.219,X35,8.625,600,,,,,33.80505728,-118.01076303,49.50
2424,17090,43.92,40.17,43.92,52567.74,Girth Weld,,,,,,,,SMLS,0.219,X35,8.625,600,,,,,33.80516779,-118.01076434,49.52
2425,17100,36.63,43.92,36.63,52611.66,Girth Weld,,,,,,,,SMLS,0.219,X35,8.625,600,,,,,33.80528842,-118.01076618,49.66
2426,17110,31.08,36.63,31.08,52648.29,Girth Weld,,,,,,,,SMLS,0.219,X35,8.625,600,,,,,33.80538919,-118.01076748,49.76
2427,17120,39.90,31.08,39.90,52679.37,Girth Weld,,,,,,,,SMLS,0.219,X35,8.625,600,,,,,33.80547500,-118.01076857,49.88
2428,17130,40.80,39.90,40.80,52719.27,Girth Weld,,,,,,,,SMLS,0.219,X35,8.625,600,,,,,33.80558458,-118.01076899,49.86
2429,17140,39.82,40.80,39.82,52760.07,Girth Weld,,,,,,,,SMLS,0.219,X35,8.625,600,,,,,33.80569681,-118.01076967,50.07
2430,17150,33.29,39.82,33.29,52799.89,Girth Weld,,,,,,,,SMLS,0.219,X35,8.625,600,,,,,33.80580645,-118.01077095,50.30
2431,17160,38.60,33.29,38.60,52833.18,Girth Weld,,,,,,,,SMLS,0.219,X35,8.625,600,,,,,33.80589806,-118.01077233,50.42
2432,17170,35.05,38.60,35.05,52871.77,Girth Weld,,,,,,,,SMLS,0.219,X35,8.625,600,,,,,33.80600452,-118.01077394,50.48
2433,17180,38.78,35.05,38.78,52906.83,Girth Weld,,,,,,,,SMLS,0.219,X35,8.625,600,,,,,33.80610058,-118.01077526,50.25
2434,17190,2.52,38.78,2.52,52945.61,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.80620747,-118.01077520,50.23
2435,17200,40.09,2.52,40.09,52948.13,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.80621430,-118.01077520,50.24
2436,17200,40.09,4.23,35.86,52952.35,Casing Start,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.80622596,-118.01077530,50.28
2437,17200,40.09,38.60,1.49,52986.72,Casing End,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.80632051,-118.01077611,50.57
2438,17210,3.08,40.09,3.08,52988.21,Girth Weld,,,,,,,,Elbow,,,8.625,600,,,,,33.80632460,-118.01077615,50.57
2439,17210,3.08,1.53,1.55,52989.74,Bend,,,,,,06:01,90° 3D Over Forged Bend,Elbow,,,8.625,600,,,,,33.80632839,-118.01077617,49.97
2440,17220,3.54,3.08,3.54,52991.29,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.80633006,-118.01077618,48.66
2441,17230,3.06,3.54,3.06,52994.83,Girth Weld,,,,,,,,Elbow,,,8.625,600,,,,,33.80633019,-118.01077627,45.12
2442,17230,3.06,1.51,1.55,52996.34,Bend,,,,,,00:00,90° 3D Sag Forged Bend,Elbow,,,8.625,600,,,,,33.80633190,-118.01077632,43.80
2443,17240,16.80,3.06,16.80,52997.89,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80633572,-118.01077637,43.22
2444,17250,1.56,16.80,1.56,53014.69,Girth Weld,,,,,,,,Elbow,,,8.625,600,,,,,33.80638188,-118.01077702,43.90
2445,17250,1.56,0.83,0.73,53015.52,Bend,,,,,,00:00,45° 5D Sag Forged Bend,Elbow,,,8.625,600,,,,,33.80638407,-118.01077705,44.11
2446,17260,3.27,1.56,3.27,53016.24,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80638566,-118.01077707,44.54
2447,17270,1.57,3.27,1.57,53019.51,Girth Weld,,,,,,,,Elbow,,,8.625,600,,,,,33.80639194,-118.01077712,46.93
2448,17270,1.57,0.86,0.71,53020.37,Bend,,,,,,05:59,45° 5D Over Forged Bend,Elbow,,,8.625,600,,,,,33.80639381,-118.01077712,47.43
2449,17280,20.48,1.57,20.48,53021.08,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80639574,-118.01077713,47.60
2450,17290,29.65,20.48,29.65,53041.56,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80645209,-118.01077748,48.21
2451,17300,41.96,29.65,41.96,53071.21,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80653336,-118.01077854,48.64
2452,17310,39.22,41.96,39.22,53113.16,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80664937,-118.01077951,49.50
2453,17320,39.64,39.22,39.64,53152.38,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80675688,-118.01077944,49.54
2454,17330,42.02,39.64,42.02,53192.02,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80686605,-118.01077975,49.10
2455,17340,39.80,42.02,39.80,53234.04,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80698143,-118.01077975,49.48
2456,17350,39.70,39.80,39.70,53273.84,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80709144,-118.01078246,49.29
2457,17360,41.71,39.70,41.71,53313.54,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80720005,-118.01078730,48.62
2458,17370,41.21,41.71,41.21,53355.25,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80731494,-118.01079158,48.40
2459,17380,39.46,41.21,39.46,53396.46,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80742834,-118.01079333,48.52
2460,17390,39.34,39.46,39.34,53435.92,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80753697,-118.01079403,48.42
2461,17400,41.04,39.34,41.04,53475.26,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80764499,-118.01079508,48.46
2462,17410,42.07,41.04,42.07,53516.29,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80775822,-118.01079664,48.40
2463,17420,42.81,42.07,42.81,53558.36,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80787385,-118.01079790,48.41
2464,17430,41.98,42.81,41.98,53601.18,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80799166,-118.01079907,48.34
2465,17440,41.18,41.98,41.18,53643.15,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80810718,-118.01080006,48.40
2466,17450,43.11,41.18,43.11,53684.33,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80822046,-118.01080056,48.28
2467,17460,41.28,43.11,41.28,53727.44,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80833906,-118.01080119,48.43
2468,17470,42.31,41.28,42.31,53768.71,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80845261,-118.01080207,48.43
2469,17480,36.67,42.31,36.67,53811.03,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80856908,-118.01080314,48.91
2470,17490,35.36,36.67,35.36,53847.69,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80866995,-118.01080440,48.89
2471,17500,36.69,35.36,36.69,53883.05,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80876722,-118.01080570,49.14
2472,17510,41.87,36.69,41.87,53919.75,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80886824,-118.01080702,49.17
2473,17520,42.04,41.87,42.04,53961.61,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80898337,-118.01080866,49.26
2474,17530,42.84,42.04,42.84,54003.65,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80909898,-118.01080932,49.46
2475,17540,6.19,42.84,6.19,54046.48,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80921690,-118.01080697,49.08
2476,17550,1.58,6.19,1.58,54052.67,Girth Weld,,,,,,,,Elbow,,,8.625,600,,,,,33.80923393,-118.01080667,48.88
2477,17550,1.58,0.75,0.83,54053.42,Bend,,,,,,11:55,45° 3D Sag Forged Bend,Elbow,,,8.625,600,,,,,33.80923593,-118.01080664,49.01
2478,17560,0.84,1.58,0.84,54054.25,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80923786,-118.01080664,49.44
2479,17570,1.53,0.84,1.53,54055.09,Girth Weld,,,,,,,,Elbow,,,8.625,600,,,,,33.80923954,-118.01080670,49.99
2480,17570,1.53,0.89,0.65,54055.98,Bend,,,,,,05:55,45° 3D Over Forged Bend,Elbow,,,8.625,600,,,,,33.80924165,-118.01080675,50.49
2481,17580,8.02,1.53,8.02,54056.63,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80924335,-118.01080673,50.60
2482,17590,1.55,8.02,1.55,54064.65,Girth Weld,,,,,,,,Elbow,,,8.625,600,,,,,33.80926535,-118.01080646,50.56
2483,17590,1.55,0.77,0.78,54065.42,Bend,,,,,,05:56,45° 5D Over Forged Bend,Elbow,,,8.625,600,,,,,33.80926757,-118.01080643,50.41
2484,17600,0.85,1.55,0.85,54066.20,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80926929,-118.01080636,50.02
2485,17610,1.55,0.85,1.55,54067.04,Girth Weld,,,,,,,,Elbow,,,8.625,600,,,,,33.80927107,-118.01080626,49.44
2486,17610,1.55,0.89,0.66,54067.93,Bend,,,,,,11:54,45° 5D Sag Forged Bend,Elbow,,,8.625,600,,,,,33.80927309,-118.01080619,49.00
2487,17620,20.85,1.55,20.85,54068.60,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80927485,-118.01080618,48.91
2488,17630,41.23,20.85,41.23,54089.45,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80933265,-118.01080716,49.24
2489,17640,39.82,41.23,39.82,54130.68,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80944574,-118.01080955,49.25
2490,17650,40.53,39.82,40.53,54170.50,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80955559,-118.01081177,49.51
2491,17660,40.08,40.53,40.08,54211.03,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80966684,-118.01081388,50.26
2492,17670,14.23,40.08,14.23,54251.10,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80977755,-118.01081423,50.80
2493,17680,42.75,14.23,42.75,54265.33,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80981592,-118.01081403,51.08
2494,17690,43.30,42.75,43.30,54308.08,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.80993373,-118.01081299,50.48
2495,17700,42.29,43.30,42.29,54351.38,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.81005291,-118.01081280,50.89
2496,17710,39.88,42.29,39.88,54393.67,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.81016920,-118.01081355,50.95
2497,17720,43.85,39.88,43.85,54433.55,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.81027900,-118.01081469,50.73
2498,17730,7.66,43.85,7.66,54477.40,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.81039967,-118.01081556,50.32
2499,17740,1.59,7.66,1.59,54485.06,Girth Weld,,,,,,,,Elbow,,,8.625,600,,,,,33.81042071,-118.01081568,50.19
2500,17740,1.59,0.84,0.75,54485.90,Bend,,,,,,08:15,45° 5D Left Forged Bend,Elbow,,,8.625,600,,,,,33.81042307,-118.01081613,50.12
2501,17750,3.35,1.59,3.35,54486.65,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.81042470,-118.01081730,49.96
2502,17760,1.53,3.35,1.53,54490.00,Girth Weld,,,,,,,,Elbow,,,8.625,600,,,,,33.81043133,-118.01082435,49.04
2503,17760,1.53,0.82,0.71,54490.82,Bend,,,,,,02:10,45° 5D Right Sag Forged Bend,Elbow,,,8.625,600,,,,,33.81043323,-118.01082567,48.87
2504,17770,1.10,1.53,1.10,54491.53,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.81043505,-118.01082612,48.82
2505,17780,45.21,1.10,45.21,54492.63,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.81043816,-118.01082631,48.81
2506,17790,45.43,45.21,45.43,54537.83,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.81056252,-118.01083025,49.20
2507,17800,45.53,45.43,45.53,54583.27,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.81068747,-118.01083211,49.89
2508,17810,42.40,45.53,42.40,54628.80,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.81081275,-118.01083300,50.15
2509,17820,7.83,42.40,7.83,54671.20,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.81092969,-118.01083387,50.26
2510,17830,29.59,7.83,29.59,54679.03,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.81095109,-118.01083405,50.30
2511,17840,45.97,29.59,45.97,54708.62,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.81103224,-118.01083509,50.48
2512,17850,23.48,45.97,23.48,54754.59,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.81115882,-118.01083643,49.89
2513,17860,42.33,23.48,42.33,54778.06,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.81122405,-118.01083721,49.05
2514,17870,41.04,42.33,41.04,54820.39,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.81133909,-118.01083856,48.51
2515,17880,45.23,41.04,45.23,54861.43,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.81145273,-118.01083965,49.22
2516,17890,41.96,45.23,41.96,54906.66,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,600,,,,,33.81157720,-118.01084077,49.29
2517,17900,7.79,41.96,7.79,54948.62,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81169245,-118.01084257,48.94
2518,17910,47.99,7.79,47.99,54956.41,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81171430,-118.01084299,49.14
2519,17920,47.80,47.99,47.80,55004.40,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81184578,-118.01084454,50.02
2520,17930,48.66,47.80,48.66,55052.19,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81197817,-118.01084563,49.95
2521,17940,43.27,48.66,43.27,55100.86,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81211154,-118.01084716,49.96
2522,17950,45.50,43.27,45.50,55144.13,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81223054,-118.01084816,50.52
2523,17960,46.10,45.50,46.10,55189.63,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81235592,-118.01084865,50.91
2524,17970,48.79,46.10,48.79,55235.73,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81248248,-118.01084991,50.73
2525,17980,45.38,48.79,45.38,55284.52,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81261651,-118.01085133,50.70
2526,17990,44.44,45.38,44.44,55329.91,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81274184,-118.01085207,50.87
2527,18000,46.96,44.44,46.96,55374.35,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81286441,-118.01085296,51.19
2528,18010,41.49,46.96,41.49,55421.31,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81299306,-118.01085399,51.16
2529,18020,43.90,41.49,43.90,55462.80,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81310739,-118.01085519,51.41
2530,18030,43.35,43.90,43.35,55506.69,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81322818,-118.01085643,51.05
2531,18040,39.94,43.35,39.94,55550.05,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81334751,-118.01085792,51.77
2532,18050,45.79,39.94,45.79,55589.99,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81345732,-118.01085973,51.80
2533,18060,43.20,45.79,43.20,55635.78,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81358337,-118.01086149,51.51
2534,18070,43.33,43.20,43.33,55678.97,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81370221,-118.01086258,52.09
2535,18080,44.32,43.33,44.32,55722.31,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81382159,-118.01086415,52.52
2536,18090,40.69,44.32,40.69,55766.63,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81394348,-118.01086631,52.96
2537,18100,45.35,40.69,45.35,55807.32,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81405546,-118.01086800,53.34
2538,18110,47.79,45.35,47.79,55852.66,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81417956,-118.01086910,53.30
2539,18120,48.43,47.79,48.43,55900.46,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81431216,-118.01087003,53.52
2540,18130,42.77,48.43,42.77,55948.89,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81444483,-118.01087107,53.82
2541,18140,42.78,42.77,42.78,55991.66,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81456243,-118.01087233,54.00
2542,18150,42.09,42.78,42.09,56034.44,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81468038,-118.01087401,53.78
2543,18160,48.82,42.09,48.82,56076.53,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81479648,-118.01087536,54.21
2544,18170,44.21,48.82,44.21,56125.34,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81492985,-118.01087661,54.63
2545,18180,44.47,44.21,44.47,56169.56,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81505209,-118.01087807,54.85
2546,18190,47.38,44.47,47.38,56214.02,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81517446,-118.01088084,55.14
2547,18200,2.82,47.38,2.82,56261.40,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81530468,-118.01088356,55.05
2548,18210,58.37,2.82,58.37,56264.22,Girth Weld,,,,,,,,ERW,0.280,X35,8.625,600,,,,,33.81531250,-118.01088357,55.00
