ItemNumber,JointNumber,JointLengthft,DisttoUSGWft,DisttoDSGWft,AbsoluteDistanceft,Feature,ExtInt,Depth,Depthin,Lengthin,Widthin,Oclockhhmm,Comments,PipeType,WTin,PipeGrade,PipeODin,MOP,LongSeam,ERF,SafeBurstPressure,BurstPressure,Latitudedeg,Longitudedeg,Elevationft
165,980,37.27,1.22,36.05,2446.61,Metal Loss,External,26,0.073,0.2,0.6,04:36,,SMLS,0.280,X35,8.625,715,,0.341,2099,2916,33.67547028,-118.01509585,43.30
166,980,37.27,1.32,35.95,2446.72,Metal Loss,External,11,0.031,0.5,0.8,04:16,,SMLS,0.280,X35,8.625,715,,0.341,2097,2912,33.67547035,-118.01509561,43.30
167,980,37.27,1.34,35.94,2446.73,Metal Loss,External,13,0.036,0.6,0.8,02:43,,SMLS,0.280,X35,8.625,715,,0.341,2094,2909,33.67547038,-118.01509552,43.30
168,980,37.27,1.50,35.77,2446.89,Metal Loss Group,External,16,0.045,1.8,1.8,04:44,,SMLS,0.280,X35,8.625,715,,0.354,2018,2803,33.67547051,-118.01509507,43.30
169,980,37.27,1.53,35.74,2446.93,Metal Loss Group,External,16,0.045,1.0,1.4,02:54,,SMLS,0.280,X35,8.625,715,,0.345,2070,2875,33.67547054,-118.01509497,43.30
170,990,44.78,37.27,44.78,2482.67,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67550414,-118.01498795,43.30
171,990,44.78,42.77,2.02,2525.43,Metal Loss,External,10,0.028,0.5,0.5,08:45,,SMLS,0.280,X35,8.625,715,,0.341,2097,2913,33.67554489,-118.01485783,43.67
172,990,44.78,44.55,0.23,2527.22,Metal Loss,External,11,0.031,1.3,0.8,06:37,,SMLS,0.280,X35,8.625,715,,0.346,2069,2873,33.67554663,-118.01485225,43.70
173,1000,41.10,44.78,41.10,2527.45,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67554686,-118.01485152,43.70
174,1010,46.40,41.10,46.40,2568.55,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67558451,-118.01473102,44.43
175,1020,45.78,46.40,45.78,2614.95,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67562783,-118.01459115,45.61
176,1030,40.97,45.78,40.97,2660.73,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67567035,-118.01445409,46.82
177,1040,46.49,40.97,46.49,2701.70,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67570935,-118.01432842,47.37
178,1050,43.64,46.49,43.64,2748.19,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67575241,-118.01419140,48.21
179,1060,27.04,43.64,27.04,2791.82,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67579272,-118.01405950,48.91
180,1060,27.04,0.29,26.75,2792.12,Metal Loss,External,10,0.028,0.4,1.0,05:44,,SMLS,0.280,X35,8.625,715,,0.340,2100,2917,33.67579300,-118.01405857,48.91
181,1060,27.04,0.38,26.66,2792.20,Metal Loss Group,External,13,0.036,1.4,5.5,11:31,,SMLS,0.280,X35,8.625,715,,0.348,2056,2856,33.67579308,-118.01405830,48.92
182,1060,27.04,25.87,1.17,2817.69,Sleeve Start,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67581582,-118.01398237,49.82
183,1070,0.23,27.04,0.23,2818.86,Girth Weld,,,,,,,,Elbow,,,8.625,715,,,,,33.67581688,-118.01397882,49.88
184,1070,0.23,0.12,0.10,2818.99,Bend,,,,,,08:56,10° 3D Left Forged Bend,Elbow,,,8.625,715,,,,,33.67581700,-118.01397841,49.88
185,1080,8.11,0.23,8.11,2819.09,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67581718,-118.01397808,49.89
186,1080,8.11,1.00,7.10,2820.10,Sleeve End,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67581875,-118.01397523,49.93
187,1080,8.11,7.45,0.66,2826.54,Sleeve Start,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67582871,-118.01395705,50.23
188,1090,9.11,8.11,9.11,2827.20,Girth Weld,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67582974,-118.01395517,50.26
189,1090,9.11,0.31,8.80,2827.51,Sleeve End,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67583016,-118.01395441,50.27
190,1090,9.11,1.83,7.28,2829.03,Sleeve Start,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67583216,-118.01395076,50.33
191,1090,9.11,3.43,5.68,2830.62,Sleeve End,,,,,,,,SMLS,0.280,X35,8.625,715,,,,,33.67583427,-118.01394690,50.40
192,1100,1.12,9.11,1.12,2836.31,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.67584245,-118.01393183,50.60
193,1110,1.70,1.12,1.70,2837.43,Girth Weld,,,,,,,,Elbow,,,8.625,715,,,,,33.67584406,-118.01392902,50.64
194,1110,1.70,0.90,0.80,2838.33,Bend,,,,,,08:48,60° 3D Left Forged Bend,Elbow,,,8.625,715,,,,,33.67584591,-118.01392728,50.63
195,1120,40.14,1.70,40.14,2839.13,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.67584794,-118.01392663,50.60
196,1130,42.74,40.14,42.74,2879.27,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.67595487,-118.01391525,48.95
197,1140,1.79,42.74,1.79,2922.00,Girth Weld,,,,,,,,Elbow,,,8.625,715,,,,,33.67606886,-118.01390345,48.58
198,1140,1.79,0.85,0.94,2922.85,Bend,,,,,,02:59,60° 3D Right Forged Bend,Elbow,,,8.625,715,,,,,33.67607083,-118.01390230,48.58
199,1150,28.80,1.79,28.80,2923.79,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.67607240,-118.01389992,48.59
200,1160,41.44,28.80,41.44,2952.60,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.67610497,-118.01381627,48.50
201,1170,41.85,41.44,41.85,2994.04,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.67615208,-118.01369629,47.50
202,1180,1.61,41.85,1.61,3035.89,Girth Weld,,,,,,,,Elbow,,,8.625,715,,,,,33.67619960,-118.01357500,46.21
203,1180,1.61,0.77,0.84,3036.66,Bend,,,,,,08:55,45° 3D Left Forged Bend,Elbow,,,8.625,715,,,,,33.67620101,-118.01357320,46.19
204,1190,9.25,1.61,9.25,3037.50,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.67620301,-118.01357213,46.14
205,1200,0.85,9.25,0.85,3046.75,Girth Weld,,,,,,,,Elbow,,,8.625,715,,,,,33.67622706,-118.01356472,45.62
206,1200,0.85,0.45,0.40,3047.19,Bend,,,,,,11:51,30° 3D Sag Forged Bend,Elbow,,,8.625,715,,,,,33.67622816,-118.01356442,45.70
207,1210,20.58,0.85,20.58,3047.59,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.67622917,-118.01356414,45.81
208,1220,0.99,20.58,0.99,3068.17,Girth Weld,,,,,,,,Elbow,,,8.625,715,,,,,33.67627826,-118.01355108,53.74
209,1220,0.99,0.47,0.52,3068.64,Bend,,,,,,05:25,22.5° 3D Over Forged Bend,Elbow,,,8.625,715,,,,,33.67627943,-118.01355070,53.84
210,1230,2.68,0.99,2.68,3069.16,Girth Weld,,,,,,,,Elbow,,,8.625,715,,,,,33.67628069,-118.01355013,53.87
211,1230,2.68,1.37,1.31,3070.53,Bend,,,,,,03:04,75° 3D Right Forged Bend,Elbow,,,8.625,715,,,,,33.67628337,-118.01354739,53.82
212,1240,37.76,2.68,37.76,3071.84,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.67628403,-118.01354337,53.82
213,1250,4.10,37.76,4.10,3109.60,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.67627593,-118.01342285,55.05
214,1260,0.38,4.10,0.38,3113.69,Girth Weld,,,,,,,,Elbow,,,8.625,715,,,,,33.67627530,-118.01340978,55.29
215,1260,0.38,0.21,0.17,3113.90,Bend,,,,,,08:21,45° 3D Left Forged Bend,Elbow,,,8.625,715,,,,,33.67627533,-118.01340917,55.30
216,1270,19.82,0.38,19.82,3114.07,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.67627536,-118.01340871,55.31
217,1280,41.53,19.82,41.53,3133.89,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.67628408,-118.01334626,56.75
218,1290,0.29,41.53,0.29,3175.42,Girth Weld,,,,,,,,Elbow,,,8.625,715,,,,,33.67630403,-118.01321571,59.44
219,1290,0.29,0.15,0.14,3175.57,Bend,,,,,,08:54,10° 3D Left Forged Bend,Elbow,,,8.625,715,,,,,33.67630415,-118.01321531,59.45
220,1300,37.70,0.29,37.70,3175.71,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.67630428,-118.01321490,59.45
221,1310,40.51,37.70,40.51,3213.41,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.67633984,-118.01310186,60.18
222,1320,0.35,40.51,0.35,3253.92,Girth Weld,,,,,,,,Elbow,,,8.625,715,,,,,33.67637708,-118.01298021,60.76
223,1320,0.35,0.18,0.17,3254.09,Bend,,,,,,09:16,15° 3D Left Forged Bend,Elbow,,,8.625,715,,,,,33.67637736,-118.01297971,60.76
224,1330,1.10,0.35,1.10,3254.27,Girth Weld,,,,,,,,ERW,0.219,X35,8.625,715,,,,,33.67637759,-118.01297928,60.77
225,1340,4.07,1.10,4.07,3255.37,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67637922,-118.01297634,60.81
226,1350,18.46,4.07,18.46,3259.44,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67638521,-118.01296550,60.98
227,1360,21.60,18.46,21.60,3277.89,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67641395,-118.01291434,61.69
228,1360,21.60,3.33,18.27,3281.22,Metal Loss,External,10,0.028,0.5,0.5,01:15,,Lap,0.280,X35,8.625,715,,0.426,1678,2913,33.67641835,-118.01290651,61.80
229,1370,22.43,21.60,22.43,3299.49,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67644482,-118.01285930,62.45
230,1370,22.43,14.28,8.14,3313.77,Metal Loss,External,10,0.028,0.4,0.5,03:40,,Lap,0.280,X35,8.625,715,,0.426,1680,2917,33.67646616,-118.01282123,63.11
231,1380,16.70,22.43,16.70,3321.91,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67647795,-118.01279998,63.40
232,1390,20.71,16.70,20.71,3338.62,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67650342,-118.01275365,64.10
233,1390,20.71,5.54,15.17,3344.15,Deformation,,1.2,0.100,1.7,1.2,11:45,,Lap,0.280,X35,8.625,715,,,,,33.67651077,-118.01274010,64.33
234,1390,20.71,12.66,8.05,3351.27,Deformation,,1.2,0.101,2.3,1.4,03:26,,Lap,0.280,X35,8.625,715,,,,,33.67652061,-118.01272178,64.68
235,1400,18.09,20.71,18.09,3359.32,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67653173,-118.01270109,65.07
236,1400,18.09,12.94,5.15,3372.26,Deformation,,1.1,0.093,2.2,1.8,08:55,,Lap,0.280,X35,8.625,715,,,,,33.67655166,-118.01266428,65.64
237,1410,20.85,18.09,20.85,3377.41,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67655999,-118.01264917,65.73
238,1410,20.85,7.31,13.54,3384.72,Metal Loss,External,13,0.036,0.6,0.7,10:04,,Lap,0.280,X35,8.625,715,,0.427,1675,2909,33.67657004,-118.01263093,65.83
239,1410,20.85,10.38,10.47,3387.79,Metal Loss Group,External,10,0.028,0.8,2.2,07:19,,Lap,0.280,X35,8.625,715,,0.428,1671,2901,33.67657452,-118.01262283,65.88
240,1410,20.85,15.01,5.84,3392.42,Metal Loss,External,10,0.028,0.5,0.8,10:28,,Lap,0.280,X35,8.625,715,,0.426,1678,2913,33.67658137,-118.01261045,65.95
241,1410,20.85,15.62,5.23,3393.03,Metal Loss,External,17,0.048,0.7,0.4,10:50,,Lap,0.280,X35,8.625,715,,0.429,1668,2896,33.67658225,-118.01260886,65.96
242,1410,20.85,15.92,4.93,3393.33,Metal Loss,External,16,0.045,0.5,0.5,04:48,,Lap,0.280,X35,8.625,715,,0.427,1675,2907,33.67658269,-118.01260806,65.97
243,1420,20.59,20.85,20.59,3398.26,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67658999,-118.01259488,66.05
244,1430,19.99,20.59,19.99,3418.85,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67662060,-118.01254005,66.71
245,1430,19.99,3.19,16.80,3422.04,Deformation,,1.3,0.108,3.0,2.1,11:31,,Lap,0.280,X35,8.625,715,,,,,33.67662533,-118.01253161,66.80
246,1440,21.14,19.99,21.14,3438.84,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67665040,-118.01248694,67.28
247,1450,22.28,21.14,22.28,3459.98,Girth Weld,,,,,,,,SMLS,0.250,X35,8.625,715,,,,,33.67668164,-118.01243132,67.99
248,1450,22.28,4.64,17.64,3464.62,Deformation,,1.2,0.103,1.6,1.4,01:08,,SMLS,0.250,X35,8.625,715,,,,,33.67668881,-118.01241855,68.18
249,1460,20.74,22.28,20.74,3482.26,Girth Weld,,,,,,,,SMLS,0.250,X35,8.625,715,,,,,33.67671506,-118.01237126,68.79
250,1470,18.87,20.74,18.87,3503.00,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67674531,-118.01231668,69.42
251,1470,18.87,12.94,5.93,3515.94,Deformation,,1.8,0.154,3.5,2.2,00:22,,Lap,0.280,X35,8.625,715,,,,,33.67676471,-118.01228151,69.74
252,1480,18.80,18.87,18.80,3521.87,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67677343,-118.01226567,69.87
253,1480,18.80,5.29,13.51,3527.15,Deformation,,1.0,0.086,2.2,2.0,00:15,,Lap,0.280,X35,8.625,715,,,,,33.67678118,-118.01225158,69.98
254,1490,18.59,18.80,18.59,3540.66,Girth Weld,,,,,,,,SMLS,0.250,X35,8.625,715,,,,,33.67680171,-118.01221489,70.13
255,1500,20.90,18.59,20.90,3559.25,Girth Weld,,,,,,,,SMLS,0.250,X35,8.625,715,,,,,33.67682922,-118.01216582,70.36
256,1510,19.53,20.90,19.53,3580.15,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67685982,-118.01211104,70.66
257,1520,19.97,19.53,19.97,3599.67,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67688837,-118.01205901,70.98
258,1530,20.88,19.97,20.88,3619.64,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67691795,-118.01200444,71.39
259,1530,20.88,2.09,18.79,3621.73,Metal Loss,External,10,0.028,0.7,1.0,08:30,,Lap,0.280,X35,8.625,715,,0.427,1675,2908,33.67692097,-118.01199893,71.40
260,1530,20.88,2.31,18.57,3621.95,Metal Loss,External,10,0.028,0.4,0.7,07:51,,Lap,0.280,X35,8.625,715,,0.426,1679,2915,33.67692131,-118.01199832,71.41
261,1540,21.22,20.88,21.22,3640.52,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67694894,-118.01194954,71.48
262,1540,21.22,6.87,14.35,3647.39,Metal Loss,External,10,0.028,0.9,0.8,08:44,,Lap,0.280,X35,8.625,715,,0.429,1668,2896,33.67695945,-118.01193119,71.63
263,1540,21.22,12.90,8.32,3653.42,Metal Loss,External,11,0.031,0.7,0.6,08:38,,Lap,0.280,X35,8.625,715,,0.427,1674,2906,33.67696862,-118.01191511,71.79
264,1550,19.90,21.22,19.90,3661.74,Girth Weld,,,,,,,,Lap,0.250,X35,8.625,715,,,,,33.67698105,-118.01189296,71.94
265,1550,19.90,0.37,19.53,3662.11,Deformation,,1.1,0.094,2.9,1.8,07:13,,Lap,0.250,X35,8.625,715,,,,,33.67698158,-118.01189200,71.94
266,1560,20.87,19.90,20.87,3681.64,Girth Weld,,,,,,,,Lap,0.250,X35,8.625,715,,,,,33.67701062,-118.01183928,72.11
267,1560,20.87,14.22,6.65,3695.86,Deformation,,1.0,0.088,1.9,2.3,02:47,,Lap,0.250,X35,8.625,715,,,,,33.67703128,-118.01180157,72.33
268,1560,20.87,17.73,3.14,3699.37,Deformation,,2.4,0.204,3.8,3.7,08:03,,Lap,0.250,X35,8.625,715,,,,,33.67703640,-118.01179222,72.38
269,1560,20.87,18.45,2.42,3700.10,Metal Loss,External,12,0.030,0.4,0.6,00:30,,Lap,0.250,X35,8.625,715,,0.477,1499,2602,33.67703743,-118.01179034,72.40
270,1570,19.93,20.87,19.93,3702.51,Girth Weld,,,,,,,,Lap,0.250,X35,8.625,715,,,,,33.67704105,-118.01178378,72.39
271,1570,19.93,14.63,5.30,3717.14,Deformation,,1.1,0.092,2.1,1.6,08:49,,Lap,0.250,X35,8.625,715,,,,,33.67706279,-118.01174477,72.22
272,1580,18.89,19.93,18.89,3722.44,Girth Weld,,,,,,,,Lap,0.250,X35,8.625,715,,,,,33.67707069,-118.01173064,72.13
273,1590,19.10,18.89,19.10,3741.33,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67709966,-118.01167905,71.69
274,1600,0.59,19.10,0.59,3760.42,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67712725,-118.01163030,71.23
275,1610,20.48,0.59,20.48,3761.01,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67712814,-118.01162874,71.21
276,1610,20.48,16.68,3.80,3777.69,Metal Loss,External,10,0.028,0.4,0.5,10:53,,Lap,0.280,X35,8.625,715,,0.426,1679,2915,33.67715217,-118.01158631,70.96
277,1620,20.02,20.48,20.02,3781.49,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67715751,-118.01157688,70.91
278,1620,20.02,0.11,19.91,3781.60,Deformation,,1.7,0.148,2.3,1.4,03:27,,Lap,0.280,X35,8.625,715,,,,,33.67715770,-118.01157655,70.91
279,1630,19.76,20.02,19.76,3801.51,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67718946,-118.01152045,70.56
280,1630,19.76,1.30,18.46,3802.81,Metal Loss,External,11,0.031,0.4,0.6,10:22,,Lap,0.280,X35,8.625,715,,0.426,1680,2916,33.67719130,-118.01151720,70.53
281,1640,19.89,19.76,19.89,3821.26,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67721758,-118.01147043,69.77
282,1640,19.89,11.11,8.78,3832.37,Deformation,,1.2,0.105,2.5,1.6,01:39,,Lap,0.280,X35,8.625,715,,,,,33.67723513,-118.01143911,69.24
283,1640,19.89,15.32,4.56,3836.59,Deformation,,1.1,0.096,2.3,2.8,06:38,,Lap,0.280,X35,8.625,715,,,,,33.67724135,-118.01142801,69.11
284,1640,19.89,16.28,3.61,3837.54,Deformation,,1.1,0.094,3.2,3.9,04:22,,Lap,0.280,X35,8.625,715,,,,,33.67724273,-118.01142552,69.08
285,1650,19.13,19.89,19.13,3841.15,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67724808,-118.01141597,68.97
286,1660,20.32,19.13,20.32,3860.28,Girth Weld,,,,,,,,Lap,0.375,X35,8.625,715,,,,,33.67727740,-118.01136347,68.43
287,1660,20.32,10.99,9.32,3871.27,Deformation,,1.4,0.123,1.9,1.8,10:54,,Lap,0.375,X35,8.625,715,,,,,33.67729322,-118.01133488,68.24
288,1660,20.32,12.41,7.90,3872.69,Deformation,,1.2,0.102,1.5,1.7,02:50,,Lap,0.375,X35,8.625,715,,,,,33.67729524,-118.01133122,68.21
289,1670,7.87,20.32,7.87,3880.60,Girth Weld,,,,,,,,Lap,0.375,X35,8.625,715,,,,,33.67730675,-118.01131046,68.09
290,1680,16.87,7.87,16.87,3888.47,Girth Weld,,,,,,,,Lap,0.375,X35,8.625,715,,,,,33.67731785,-118.01129053,68.02
291,1690,19.93,16.87,19.93,3905.34,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67734344,-118.01124462,67.88
292,1700,21.88,19.93,21.88,3925.27,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67737217,-118.01119278,67.91
293,1700,21.88,14.99,6.89,3940.26,Metal Loss,External,10,0.028,0.5,0.6,01:48,,Lap,0.280,X35,8.625,715,,0.426,1678,2913,33.67739507,-118.01115147,67.93
294,1700,21.88,16.55,5.33,3941.81,Metal Loss,External,10,0.028,0.6,0.7,04:24,,Lap,0.280,X35,8.625,715,,0.427,1676,2910,33.67739737,-118.01114734,67.92
295,1700,21.88,16.76,5.12,3942.02,Metal Loss,External,10,0.028,0.5,0.6,01:46,,Lap,0.280,X35,8.625,715,,0.426,1679,2914,33.67739770,-118.01114674,67.92
296,1700,21.88,17.06,4.82,3942.32,Metal Loss,External,11,0.031,0.7,0.4,01:42,,Lap,0.280,X35,8.625,715,,0.427,1674,2906,33.67739811,-118.01114600,67.92
297,1700,21.88,17.21,4.67,3942.48,Metal Loss,External,10,0.028,0.6,0.7,04:25,,Lap,0.280,X35,8.625,715,,0.427,1676,2909,33.67739837,-118.01114553,67.92
298,1700,21.88,17.27,4.61,3942.54,Metal Loss,External,10,0.028,0.4,0.5,01:48,,Lap,0.280,X35,8.625,715,,0.426,1679,2915,33.67739844,-118.01114540,67.92
299,1700,21.88,17.41,4.47,3942.67,Metal Loss,External,10,0.028,0.6,0.7,04:27,,Lap,0.280,X35,8.625,715,,0.426,1677,2912,33.67739865,-118.01114504,67.92
300,1700,21.88,17.57,4.31,3942.83,Metal Loss,External,10,0.028,0.5,0.6,00:39,,Lap,0.280,X35,8.625,715,,0.426,1678,2913,33.67739885,-118.01114466,67.92
301,1700,21.88,17.94,3.94,3943.21,Metal Loss Group,External,10,0.028,1.0,2.7,01:32,,Lap,0.280,X35,8.625,715,,0.429,1667,2894,33.67739945,-118.01114359,67.92
302,1700,21.88,18.39,3.49,3943.66,Metal Loss,External,10,0.028,0.8,0.8,00:42,,Lap,0.280,X35,8.625,715,,0.428,1672,2903,33.67740007,-118.01114247,67.91
303,1700,21.88,21.12,0.76,3946.39,Metal Loss,External,10,0.028,0.6,0.6,01:47,,Lap,0.280,X35,8.625,715,,0.427,1676,2909,33.67740411,-118.01113520,67.90
304,1710,19.88,21.88,19.88,3947.15,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67740525,-118.01113315,67.90
305,1720,20.76,19.88,20.76,3967.02,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67743575,-118.01107978,67.48
306,1730,16.89,20.76,16.89,3987.78,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67746629,-118.01102675,67.11
307,1740,21.06,16.89,21.06,4004.66,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67749251,-118.01098133,66.79
308,1740,21.06,19.64,1.41,4024.31,Metal Loss,External,10,0.028,0.4,0.7,01:06,,Lap,0.280,X35,8.625,715,,0.426,1679,2915,33.67752225,-118.01092976,66.40
309,1750,19.86,21.06,19.86,4025.72,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67752423,-118.01092622,66.38
310,1750,19.86,2.23,17.62,4027.95,Metal Loss,External,10,0.028,0.4,0.7,11:20,,Lap,0.280,X35,8.625,715,,0.426,1679,2915,33.67752761,-118.01092019,66.34
311,1760,19.60,19.86,19.60,4045.58,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67755456,-118.01087163,65.95
312,1770,20.85,19.60,20.85,4065.18,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67758265,-118.01082062,65.63
313,1770,20.85,0.23,20.62,4065.41,Metal Loss,External,10,0.028,0.7,0.9,02:01,,Lap,0.280,X35,8.625,715,,0.427,1674,2906,33.67758300,-118.01081999,65.63
314,1770,20.85,0.25,20.59,4065.43,Metal Loss,External,10,0.028,0.6,1.1,00:41,,Lap,0.280,X35,8.625,715,,0.427,1676,2910,33.67758301,-118.01081997,65.63
315,1770,20.85,0.52,20.33,4065.70,Metal Loss,External,10,0.028,0.6,0.7,01:18,,Lap,0.280,X35,8.625,715,,0.426,1677,2912,33.67758342,-118.01081923,65.63
316,1780,21.08,20.85,21.08,4086.03,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67761460,-118.01076423,65.21
317,1790,9.86,21.08,9.86,4107.11,Girth Weld,,,,,,,,SMLS,0.250,X35,8.625,715,,,,,33.67764511,-118.01071098,64.89
318,1800,26.53,9.86,26.53,4116.97,Girth Weld,,,,,,,,SMLS,0.250,X35,8.625,715,,,,,33.67766091,-118.01068350,64.69
319,1810,18.75,26.53,18.75,4143.50,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67770143,-118.01061250,64.05
320,1810,18.75,13.11,5.64,4156.61,Deformation,,1.2,0.105,2.2,2.5,09:49,,Lap,0.280,X35,8.625,715,,,,,33.67772046,-118.01057852,63.79
321,1820,18.41,18.75,18.41,4162.25,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67772883,-118.01056348,63.69
322,1830,14.36,18.41,14.36,4180.65,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67775615,-118.01051438,63.35
323,1830,14.36,3.11,11.26,4183.76,Metal Loss Group,External,12,0.034,1.4,0.7,11:33,,Lap,0.280,X35,8.625,715,,0.434,1647,2859,33.67776074,-118.01050613,63.30
324,1830,14.36,10.60,3.77,4191.25,Metal Loss Group,External,12,0.034,1.3,2.7,07:38,,Lap,0.280,X35,8.625,715,,0.433,1651,2866,33.67777190,-118.01048613,63.13
325,1830,14.36,10.74,3.62,4191.39,Metal Loss,External,16,0.045,0.6,0.9,09:52,,Lap,0.280,X35,8.625,715,,0.428,1671,2900,33.67777211,-118.01048576,63.13
326,1830,14.36,10.75,3.61,4191.40,Metal Loss Group,External,17,0.048,2.1,1.1,11:21,,Lap,0.280,X35,8.625,715,,0.448,1598,2773,33.67777211,-118.01048576,63.13
327,1830,14.36,10.88,3.49,4191.53,Metal Loss,External,14,0.039,0.6,1.0,09:44,,Lap,0.280,X35,8.625,715,,0.428,1672,2903,33.67777231,-118.01048540,63.13
328,1840,21.42,14.36,21.42,4195.02,Girth Weld,,,,,,,,Lap,0.280,X35,8.625,715,,,,,33.67777752,-118.01047608,63.05
329,1840,21.42,17.63,3.79,4212.65,Deformation,,1.4,0.119,2.6,1.7,05:59,,Lap,0.280,X35,8.625,715,,,,,33.67780332,-118.01043030,62.67
330,1850,12.19,21.42,12.19,4216.43,Girth Weld,,,,,,,,SMLS,0.250,X35,8.625,715,,,,,33.67780874,-118.01042079,62.60
331,1860,24.36,12.19,24.36,4228.62,Girth Weld,,,,,,,,SMLS,0.250,X35,8.625,715,,,,,33.67782760,-118.01038773,62.34
332,1870,21.29,24.36,21.29,4252.98,Girth Weld,,,,,,,,Lap,0.250,X35,8.625,715,,,,,33.67786494,-118.01032214,61.76
333,1870,21.29,1.07,20.21,4254.05,Deformation,,1.7,0.147,2.4,2.2,01:31,,Lap,0.250,X35,8.625,715,,,,,33.67786648,-118.01031943,61.73
