Feature Number (sequential order),Pipeline Feature,INT/ EXT (ID/OD),Odometer,Station Number,Distance to U/S weld,Distance to D/S weld,Joint Length,Defect Joint Number,Upstream (U/S) Reference Name,UpStreamDistanceFrom,DownstreamName,DownstreamDistanceTo,Diameter,Nominal Wall Thickness,Measured Wall Thickness,Pipe Grade (SMYS),Long Seam Orientation,Metal Loss Depth,Metal Loss Depth,Deformation Depth,Deformation Depth,Crack Depth,Crack Depth,Length,Width,Orientation,MOP,Modified B31.G PBURST,Modified B31.G PSAFE,Design Pressure (72% SMYS),ERF_MOP_SAFE,RPR_PBURST_100_SMYS,Effective Area P Burst,Effective Area P Safe,Group Number,Group Category,NAD 83 Latitude,NAD 83 Longitude,NAVD 88,Comments,POF Classification,Excavation/ Repair Required,SPLC Notes,Tool Type/ Technology,Length/A (x),Width/A (y)
3662,Repair - Welded Sleeve End,,64308.80,789+83,0.87,40.10,40.10,18140,Block Valve #13 (625+92),16391.96,Block Valve #17.6 (932+02),14163.83,10.75,0.203,,52000, 12:12,,,,,,,,,,1402,,,,,,,,,,35.21867573,-119.07460434,97.792,REPAIR-SHELL END,,,,MFL/CLP,,
3663,Weld,,64348.04,790+23,40.10,40.14,40.14,18150,Block Valve #13 (625+92),16431.19,Block Valve #17.6 (932+02),14124.59,10.75,0.203,,52000, 09:32,,,,,,,,,,1402,,,,,,,,,,35.21856771,-119.07460451,97.667,GIRTH WELD,,,,MFL/CLP,,
3664,Weld,,64388.18,790+63,40.14,36.65,36.65,18160,Block Valve #13 (625+92),16471.34,Block Valve #17.6 (932+02),14084.45,10.75,0.203,,52000, 01:24,,,,,,,,,,1402,,,,,,,,,,35.21845720,-119.07460453,97.909,GIRTH WELD,,,,MFL/CLP,,
3665,Weld,,64424.83,791+00,36.65,40.10,40.10,18170,Block Valve #13 (625+92),16507.98,Block Valve #17.6 (932+02),14047.80,10.75,0.203,,52000, 10:56,,,,,,,,,,1402,,,,,,,,,,35.21835633,-119.07460500,97.700,GIRTH WELD,,,,MFL/CLP,,
3666,Anomaly - Corrosion Cluster,EXT,64464.62,791+40,39.79,0.30,40.10,18170,Block Valve #13 (625+92),16547.78,Block Valve #17.6 (932+02),14008.01,10.75,0.203,,52000, 10:56,22,0.04,,,,,1.6,1.9, 06:13,1402,2218,1597,1414,0.878,1.129,2259.6,1626.9,,,35.21824664,-119.07460628,97.601,EXT ML,General Metal Loss,,,MFL/CLP,,
3667,Anomaly - Corrosion Cluster,EXT,64464.89,791+40,40.06,0.04,40.10,18170,Block Valve #13 (625+92),16548.04,Block Valve #17.6 (932+02),14007.74,10.75,0.203,,52000, 10:56,17,0.03,,,,,2.0,2.6, 05:56,1402,2220,1598,1414,0.877,1.130,2277.3,1639.7,,,35.21824589,-119.07460630,97.598,EXT ML ( GW ) ,General Metal Loss,,,MFL/CLP,,
3668,Weld,,64464.93,791+40,40.10,40.02,40.02,18180,Block Valve #13 (625+92),16548.08,Block Valve #17.6 (932+02),14007.71,10.75,0.203,,52000, 01:04,,,,,,,,,,1402,,,,,,,,,,35.21824580,-119.07460630,97.598,GIRTH WELD,,,,MFL/CLP,,
3669,Anomaly - Corrosion,EXT,64504.32,791+80,39.39,0.62,40.02,18180,Block Valve #13 (625+92),16587.47,Block Valve #17.6 (932+02),13968.31,10.75,0.203,,52000, 01:04,15,0.03,,,,,0.5,0.9, 07:11,1402,2329,1677,1414,0.836,1.186,2326.9,1675.4,,,35.21813721,-119.07460677,97.634,EXT ML,Pitting,,,MFL/CLP,,
3670,Weld,,64504.94,791+80,40.02,39.93,39.93,18190,Block Valve #13 (625+92),16588.09,Block Valve #17.6 (932+02),13967.69,10.75,0.203,,52000, 10:40,,,,,,,,,,1402,,,,,,,,,,35.21813549,-119.07460679,97.635,GIRTH WELD,,,,MFL/CLP,,
3671,Repair - Welded Sleeve Begin,,64543.60,792+19,38.67,39.93,39.93,18190,Block Valve #13 (625+92),16626.76,Block Valve #17.6 (932+02),13929.03,10.75,0.203,,52000, 10:40,,,,,,,,,,1402,,,,,,,,,,35.21802890,-119.07460701,97.643,REPAIR-SHELL START,,,,MFL/CLP,,
3672,Weld,,64544.86,792+20,39.93,40.01,40.01,18200,Block Valve #13 (625+92),16628.02,Block Valve #17.6 (932+02),13927.77,10.75,0.203,,52000, 12:08,,,,,,,,,,1402,,,,,,,,,,35.21802543,-119.07460703,97.641,GIRTH WELD,,,,MFL/CLP,,
3673,Repair - Welded Sleeve End,,64546.19,792+22,1.33,40.01,40.01,18200,Block Valve #13 (625+92),16629.35,Block Valve #17.6 (932+02),13926.44,10.75,0.203,,52000, 12:08,,,,,,,,,,1402,,,,,,,,,,35.21802176,-119.07460706,97.637,REPAIR-SHELL END,,,,MFL/CLP,,
3674,Weld,,64584.88,792+61,40.01,33.02,33.02,18210,Block Valve #13 (625+92),16668.03,Block Valve #17.6 (932+02),13887.76,10.75,0.203,,52000, 08:44,,,,,,,,,,1402,,,,,,,,,,35.21791513,-119.07460771,97.529,GIRTH WELD,,,,MFL/CLP,,
3675,Weld,,64617.90,792+94,33.02,40.03,40.03,18220,Block Valve #13 (625+92),16701.05,Block Valve #17.6 (932+02),13854.73,10.75,0.203,,52000, 12:00,,,,,,,,,,1402,,,,,,,,,,35.21782411,-119.07460784,97.573,GIRTH WELD,,,,MFL/CLP,,
3676,Repair - Welded Sleeve Begin,,64656.85,793+33,38.95,40.03,40.03,18220,Block Valve #13 (625+92),16740.00,Block Valve #17.6 (932+02),13815.78,10.75,0.203,,52000, 12:00,,,,,,,,,,1402,,,,,,,,,,35.21771672,-119.07460796,97.439,REPAIR-SHELL START,,,,MFL/CLP,,
3677,Weld,,64657.93,793+34,40.03,40.06,40.06,18230,Block Valve #13 (625+92),16741.08,Block Valve #17.6 (932+02),13814.71,10.75,0.203,,52000, 09:52,,,,,,,,,,1402,,,,,,,,,,35.21771375,-119.07460795,97.434,GIRTH WELD,,,,MFL/CLP,,
3678,Repair - Welded Sleeve End,,64659.02,793+35,1.09,40.06,40.06,18230,Block Valve #13 (625+92),16742.17,Block Valve #17.6 (932+02),13813.61,10.75,0.203,,52000, 09:52,,,,,,,,,,1402,,,,,,,,,,35.21771074,-119.07460796,97.429,REPAIR-SHELL END,,,,MFL/CLP,,
3679,Anomaly - Corrosion,EXT,64697.68,793+74,39.75,0.31,40.06,18230,Block Valve #13 (625+92),16780.83,Block Valve #17.6 (932+02),13774.95,10.75,0.203,,52000, 09:52,22,0.04,,,,,0.2,0.2, 03:28,1402,2339,1684,1414,0.833,1.191,2337.9,1683.3,,,35.21760417,-119.07460750,97.289,EXT ML,Pinhole,,,MFL/CLP,,
3680,Anomaly - Corrosion,EXT,64697.75,793+74,39.82,0.24,40.06,18230,Block Valve #13 (625+92),16780.90,Block Valve #17.6 (932+02),13774.89,10.75,0.203,,52000, 09:52,21,0.04,,,,,0.6,1.3, 04:48,1402,2315,1667,1414,0.841,1.179,2309.3,1662.7,,,35.21760397,-119.07460750,97.289,EXT ML,Circumferential Grooving,,,MFL/CLP,,
3681,Weld,,64697.99,793+74,40.06,40.06,40.06,18240,Block Valve #13 (625+92),16781.14,Block Valve #17.6 (932+02),13774.65,10.75,0.203,,52000, 12:24,,,,,,,,,,1402,,,,,,,,,,35.21760332,-119.07460749,97.286,GIRTH WELD,,,,MFL/CLP,,
3682,Anomaly - Corrosion,EXT,64698.30,793+74,0.31,39.75,40.06,18240,Block Valve #13 (625+92),16781.45,Block Valve #17.6 (932+02),13774.33,10.75,0.203,,52000, 12:24,21,0.04,,,,,0.5,1.1, 04:19,1402,2326,1675,1414,0.837,1.184,2322.7,1672.4,,,35.21760246,-119.07460749,97.286,EXT ML,Circumferential Grooving,,,MFL/CLP,,
3683,Anomaly - Corrosion Cluster,EXT,64698.33,793+74,0.35,39.72,40.06,18240,Block Valve #13 (625+92),16781.49,Block Valve #17.6 (932+02),13774.30,10.75,0.203,,52000, 12:24,18,0.04,,,,,1.1,1.9, 05:46,1402,2284,1645,1414,0.853,1.163,2276.9,1639.4,,,35.21760236,-119.07460749,97.286,EXT ML,Pitting,,,MFL/CLP,,
3684,Repair - Welded Sleeve Begin,,64737.19,794+13,39.21,40.06,40.06,18240,Block Valve #13 (625+92),16820.34,Block Valve #17.6 (932+02),13735.44,10.75,0.203,,52000, 12:24,,,,,,,,,,1402,,,,,,,,,,35.21749525,-119.07460737,97.034,REPAIR-SHELL START,,,,MFL/CLP,,
3685,Weld,,64738.05,794+14,40.06,39.95,39.95,18250,Block Valve #13 (625+92),16821.20,Block Valve #17.6 (932+02),13734.58,10.75,0.203,,52000, 10:48,,,,,,,,,,1402,,,,,,,,,,35.21749289,-119.07460738,97.032,GIRTH WELD,,,,MFL/CLP,,
3686,Repair - Welded Sleeve End,,64738.94,794+15,0.89,39.95,39.95,18250,Block Valve #13 (625+92),16822.09,Block Valve #17.6 (932+02),13733.69,10.75,0.203,,52000, 10:48,,,,,,,,,,1402,,,,,,,,,,35.21749044,-119.07460738,97.030,REPAIR-SHELL END,,,,MFL/CLP,,
3687,Weld,,64777.99,794+54,39.95,32.64,32.64,18260,Block Valve #13 (625+92),16861.15,Block Valve #17.6 (932+02),13694.64,10.75,0.203,,52000, 12:44,,,,,,,,,,1402,,,,,,,,,,35.21738277,-119.07460845,96.989,GIRTH WELD,,,,MFL/CLP,,
3688,Weld,,64810.63,794+87,32.64,40.09,40.09,18270,Block Valve #13 (625+92),16893.79,Block Valve #17.6 (932+02),13662.00,10.75,0.203,,52000, 10:28,,,,,,,,,,1402,,,,,,,,,,35.21729282,-119.07461021,97.045,GIRTH WELD,,,,MFL/CLP,,
3689,Weld,,64850.73,795+27,40.09,38.98,38.98,18280,Block Valve #13 (625+92),16933.88,Block Valve #17.6 (932+02),13621.91,10.75,0.203,,52000, 12:24,,,,,,,,,,1402,,,,,,,,,,35.21718230,-119.07461132,97.362,GIRTH WELD,,,,MFL/CLP,,
3690,Weld,,64889.71,795+67,38.98,39.85,39.85,18290,Block Valve #13 (625+92),16972.86,Block Valve #17.6 (932+02),13582.92,10.75,0.203,,52000, 10:16,,,,,,,,,,1402,,,,,,,,,,35.21707483,-119.07461039,97.176,GIRTH WELD,,,,MFL/CLP,,
3691,Repair - Welded Sleeve Begin,,64928.51,796+05,38.81,39.85,39.85,18290,Block Valve #13 (625+92),17011.66,Block Valve #17.6 (932+02),13544.12,10.75,0.203,,52000, 10:16,,,,,,,,,,1402,,,,,,,,,,35.21696786,-119.07461044,97.168,REPAIR-SHELL START,,,,MFL/CLP,,
3692,Weld,,64929.56,796+07,39.85,40.14,40.14,18300,Block Valve #13 (625+92),17012.71,Block Valve #17.6 (932+02),13543.07,10.75,0.203,,52000, 12:00,,,,,,,,,,1402,,,,,,,,,,35.21696499,-119.07461045,97.166,GIRTH WELD,,,,MFL/CLP,,
3693,Repair - Welded Sleeve End,,64930.72,796+08,1.16,40.14,40.14,18300,Block Valve #13 (625+92),17013.87,Block Valve #17.6 (932+02),13541.92,10.75,0.203,,52000, 12:00,,,,,,,,,,1402,,,,,,,,,,35.21696179,-119.07461047,97.168,REPAIR-SHELL END,,,,MFL/CLP,,
3694,Anomaly - Corrosion,EXT,64969.63,796+47,40.07,0.07,40.14,18300,Block Valve #13 (625+92),17052.78,Block Valve #17.6 (932+02),13503.01,10.75,0.203,,52000, 12:00,17,0.03,,,,,0.6,1.4, 04:44,1402,2323,1673,1414,0.838,1.183,2319.4,1670.0,,,35.21685452,-119.07461070,97.222,EXT ML,Circumferential Grooving,,,MFL/CLP,,
3695,Weld,,64969.69,796+47,40.14,40.00,40.00,18310,Block Valve #13 (625+92),17052.84,Block Valve #17.6 (932+02),13502.94,10.75,0.203,,52000, 09:20,,,,,,,,,,1402,,,,,,,,,,35.21685435,-119.07461070,97.223,GIRTH WELD,,,,MFL/CLP,,
3696,Anomaly - Corrosion,EXT,64969.90,796+47,0.21,39.79,40.00,18310,Block Valve #13 (625+92),17053.05,Block Valve #17.6 (932+02),13502.73,10.75,0.203,,52000, 09:20,20,0.04,,,,,0.2,0.7, 04:39,1402,2338,1683,1414,0.833,1.190,2337.0,1682.6,,,35.21685379,-119.07461071,97.223,EXT ML,Circumferential Slotting,,,MFL/CLP,,
3697,Weld,,65009.69,796+87,40.00,39.93,39.93,18320,Block Valve #13 (625+92),17092.84,Block Valve #17.6 (932+02),13462.94,10.75,0.203,,52000, 02:12,,,,,,,,,,1402,,,,,,,,,,35.21674409,-119.07461078,97.137,GIRTH WELD,,,,MFL/CLP,,
3698,Weld,,65049.62,797+27,39.93,40.03,40.03,18330,Block Valve #13 (625+92),17132.78,Block Valve #17.6 (932+02),13423.01,10.75,0.203,,52000, 10:12,,,,,,,,,,1402,,,,,,,,,,35.21663399,-119.07461131,97.121,GIRTH WELD,,,,MFL/CLP,,
3699,Weld,,65089.65,797+67,40.03,40.15,40.15,18340,Block Valve #13 (625+92),17172.81,Block Valve #17.6 (932+02),13382.98,10.75,0.203,,52000, 11:52,,,,,,,,,,1402,,,,,,,,,,35.21652365,-119.07461220,97.517,GIRTH WELD,,,,MFL/CLP,,
3700,Weld,,65129.80,798+08,40.15,39.98,39.98,18350,Block Valve #13 (625+92),17212.96,Block Valve #17.6 (932+02),13342.83,10.75,0.203,,52000, 10:44,,,,,,,,,,1402,,,,,,,,,,35.21641296,-119.07461346,97.382,GIRTH WELD,,,,MFL/CLP,,
3701,Anomaly - Corrosion Cluster,EXT,65169.51,798+47,39.71,0.27,39.98,18350,Block Valve #13 (625+92),17252.67,Block Valve #17.6 (932+02),13303.12,10.75,0.203,,52000, 10:44,16,0.03,,,,,1.1,2.9, 05:17,1402,2294,1652,1414,0.849,1.168,2296.6,1653.6,,,35.21630351,-119.07461391,97.266,EXT ML,Circumferential Grooving,,,MFL/CLP,,
3702,Anomaly - Corrosion,EXT,65169.77,798+48,39.97,0.01,39.98,18350,Block Valve #13 (625+92),17252.93,Block Valve #17.6 (932+02),13302.86,10.75,0.203,,52000, 10:44,17,0.03,,,,,0.3,0.4, 04:35,1402,2337,1683,1414,0.833,1.190,2336.4,1682.2,,,35.21630280,-119.07461391,97.263,EXT ML ( GW ) ,Pinhole,,,MFL/CLP,,
3703,Weld,,65169.79,798+48,39.98,40.07,40.07,18360,Block Valve #13 (625+92),17252.94,Block Valve #17.6 (932+02),13302.84,10.75,0.203,,52000, 12:20,,,,,,,,,,1402,,,,,,,,,,35.21630277,-119.07461391,97.263,GIRTH WELD,,,,MFL/CLP,,
3704,Anomaly - Corrosion,EXT,65169.97,798+48,0.19,39.88,40.07,18360,Block Valve #13 (625+92),17253.13,Block Valve #17.6 (932+02),13302.66,10.75,0.203,,52000, 12:20,19,0.04,,,,,0.6,1.4, 05:23,1402,2318,1669,1414,0.840,1.180,2313.1,1665.4,,,35.21630224,-119.07461391,97.263,EXT ML,Circumferential Grooving,,,MFL/CLP,,
3705,Weld,,65209.85,798+88,40.07,36.73,36.73,18370,Block Valve #13 (625+92),17293.01,Block Valve #17.6 (932+02),13262.78,10.75,0.203,,52000, 10:48,,,,,,,,,,1402,,,,,,,,,,35.21619232,-119.07461412,97.491,GIRTH WELD,,,,MFL/CLP,,
3706,Weld,,65246.58,799+25,36.73,39.96,39.96,18380,Block Valve #13 (625+92),17329.73,Block Valve #17.6 (932+02),13226.05,10.75,0.203,,52000, 12:52,,,,,,,,,,1402,,,,,,,,,,35.21609107,-119.07461430,97.513,GIRTH WELD,,,,MFL/CLP,,
3707,Weld,,65286.54,799+65,39.96,38.26,38.26,18390,Block Valve #13 (625+92),17369.69,Block Valve #17.6 (932+02),13186.10,10.75,0.203,,52000, 10:04,,,,,,,,,,1402,,,,,,,,,,35.21598093,-119.07461538,97.167,GIRTH WELD,,,,MFL/CLP,,
3708,Weld,,65324.79,800+03,38.26,37.04,37.04,18400,Block Valve #13 (625+92),17407.95,Block Valve #17.6 (932+02),13147.84,10.75,0.203,,52000, 10:56,,,,,,,,,,1402,,,,,,,,,,35.21587546,-119.07461627,97.112,GIRTH WELD,,,,MFL/CLP,,
3709,Weld,,65361.83,800+40,37.04,40.11,40.11,18410,Block Valve #13 (625+92),17444.99,Block Valve #17.6 (932+02),13110.80,10.75,0.203,,52000, 12:32,,,,,,,,,,1402,,,,,,,,,,35.21577336,-119.07461709,97.111,GIRTH WELD,,,,MFL/CLP,,
3710,Weld,,65401.94,800+81,40.11,40.03,40.03,18420,Block Valve #13 (625+92),17485.09,Block Valve #17.6 (932+02),13070.69,10.75,0.203,,52000, 09:28,,,,,,,,,,1402,,,,,,,,,,35.21566282,-119.07461721,96.953,GIRTH WELD,,,,MFL/CLP,,
3711,Weld,,65441.97,801+21,40.03,40.05,40.05,18430,Block Valve #13 (625+92),17525.12,Block Valve #17.6 (932+02),13030.66,10.75,0.203,,52000, 12:48,,,,,,,,,,1402,,,,,,,,,,35.21555246,-119.07461770,96.772,GIRTH WELD,,,,MFL/CLP,,
3712,Weld,,65482.02,801+61,40.05,40.01,40.01,18440,Block Valve #13 (625+92),17565.17,Block Valve #17.6 (932+02),12990.61,10.75,0.203,,52000, 09:40,,,,,,,,,,1402,,,,,,,,,,35.21544204,-119.07461796,96.696,GIRTH WELD,,,,MFL/CLP,,
3713,Anomaly - Corrosion,EXT,65482.23,801+61,0.21,39.80,40.01,18440,Block Valve #13 (625+92),17565.39,Block Valve #17.6 (932+02),12990.40,10.75,0.203,,52000, 09:40,15,0.03,,,,,1.0,0.3, 06:15,1402,2303,1658,1414,0.846,1.173,2294.9,1652.3,,,35.21544145,-119.07461796,96.696,EXT ML,Axial Slotting,,,MFL/CLP,,
3714,Weld,,65522.04,802+01,40.01,39.92,39.92,18450,Block Valve #13 (625+92),17605.19,Block Valve #17.6 (932+02),12950.59,10.75,0.203,,52000, 03:56,,,,,,,,,,1402,,,,,,,,,,35.21533175,-119.07461740,96.901,GIRTH WELD,,,,MFL/CLP,,
3715,Weld,,65561.96,802+41,39.92,40.06,40.06,18460,Block Valve #13 (625+92),17645.11,Block Valve #17.6 (932+02),12910.68,10.75,0.203,,52000, 11:52,,,,,,,,,,1402,,,,,,,,,,35.21522168,-119.07461743,96.940,GIRTH WELD,,,,MFL/CLP,,
3716,Weld,,65602.01,802+82,40.06,40.14,40.14,18470,Block Valve #13 (625+92),17685.16,Block Valve #17.6 (932+02),12870.62,10.75,0.203,,52000, 01:20,,,,,,,,,,1402,,,,,,,,,,35.21511128,-119.07461782,97.036,GIRTH WELD,,,,MFL/CLP,,
3717,Weld,,65642.15,803+22,40.14,40.06,40.06,18480,Block Valve #13 (625+92),17725.30,Block Valve #17.6 (932+02),12830.48,10.75,0.203,,52000, 11:04,,,,,,,,,,1402,,,,,,,,,,35.21500064,-119.07461848,97.063,GIRTH WELD,,,,MFL/CLP,,
3718,Weld,,65682.21,803+62,40.06,40.05,40.05,18490,Block Valve #13 (625+92),17765.36,Block Valve #17.6 (932+02),12790.43,10.75,0.203,,52000, 10:16,,,,,,,,,,1402,,,,,,,,,,35.21489021,-119.07461862,96.905,GIRTH WELD,,,,MFL/CLP,,
3719,Weld,,65722.26,804+02,40.05,35.91,35.91,18500,Block Valve #13 (625+92),17805.41,Block Valve #17.6 (932+02),12750.37,10.75,0.203,,52000, 02:08,,,,,,,,,,1402,,,,,,,,,,35.21477980,-119.07461882,96.951,GIRTH WELD,,,,MFL/CLP,,
3720,Weld,,65758.16,804+38,35.91,39.96,39.96,18510,Block Valve #13 (625+92),17841.32,Block Valve #17.6 (932+02),12714.47,10.75,0.203,,52000, 08:44,,,,,,,,,,1402,,,,,,,,,,35.21468082,-119.07461938,96.972,GIRTH WELD,,,,MFL/CLP,,
3721,Weld,,65798.13,804+78,39.96,14.54,14.54,18520,Block Valve #13 (625+92),17881.28,Block Valve #17.6 (932+02),12674.51,10.75,0.203,,52000, 01:00,,,,,,,,,,1402,,,,,,,,,,35.21457066,-119.07461987,96.982,GIRTH WELD,,,,MFL/CLP,,
3722,Repair - Welded Sleeve Begin,,65811.08,804+91,12.95,14.54,14.54,18520,Block Valve #13 (625+92),17894.23,Block Valve #17.6 (932+02),12661.56,10.75,0.203,,52000, 01:00,,,,,,,,,,1402,,,,,,,,,,35.21453495,-119.07461974,97.004,REPAIR-SHELL START,,,,MFL/CLP,,
3723,Weld,,65812.67,804+93,14.54,39.59,39.59,18530,Block Valve #13 (625+92),17895.82,Block Valve #17.6 (932+02),12659.96,10.75,0.203,,52000, 10:48,,,,,,,,,,1402,,,,,,,,,,35.21453057,-119.07461970,97.016,GIRTH WELD,,,,MFL/CLP,,
3724,Repair - Welded Sleeve End,,65814.18,804+95,1.52,39.59,39.59,18530,Block Valve #13 (625+92),17897.34,Block Valve #17.6 (932+02),12658.45,10.75,0.203,,52000, 10:48,,,,,,,,,,1402,,,,,,,,,,35.21452639,-119.07461965,97.011,REPAIR-SHELL END,,,,MFL/CLP,,
3725,Weld,,65852.25,805+33,39.59,39.28,39.28,18540,Block Valve #13 (625+92),17935.40,Block Valve #17.6 (932+02),12620.38,10.75,0.203,,52000, 01:40,,,,,,,,,,1402,,,,,,,,,,35.21442145,-119.07461832,96.880,GIRTH WELD,,,,MFL/CLP,,
3726,Weld,,65891.53,805+72,39.28,36.67,36.67,18550,Block Valve #13 (625+92),17974.68,Block Valve #17.6 (932+02),12581.10,10.75,0.203,,52000,,,,,,,,,,,1402,,,,,,,,,,35.21431319,-119.07461716,96.938,GIRTH WELD,,,,MFL/CLP,,
3727,Weld,,65928.20,806+09,36.67,40.03,40.03,18560,Block Valve #13 (625+92),18011.35,Block Valve #17.6 (932+02),12544.44,10.75,0.203,,52000, 12:52,,,,,,,,,,1402,,,,,,,,,,35.21421210,-119.07461692,96.700,GIRTH WELD,,,,MFL/CLP,,
3728,Weld,,65968.23,806+49,40.03,40.09,40.09,18570,Block Valve #13 (625+92),18051.38,Block Valve #17.6 (932+02),12504.40,10.75,0.203,,52000, 09:56,,,,,,,,,,1402,,,,,,,,,,35.21410175,-119.07461761,96.657,GIRTH WELD,,,,MFL/CLP,,
3729,Weld,,66008.32,806+89,40.09,39.93,39.93,18580,Block Valve #13 (625+92),18091.48,Block Valve #17.6 (932+02),12464.31,10.75,0.203,,52000, 01:36,,,,,,,,,,1402,,,,,,,,,,35.21399123,-119.07461796,96.529,GIRTH WELD,,,,MFL/CLP,,
3730,Weld,,66048.26,807+30,39.93,39.93,39.93,18590,Block Valve #13 (625+92),18131.41,Block Valve #17.6 (932+02),12424.38,10.75,0.203,,52000, 10:56,,,,,,,,,,1402,,,,,,,,,,35.21388114,-119.07461781,96.476,GIRTH WELD,,,,MFL/CLP,,
3731,Weld,,66088.19,807+70,39.93,40.11,40.11,18600,Block Valve #13 (625+92),18171.34,Block Valve #17.6 (932+02),12384.44,10.75,0.203,,52000, 12:12,,,,,,,,,,1402,,,,,,,,,,35.21377106,-119.07461796,96.598,GIRTH WELD,,,,MFL/CLP,,
3732,Weld,,66128.29,808+10,40.11,37.31,37.31,18610,Block Valve #13 (625+92),18211.45,Block Valve #17.6 (932+02),12344.34,10.75,0.203,,52000, 10:16,,,,,,,,,,1402,,,,,,,,,,35.21366049,-119.07461879,96.490,GIRTH WELD,,,,MFL/CLP,,
3733,Weld,,66165.60,808+47,37.31,39.98,39.98,18620,Block Valve #13 (625+92),18248.76,Block Valve #17.6 (932+02),12307.03,10.75,0.203,,52000, 12:32,,,,,,,,,,1402,,,,,,,,,,35.21355765,-119.07461985,96.582,GIRTH WELD,,,,MFL/CLP,,
3734,Weld,,66205.58,808+87,39.98,36.37,36.37,18630,Block Valve #13 (625+92),18288.73,Block Valve #17.6 (932+02),12267.05,10.75,0.203,,52000, 10:44,,,,,,,,,,1402,,,,,,,,,,35.21344746,-119.07461992,96.601,GIRTH WELD,,,,MFL/CLP,,
3735,Weld,,66241.95,809+24,36.37,39.99,39.99,18640,Block Valve #13 (625+92),18325.10,Block Valve #17.6 (932+02),12230.68,10.75,0.203,,52000, 12:12,,,,,,,,,,1402,,,,,,,,,,35.21334719,-119.07461989,96.478,GIRTH WELD,,,,MFL/CLP,,
3736,Weld,,66281.94,809+64,39.99,31.12,31.12,18650,Block Valve #13 (625+92),18365.09,Block Valve #17.6 (932+02),12190.69,10.75,0.203,,52000, 10:24,,,,,,,,,,1402,,,,,,,,,,35.21323696,-119.07462030,96.442,GIRTH WELD,,,,MFL/CLP,,
3737,Anomaly - Corrosion,EXT,66312.87,809+95,30.94,0.18,31.12,18650,Block Valve #13 (625+92),18396.03,Block Valve #17.6 (932+02),12159.76,10.75,0.203,,52000, 10:24,15,0.03,,,,,0.3,0.2, 05:50,1402,2337,1683,1414,0.833,1.190,2335.8,1681.8,,,35.21315167,-119.07462065,96.356,EXT ML,Pinhole,,,MFL/CLP,,
3738,Weld,,66313.05,809+95,31.12,39.93,39.93,18660,Block Valve #13 (625+92),18396.21,Block Valve #17.6 (932+02),12159.58,10.75,0.203,,52000, 12:00,,,,,,,,,,1402,,,,,,,,,,35.21315117,-119.07462064,96.357,GIRTH WELD,,,,MFL/CLP,,
3739,Weld,,66352.99,810+35,39.93,40.15,40.15,18670,Block Valve #13 (625+92),18436.14,Block Valve #17.6 (932+02),12119.64,10.75,0.203,,52000, 10:04,,,,,,,,,,1402,,,,,,,,,,35.21304109,-119.07462065,96.251,GIRTH WELD,,,,MFL/CLP,,
3740,Weld,,66393.14,810+76,40.15,40.07,40.07,18680,Block Valve #13 (625+92),18476.29,Block Valve #17.6 (932+02),12079.49,10.75,0.203,,52000, 12:40,,,,,,,,,,1402,,,,,,,,,,35.21293041,-119.07462059,96.737,GIRTH WELD,,,,MFL/CLP,,
3741,Weld,,66433.21,811+16,40.07,40.06,40.06,18690,Block Valve #13 (625+92),18516.36,Block Valve #17.6 (932+02),12039.43,10.75,0.203,,52000, 10:20,,,,,,,,,,1402,,,,,,,,,,35.21281997,-119.07462174,96.780,GIRTH WELD,,,,MFL/CLP,,
3742,Weld,,66473.26,811+56,40.06,40.08,40.08,18700,Block Valve #13 (625+92),18556.42,Block Valve #17.6 (932+02),11999.37,10.75,0.203,,52000, 11:56,,,,,,,,,,1402,,,,,,,,,,35.21270954,-119.07462220,96.681,GIRTH WELD,,,,MFL/CLP,,
3743,Weld,,66513.34,811+96,40.08,39.95,39.95,18710,Block Valve #13 (625+92),18596.50,Block Valve #17.6 (932+02),11959.29,10.75,0.203,,52000, 10:20,,,,,,,,,,1402,,,,,,,,,,35.21259907,-119.07462308,96.183,GIRTH WELD,,,,MFL/CLP,,
3744,Weld,,66553.30,812+37,39.95,39.95,39.95,18720,Block Valve #13 (625+92),18636.45,Block Valve #17.6 (932+02),11919.33,10.75,0.203,,52000, 12:20,,,,,,,,,,1402,,,,,,,,,,35.21248894,-119.07462360,96.035,GIRTH WELD,,,,MFL/CLP,,
3745,Weld,,66593.25,812+77,39.95,40.10,40.10,18730,Block Valve #13 (625+92),18676.40,Block Valve #17.6 (932+02),11879.38,10.75,0.203,,52000, 10:28,,,,,,,,,,1402,,,,,,,,,,35.21237881,-119.07462390,96.028,GIRTH WELD,,,,MFL/CLP,,
3746,Weld,,66633.34,813+17,40.10,40.13,40.13,18740,Block Valve #13 (625+92),18716.50,Block Valve #17.6 (932+02),11839.29,10.75,0.203,,52000, 10:28,,,,,,,,,,1402,,,,,,,,,,35.21226829,-119.07462399,95.883,GIRTH WELD,,,,MFL/CLP,,
3747,Weld,,66673.47,813+57,40.13,40.05,40.05,18750,Block Valve #13 (625+92),18756.62,Block Valve #17.6 (932+02),11799.16,10.75,0.203,,52000, 02:04,,,,,,,,,,1402,,,,,,,,,,35.21215767,-119.07462414,95.933,GIRTH WELD,,,,MFL/CLP,,
