Feature Number (sequential order),Pipeline Feature,INT/ EXT (ID/OD),Odometer,Station Number,Distance to U/S weld,Distance to D/S weld,Joint Length,Defect Joint Number,Upstream (U/S) Reference Name,UpStreamDistanceFrom,DownstreamName,DownstreamDistanceTo,Diameter,Nominal Wall Thickness,Measured Wall Thickness,Pipe Grade (SMYS),Long Seam Orientation,Metal Loss Depth,Metal Loss Depth,Deformation Depth,Deformation Depth,Crack Depth,Crack Depth,Length,Width,Orientation,MOP,Modified B31.G PBURST,Modified B31.G PSAFE,Design Pressure (72% SMYS),ERF_MOP_SAFE,RPR_PBURST_100_SMYS,Effective Area P Burst,Effective Area P Safe,Group Number,Group Category,NAD 83 Latitude,NAD 83 Longitude,NAVD 88,Comments,POF Classification,Excavation/ Repair Required,SPLC Notes,Tool Type/ Technology,Length/A (x),Width/A (y)
3580,Weld,,62937.78,776+07,40.09,39.91,39.91,17790,Block Valve #13 (625+92),15020.93,Block Valve #17.6 (932+02),15534.86,10.75,0.203,,52000, 10:40,,,,,,,,,,1402,,,,,,,,,,35.22244982,-119.07458725,97.535,GIRTH WELD,,,,MFL/CLP,,
3581,Anomaly - Corrosion,EXT,62944.80,776+14,7.03,32.88,39.91,17790,Block Valve #13 (625+92),15027.96,Block Valve #17.6 (932+02),15527.83,10.75,0.203,,52000, 10:40,19,0.04,,,,,0.6,0.3, 04:10,1402,2323,1673,1414,0.838,1.183,2319.3,1669.9,,,35.22243047,-119.07458700,97.493,EXT ML,Axial Slotting,,,MFL/CLP,,
3582,Weld,,62977.68,776+47,39.91,37.85,37.85,17800,Block Valve #13 (625+92),15060.84,Block Valve #17.6 (932+02),15494.95,10.75,0.203,,52000, 12:20,,,,,,,,,,1402,,,,,,,,,,35.22233997,-119.07458618,97.035,GIRTH WELD,,,,MFL/CLP,,
3583,Weld,,63015.53,776+85,37.85,39.97,39.97,17810,Block Valve #13 (625+92),15098.68,Block Valve #17.6 (932+02),15457.10,10.75,0.203,,52000, 10:36,,,,,,,,,,1402,,,,,,,,,,35.22223578,-119.07458692,97.678,GIRTH WELD,,,,MFL/CLP,,
3584,Weld,,63055.50,777+25,39.97,40.05,40.05,17820,Block Valve #13 (625+92),15138.66,Block Valve #17.6 (932+02),15417.13,10.75,0.203,,52000, 12:20,,,,,,,,,,1402,,,,,,,,,,35.22212577,-119.07458776,98.079,GIRTH WELD,,,,MFL/CLP,,
3585,Weld,,63095.55,777+65,40.05,40.16,40.16,17830,Block Valve #13 (625+92),15178.71,Block Valve #17.6 (932+02),15377.08,10.75,0.203,,52000, 10:56,,,,,,,,,,1402,,,,,,,,,,35.22201554,-119.07458767,97.393,GIRTH WELD,,,,MFL/CLP,,
3586,Anomaly - Corrosion,EXT,63135.61,778+06,40.06,0.11,40.16,17830,Block Valve #13 (625+92),15218.76,Block Valve #17.6 (932+02),15337.02,10.75,0.203,,52000, 10:56,19,0.04,,,,,0.3,0.3, 04:01,1402,2337,1682,1414,0.833,1.190,2335.7,1681.7,,,35.22190528,-119.07458783,97.790,EXT ML,Pinhole,,,MFL/CLP,,
3587,Weld,,63135.71,778+06,40.16,40.03,40.03,17840,Block Valve #13 (625+92),15218.87,Block Valve #17.6 (932+02),15336.92,10.75,0.203,,52000, 12:16,,,,,,,,,,1402,,,,,,,,,,35.22190499,-119.07458783,97.790,GIRTH WELD,,,,MFL/CLP,,
3588,Anomaly - Corrosion,EXT,63164.88,778+35,29.17,10.86,40.03,17840,Block Valve #13 (625+92),15248.04,Block Valve #17.6 (932+02),15307.75,10.75,0.203,,52000, 12:16,16,0.03,,,,,0.2,0.2, 06:44,1402,2340,1684,1414,0.832,1.191,2339.1,1684.2,,,35.22182468,-119.07458750,98.202,EXT ML,Pinhole,,,MFL/CLP,,
3589,Weld,,63175.74,778+46,40.03,40.13,40.13,17850,Block Valve #13 (625+92),15258.89,Block Valve #17.6 (932+02),15296.89,10.75,0.203,,52000, 09:56,,,,,,,,,,1402,,,,,,,,,,35.22179483,-119.07458731,98.437,GIRTH WELD,,,,MFL/CLP,,
3590,Weld,,63215.87,778+86,40.13,39.74,39.74,17860,Block Valve #13 (625+92),15299.02,Block Valve #17.6 (932+02),15256.77,10.75,0.203,,52000, 12:44,,,,,,,,,,1402,,,,,,,,,,35.22168436,-119.07458690,99.192,GIRTH WELD,,,,MFL/CLP,,
3591,Weld,,63255.60,779+26,39.74,39.94,39.94,17870,Block Valve #13 (625+92),15338.76,Block Valve #17.6 (932+02),15217.03,10.75,0.203,,52000, 10:16,,,,,,,,,,1402,,,,,,,,,,35.22157500,-119.07458686,98.498,GIRTH WELD,,,,MFL/CLP,,
3592,Anomaly - Corrosion,EXT,63288.28,779+59,32.68,7.26,39.94,17870,Block Valve #13 (625+92),15371.43,Block Valve #17.6 (932+02),15184.35,10.75,0.203,,52000, 10:16,15,0.03,,,,,0.9,0.9, 06:23,1402,2310,1663,1414,0.843,1.176,2303.8,1658.8,,,35.22148506,-119.07458765,97.950,EXT ML,Pitting,,,MFL/CLP,,
3593,Weld,,63295.54,779+66,39.94,40.05,40.05,17880,Block Valve #13 (625+92),15378.69,Block Valve #17.6 (932+02),15177.09,10.75,0.203,,52000, 01:16,,,,,,,,,,1402,,,,,,,,,,35.22146507,-119.07458797,97.912,GIRTH WELD,,,,MFL/CLP,,
3594,Anomaly - Corrosion,EXT,63335.18,780+06,39.63,0.42,40.05,17880,Block Valve #13 (625+92),15418.33,Block Valve #17.6 (932+02),15137.45,10.75,0.203,,52000, 01:16,18,0.04,,,,,0.2,0.2, 06:12,1402,2339,1684,1414,0.833,1.191,2338.7,1683.9,,,35.22135597,-119.07458967,97.919,EXT ML,Pinhole,,,MFL/CLP,,
3595,Weld,,63335.59,780+06,40.05,40.12,40.12,17890,Block Valve #13 (625+92),15418.75,Block Valve #17.6 (932+02),15137.04,10.75,0.203,,52000, 09:04,,,,,,,,,,1402,,,,,,,,,,35.22135482,-119.07458968,97.920,GIRTH WELD,,,,MFL/CLP,,
3596,Anomaly - Corrosion,EXT,63351.55,780+22,15.96,24.16,40.12,17890,Block Valve #13 (625+92),15434.71,Block Valve #17.6 (932+02),15121.08,10.75,0.203,,52000, 09:04,27,0.06,,,,,0.3,0.4, 07:32,1402,2334,1681,1414,0.834,1.188,2332.3,1679.2,,,35.22131091,-119.07459014,97.978,EXT ML,Circumferential Slotting,,,MFL/CLP,,
3597,Anomaly - Corrosion,EXT,63352.99,780+24,17.39,22.73,40.12,17890,Block Valve #13 (625+92),15436.14,Block Valve #17.6 (932+02),15119.65,10.75,0.203,,52000, 09:04,16,0.03,,,,,0.3,0.2, 07:18,1402,2338,1683,1414,0.833,1.190,2336.8,1682.5,,,35.22130695,-119.07459016,97.980,EXT ML,Pinhole,,,MFL/CLP,,
3598,Weld,,63375.71,780+47,40.12,40.01,40.01,17900,Block Valve #13 (625+92),15458.87,Block Valve #17.6 (932+02),15096.92,10.75,0.203,,52000, 12:48,,,,,,,,,,1402,,,,,,,,,,35.22124439,-119.07459015,97.898,GIRTH WELD,,,,MFL/CLP,,
3599,Anomaly - Corrosion,EXT,63376.01,780+47,0.30,39.71,40.01,17900,Block Valve #13 (625+92),15459.16,Block Valve #17.6 (932+02),15096.62,10.75,0.203,,52000, 12:48,17,0.03,,,,,0.3,0.2, 05:26,1402,2336,1682,1414,0.834,1.190,2334.9,1681.1,,,35.22124357,-119.07459015,97.898,EXT ML,Pinhole,,,MFL/CLP,,
3600,Anomaly - Corrosion,EXT,63415.24,780+86,39.53,0.48,40.01,17900,Block Valve #13 (625+92),15498.39,Block Valve #17.6 (932+02),15057.39,10.75,0.203,,52000, 12:48,17,0.03,,,,,0.3,0.9, 06:29,1402,2336,1682,1414,0.834,1.190,2334.9,1681.1,,,35.22113557,-119.07458997,97.783,EXT ML,Circumferential Slotting,,,MFL/CLP,,
3601,Anomaly - Corrosion,EXT,63415.25,780+86,39.53,0.48,40.01,17900,Block Valve #13 (625+92),15498.40,Block Valve #17.6 (932+02),15057.39,10.75,0.203,,52000, 12:48,19,0.04,,,,,0.5,1.3, 05:13,1402,2328,1676,1414,0.837,1.185,2324.9,1673.9,,,35.22113555,-119.07458997,97.783,EXT ML,Circumferential Grooving,,,MFL/CLP,,
3602,Anomaly - Corrosion,EXT,63415.43,780+87,39.72,0.29,40.01,17900,Block Valve #13 (625+92),15498.59,Block Valve #17.6 (932+02),15057.20,10.75,0.203,,52000, 12:48,29,0.06,,,,,0.8,2.0, 05:08,1402,2278,1640,1414,0.855,1.160,2262.4,1628.9,,,35.22113504,-119.07458997,97.783,*EXT ML,Circumferential Grooving,,,MFL/CLP,,
3603,Weld,,63415.72,780+87,40.01,40.08,40.08,17910,Block Valve #13 (625+92),15498.88,Block Valve #17.6 (932+02),15056.91,10.75,0.203,,52000, 10:28,,,,,,,,,,1402,,,,,,,,,,35.22113423,-119.07458998,97.783,GIRTH WELD,,,,MFL/CLP,,
3604,Anomaly - Corrosion,EXT,63415.92,780+87,0.20,39.88,40.08,17910,Block Valve #13 (625+92),15499.08,Block Valve #17.6 (932+02),15056.71,10.75,0.203,,52000, 10:28,17,0.03,,,,,0.6,1.8, 05:15,1402,2323,1673,1414,0.838,1.183,2319.4,1670.0,,,35.22113369,-119.07458998,97.784,EXT ML,Circumferential Grooving,,,MFL/CLP,,
3605,Anomaly - Corrosion,EXT,63416.05,780+87,0.33,39.75,40.08,17910,Block Valve #13 (625+92),15499.21,Block Valve #17.6 (932+02),15056.58,10.75,0.203,,52000, 10:28,29,0.06,,,,,0.7,1.0, 06:41,1402,2288,1647,1414,0.851,1.165,2274.9,1637.9,,,35.22113332,-119.07458998,97.784,EXT ML,Pitting,,,MFL/CLP,,
3606,Anomaly - Corrosion,EXT,63416.07,780+87,0.34,39.73,40.08,17910,Block Valve #13 (625+92),15499.22,Block Valve #17.6 (932+02),15056.56,10.75,0.203,,52000, 10:28,16,0.03,,,,,1.0,1.1, 05:51,1402,2300,1656,1414,0.847,1.171,2291.2,1649.7,,,35.22113328,-119.07458998,97.784,EXT ML,Pitting,,,MFL/CLP,,
3607,Weld,,63455.80,781+27,40.08,35.01,35.01,17920,Block Valve #13 (625+92),15538.95,Block Valve #17.6 (932+02),15016.83,10.75,0.203,,52000, 01:00,,,,,,,,,,1402,,,,,,,,,,35.22102390,-119.07459035,97.633,GIRTH WELD,,,,MFL/CLP,,
3608,Weld,,63490.81,781+62,35.01,33.44,33.44,17930,Block Valve #13 (625+92),15573.96,Block Valve #17.6 (932+02),14981.82,10.75,0.203,,52000, 09:48,,,,,,,,,,1402,,,,,,,,,,35.22092753,-119.07459112,97.600,GIRTH WELD,,,,MFL/CLP,,
3609,Weld,,63524.25,781+96,33.44,39.93,39.93,17940,Block Valve #13 (625+92),15607.40,Block Valve #17.6 (932+02),14948.38,10.75,0.203,,52000, 12:04,,,,,,,,,,1402,,,,,,,,,,35.22083549,-119.07459163,97.636,GIRTH WELD,,,,MFL/CLP,,
3610,Weld,,63564.18,782+36,39.93,40.14,40.14,17950,Block Valve #13 (625+92),15647.33,Block Valve #17.6 (932+02),14908.46,10.75,0.203,,52000, 12:40,,,,,,,,,,1402,,,,,,,,,,35.22072556,-119.07459289,97.696,GIRTH WELD,,,,MFL/CLP,,
3611,Weld,,63604.31,782+76,40.14,38.07,38.07,17960,Block Valve #13 (625+92),15687.47,Block Valve #17.6 (932+02),14868.32,10.75,0.203,,52000, 10:24,,,,,,,,,,1402,,,,,,,,,,35.22061508,-119.07459359,97.859,GIRTH WELD,,,,MFL/CLP,,
3612,Weld,,63642.38,783+14,38.07,40.04,40.04,17970,Block Valve #13 (625+92),15725.53,Block Valve #17.6 (932+02),14830.25,10.75,0.203,,52000, 01:04,,,,,,,,,,1402,,,,,,,,,,35.22051028,-119.07459394,97.775,GIRTH WELD,,,,MFL/CLP,,
3613,Anomaly - Corrosion Cluster,EXT,63682.10,783+54,39.72,0.32,40.04,17970,Block Valve #13 (625+92),15765.25,Block Valve #17.6 (932+02),14790.54,10.75,0.203,,52000, 01:04,20,0.04,,,,,1.9,2.0, 06:06,1402,2211,1592,1414,0.881,1.126,2219.6,1598.1,,,35.22040095,-119.07459452,97.627,EXT ML,General Metal Loss,,,MFL/CLP,,
3614,Weld,,63682.42,783+55,40.04,40.06,40.06,17980,Block Valve #13 (625+92),15765.57,Block Valve #17.6 (932+02),14790.22,10.75,0.203,,52000, 10:24,,,,,,,,,,1402,,,,,,,,,,35.22040007,-119.07459453,97.624,GIRTH WELD,,,,MFL/CLP,,
3615,Anomaly - Corrosion,EXT,63682.60,783+55,0.18,39.88,40.06,17980,Block Valve #13 (625+92),15765.75,Block Valve #17.6 (932+02),14790.04,10.75,0.203,,52000, 10:24,16,0.03,,,,,0.5,0.6, 05:15,1402,2329,1677,1414,0.836,1.186,2325.8,1674.6,,,35.22039957,-119.07459453,97.624,EXT ML,Pitting,,,MFL/CLP,,
3616,Weld,,63722.47,783+95,40.06,36.67,36.67,17990,Block Valve #13 (625+92),15805.63,Block Valve #17.6 (932+02),14750.16,10.75,0.203,,52000, 01:48,,,,,,,,,,1402,,,,,,,,,,35.22028979,-119.07459514,97.562,GIRTH WELD,,,,MFL/CLP,,
3617,Repair - Welded Sleeve Begin,,63758.37,784+31,35.89,36.67,36.67,17990,Block Valve #13 (625+92),15841.52,Block Valve #17.6 (932+02),14714.26,10.75,0.203,,52000, 01:48,,,,,,,,,,1402,,,,,,,,,,35.22019098,-119.07459583,97.616,REPAIR-SHELL START,,,,MFL/CLP,,
3618,Weld,,63759.14,784+32,36.67,37.30,37.30,18000,Block Valve #13 (625+92),15842.29,Block Valve #17.6 (932+02),14713.49,10.75,0.203,,52000, 01:40,,,,,,,,,,1402,,,,,,,,,,35.22018885,-119.07459585,97.617,GIRTH WELD,,,,MFL/CLP,,
3619,Repair - Welded Sleeve End,,63759.70,784+32,0.55,37.30,37.30,18000,Block Valve #13 (625+92),15842.85,Block Valve #17.6 (932+02),14712.94,10.75,0.203,,52000, 01:40,,,,,,,,,,1402,,,,,,,,,,35.22018733,-119.07459586,97.618,REPAIR-SHELL END,,,,MFL/CLP,,
3620,Repair - Welded Sleeve Begin,,63795.71,784+68,36.57,37.30,37.30,18000,Block Valve #13 (625+92),15878.86,Block Valve #17.6 (932+02),14676.92,10.75,0.203,,52000, 01:40,,,,,,,,,,1402,,,,,,,,,,35.22008819,-119.07459649,97.554,REPAIR-SHELL START,,,,MFL/CLP,,
3621,Weld,,63796.45,784+69,37.30,40.04,40.04,18010,Block Valve #13 (625+92),15879.60,Block Valve #17.6 (932+02),14676.18,10.75,0.203,,52000, 10:24,,,,,,,,,,1402,,,,,,,,,,35.22008616,-119.07459650,97.555,GIRTH WELD,,,,MFL/CLP,,
3622,Repair - Welded Sleeve End,,63797.36,784+70,0.92,40.04,40.04,18010,Block Valve #13 (625+92),15880.52,Block Valve #17.6 (932+02),14675.27,10.75,0.203,,52000, 10:24,,,,,,,,,,1402,,,,,,,,,,35.22008364,-119.07459652,97.560,REPAIR-SHELL END,,,,MFL/CLP,,
3623,Weld,,63836.49,785+09,40.04,40.14,40.14,18020,Block Valve #13 (625+92),15919.64,Block Valve #17.6 (932+02),14636.15,10.75,0.203,,52000,,,,,,,,,,,1402,,,,,,,,,,35.21997592,-119.07459686,97.549,GIRTH WELD,,,,MFL/CLP,,
3624,Repair - Welded Sleeve Begin,,63875.51,785+48,39.02,40.14,40.14,18020,Block Valve #13 (625+92),15958.66,Block Valve #17.6 (932+02),14597.12,10.75,0.203,,52000,,,,,,,,,,,1402,,,,,,,,,,35.21986851,-119.07459717,97.397,REPAIR-SHELL START,,,,MFL/CLP,,
3625,Weld,,63876.62,785+50,40.14,37.94,37.94,18030,Block Valve #13 (625+92),15959.77,Block Valve #17.6 (932+02),14596.01,10.75,0.203,,52000,,,,,,,,,,,1402,,,,,,,,,,35.21986544,-119.07459718,97.389,GIRTH WELD,,,,MFL/CLP,,
3626,Repair - Welded Sleeve End,,63877.65,785+51,1.03,37.94,37.94,18030,Block Valve #13 (625+92),15960.80,Block Valve #17.6 (932+02),14594.98,10.75,0.203,,52000,,,,,,,,,,,1402,,,,,,,,,,35.21986261,-119.07459720,97.384,REPAIR-SHELL END,,,,MFL/CLP,,
3627,Repair - Welded Sleeve Begin,,63913.57,785+87,36.95,37.94,37.94,18030,Block Valve #13 (625+92),15996.72,Block Valve #17.6 (932+02),14559.06,10.75,0.203,,52000,,,,,,,,,,,1402,,,,,,,,,,35.21976373,-119.07459750,97.392,REPAIR-SHELL START,,,,MFL/CLP,,
3628,Weld,,63914.56,785+88,37.94,40.10,40.10,18040,Block Valve #13 (625+92),15997.71,Block Valve #17.6 (932+02),14558.07,10.75,0.203,,52000, 12:56,,,,,,,,,,1402,,,,,,,,,,35.21976101,-119.07459751,97.397,GIRTH WELD,,,,MFL/CLP,,
3629,Repair - Welded Sleeve End,,63915.56,785+89,1.01,40.10,40.10,18040,Block Valve #13 (625+92),15998.72,Block Valve #17.6 (932+02),14557.07,10.75,0.203,,52000, 12:56,,,,,,,,,,1402,,,,,,,,,,35.21975824,-119.07459752,97.401,REPAIR-SHELL END,,,,MFL/CLP,,
3630,Repair - Welded Sleeve Begin,,63953.34,786+27,38.78,40.10,40.10,18040,Block Valve #13 (625+92),16036.49,Block Valve #17.6 (932+02),14519.29,10.75,0.203,,52000, 12:56,,,,,,,,,,1402,,,,,,,,,,35.21965425,-119.07459778,97.877,REPAIR-SHELL START,,,,MFL/CLP,,
3631,Weld,,63954.66,786+28,40.10,36.60,36.60,18050,Block Valve #13 (625+92),16037.82,Block Valve #17.6 (932+02),14517.97,10.75,0.203,,52000, 10:12,,,,,,,,,,1402,,,,,,,,,,35.21965061,-119.07459779,97.905,GIRTH WELD,,,,MFL/CLP,,
3632,Repair - Welded Sleeve End,,63955.92,786+29,1.26,36.60,36.60,18050,Block Valve #13 (625+92),16039.08,Block Valve #17.6 (932+02),14516.71,10.75,0.203,,52000, 10:12,,,,,,,,,,1402,,,,,,,,,,35.21964715,-119.07459781,97.930,REPAIR-SHELL END,,,,MFL/CLP,,
3633,Anomaly - Corrosion Cluster,EXT,63991.02,786+64,36.36,0.24,36.60,18050,Block Valve #13 (625+92),16074.17,Block Valve #17.6 (932+02),14481.61,10.75,0.203,,52000, 10:12,20,0.04,,,,,3.1,3.2, 05:09,1402,2133,1536,1414,0.913,1.086,2173.0,1564.6,,,35.21955054,-119.07459862,98.052,*EXT ML ( GW ) ,General Metal Loss,,,MFL/CLP,,
3634,Weld,,63991.26,786+65,36.60,37.92,37.92,18060,Block Valve #13 (625+92),16074.41,Block Valve #17.6 (932+02),14481.37,10.75,0.203,,52000, 12:00,,,,,,,,,,1402,,,,,,,,,,35.21954986,-119.07459863,98.052,GIRTH WELD,,,,MFL/CLP,,
3635,Anomaly - Corrosion Cluster,EXT,64029.12,787+03,37.86,0.07,37.92,18060,Block Valve #13 (625+92),16112.27,Block Valve #17.6 (932+02),14443.51,10.75,0.203,,52000, 12:00,18,0.04,,,,,1.9,1.8, 04:38,1402,2220,1598,1414,0.877,1.130,2257.0,1625.0,,,35.21944566,-119.07459962,98.030,EXT ML ( GW ) ,General Metal Loss,,,MFL/CLP,,
3636,Weld,,64029.18,787+03,37.92,39.89,39.89,18070,Block Valve #13 (625+92),16112.34,Block Valve #17.6 (932+02),14443.45,10.75,0.203,,52000, 09:56,,,,,,,,,,1402,,,,,,,,,,35.21944546,-119.07459962,98.030,GIRTH WELD,,,,MFL/CLP,,
3637,Anomaly - Corrosion,EXT,64029.44,787+03,0.26,39.64,39.89,18070,Block Valve #13 (625+92),16112.60,Block Valve #17.6 (932+02),14443.19,10.75,0.203,,52000, 09:56,22,0.04,,,,,0.7,1.4, 06:08,1402,2310,1663,1414,0.843,1.176,2303.5,1658.5,,,35.21944476,-119.07459964,98.027,EXT ML,Circumferential Grooving,,,MFL/CLP,,
3638,Anomaly - Corrosion,EXT,64039.98,787+14,10.80,29.10,39.89,18070,Block Valve #13 (625+92),16123.13,Block Valve #17.6 (932+02),14432.65,10.75,0.203,,52000, 09:56,16,0.03,,,,,0.5,1.5, 07:30,1402,2329,1677,1414,0.836,1.186,2325.8,1674.6,,,35.21941574,-119.07459985,97.975,EXT ML,Circumferential Grooving,,,MFL/CLP,,
3639,Anomaly - Corrosion,EXT,64040.25,787+14,11.07,28.83,39.89,18070,Block Valve #13 (625+92),16123.40,Block Valve #17.6 (932+02),14432.38,10.75,0.203,,52000, 09:56,15,0.03,,,,,1.1,1.4, 07:25,1402,2292,1651,1414,0.850,1.167,2282.4,1643.4,,,35.21941501,-119.07459986,97.972,*EXT ML,Pitting,,,MFL/CLP,,
3640,Anomaly - Corrosion,EXT,64040.58,787+14,11.39,28.50,39.89,18070,Block Valve #13 (625+92),16123.73,Block Valve #17.6 (932+02),14432.05,10.75,0.203,,52000, 09:56,28,0.06,,,,,0.5,0.5, 08:12,1402,2319,1670,1414,0.840,1.181,2314.1,1666.1,,,35.21941410,-119.07459986,97.969,EXT ML,Pitting,,,MFL/CLP,,
3641,Anomaly - Corrosion,EXT,64067.55,787+41,38.37,1.53,39.89,18070,Block Valve #13 (625+92),16150.70,Block Valve #17.6 (932+02),14405.08,10.75,0.203,,52000, 09:56,15,0.03,,,,,0.2,0.2, 04:33,1402,2340,1685,1414,0.832,1.191,2339.3,1684.3,,,35.21933985,-119.07460024,97.854,EXT ML,Pinhole,,,MFL/CLP,,
3642,Repair - Welded Sleeve Begin,,64067.98,787+42,38.80,39.89,39.89,18070,Block Valve #13 (625+92),16151.13,Block Valve #17.6 (932+02),14404.65,10.75,0.203,,52000, 09:56,,,,,,,,,,1402,,,,,,,,,,35.21933867,-119.07460025,97.855,REPAIR-SHELL START,,,,MFL/CLP,,
3643,Weld,,64069.08,787+43,39.89,38.74,38.74,18080,Block Valve #13 (625+92),16152.23,Block Valve #17.6 (932+02),14403.55,10.75,0.203,,52000, 12:40,,,,,,,,,,1402,,,,,,,,,,35.21933565,-119.07460026,97.850,GIRTH WELD,,,,MFL/CLP,,
3644,Repair - Welded Sleeve End,,64070.06,787+44,0.98,38.74,38.74,18080,Block Valve #13 (625+92),16153.21,Block Valve #17.6 (932+02),14402.58,10.75,0.203,,52000, 12:40,,,,,,,,,,1402,,,,,,,,,,35.21933296,-119.07460028,97.851,REPAIR-SHELL END,,,,MFL/CLP,,
3645,Anomaly - Corrosion,EXT,64091.19,787+65,22.12,16.63,38.74,18080,Block Valve #13 (625+92),16174.34,Block Valve #17.6 (932+02),14381.44,10.75,0.203,,52000, 12:40,15,0.03,,,,,0.6,0.2, 06:26,1402,2326,1675,1414,0.837,1.184,2322.4,1672.2,,,35.21927476,-119.07460048,97.888,EXT ML,Axial Slotting,,,MFL/CLP,,
3646,Anomaly - Corrosion,EXT,64091.24,787+65,22.17,16.58,38.74,18080,Block Valve #13 (625+92),16174.40,Block Valve #17.6 (932+02),14381.39,10.75,0.203,,52000, 12:40,15,0.03,,,,,0.2,0.2, 07:02,1402,2339,1684,1414,0.833,1.191,2338.3,1683.6,,,35.21927462,-119.07460047,97.888,EXT ML,Pinhole,,,MFL/CLP,,
3647,Weld,,64107.82,787+82,38.74,40.04,40.04,18090,Block Valve #13 (625+92),16190.97,Block Valve #17.6 (932+02),14364.81,10.75,0.203,,52000, 10:00,,,,,,,,,,1402,,,,,,,,,,35.21922899,-119.07460062,97.799,GIRTH WELD,,,,MFL/CLP,,
3648,Repair - Welded Sleeve Begin,,64146.66,788+21,38.85,40.04,40.04,18090,Block Valve #13 (625+92),16229.82,Block Valve #17.6 (932+02),14325.97,10.75,0.203,,52000, 10:00,,,,,,,,,,1402,,,,,,,,,,35.21912206,-119.07460127,97.637,REPAIR-SHELL START,,,,MFL/CLP,,
3649,Weld,,64147.85,788+22,40.04,40.08,40.08,18100,Block Valve #13 (625+92),16231.01,Block Valve #17.6 (932+02),14324.78,10.75,0.203,,52000, 12:32,,,,,,,,,,1402,,,,,,,,,,35.21911878,-119.07460130,97.636,GIRTH WELD,,,,MFL/CLP,,
3650,Repair - Welded Sleeve End,,64148.75,788+23,0.90,40.08,40.08,18100,Block Valve #13 (625+92),16231.91,Block Valve #17.6 (932+02),14323.88,10.75,0.203,,52000, 12:32,,,,,,,,,,1402,,,,,,,,,,35.21911632,-119.07460131,97.634,REPAIR-SHELL END,,,,MFL/CLP,,
3651,Repair - Welded Sleeve Begin,,64186.90,788+61,39.04,40.08,40.08,18100,Block Valve #13 (625+92),16270.05,Block Valve #17.6 (932+02),14285.74,10.75,0.203,,52000, 12:32,,,,,,,,,,1402,,,,,,,,,,35.21901130,-119.07460236,97.418,REPAIR-SHELL START,,,,MFL/CLP,,
3652,Weld,,64187.93,788+62,40.08,40.05,40.05,18110,Block Valve #13 (625+92),16271.09,Block Valve #17.6 (932+02),14284.70,10.75,0.203,,52000, 10:04,,,,,,,,,,1402,,,,,,,,,,35.21900846,-119.07460238,97.419,GIRTH WELD,,,,MFL/CLP,,
3653,Repair - Welded Sleeve End,,64188.97,788+63,1.04,40.05,40.05,18110,Block Valve #13 (625+92),16272.12,Block Valve #17.6 (932+02),14283.66,10.75,0.203,,52000, 10:04,,,,,,,,,,1402,,,,,,,,,,35.21900560,-119.07460242,97.421,REPAIR-SHELL END,,,,MFL/CLP,,
3654,Repair - Welded Sleeve Begin,,64227.23,789+01,39.30,40.05,40.05,18110,Block Valve #13 (625+92),16310.39,Block Valve #17.6 (932+02),14245.40,10.75,0.203,,52000, 10:04,,,,,,,,,,1402,,,,,,,,,,35.21890027,-119.07460319,97.571,REPAIR-SHELL START,,,,MFL/CLP,,
3655,Weld,,64227.98,789+02,40.05,40.01,40.01,18120,Block Valve #13 (625+92),16311.14,Block Valve #17.6 (932+02),14244.65,10.75,0.203,,52000, 01:32,,,,,,,,,,1402,,,,,,,,,,35.21889822,-119.07460320,97.575,GIRTH WELD,,,,MFL/CLP,,
3656,Repair - Welded Sleeve End,,64229.30,789+04,1.32,40.01,40.01,18120,Block Valve #13 (625+92),16312.45,Block Valve #17.6 (932+02),14243.33,10.75,0.203,,52000, 01:32,,,,,,,,,,1402,,,,,,,,,,35.21889459,-119.07460323,97.577,REPAIR-SHELL END,,,,MFL/CLP,,
3657,Repair - Welded Sleeve Begin,,64266.95,789+41,38.97,40.01,40.01,18120,Block Valve #13 (625+92),16350.10,Block Valve #17.6 (932+02),14205.68,10.75,0.203,,52000, 01:32,,,,,,,,,,1402,,,,,,,,,,35.21879094,-119.07460392,97.660,REPAIR-SHELL START,,,,MFL/CLP,,
3658,Weld,,64267.99,789+42,40.01,39.95,39.95,18130,Block Valve #13 (625+92),16351.14,Block Valve #17.6 (932+02),14204.65,10.75,0.203,,52000, 11:48,,,,,,,,,,1402,,,,,,,,,,35.21878808,-119.07460394,97.665,GIRTH WELD,,,,MFL/CLP,,
3659,Repair - Welded Sleeve End,,64269.04,789+43,1.06,39.95,39.95,18130,Block Valve #13 (625+92),16352.20,Block Valve #17.6 (932+02),14203.59,10.75,0.203,,52000, 11:48,,,,,,,,,,1402,,,,,,,,,,35.21878517,-119.07460396,97.673,REPAIR-SHELL END,,,,MFL/CLP,,
3660,Repair - Welded Sleeve Begin,,64307.04,789+82,39.05,39.95,39.95,18130,Block Valve #13 (625+92),16390.19,Block Valve #17.6 (932+02),14165.59,10.75,0.203,,52000, 11:48,,,,,,,,,,1402,,,,,,,,,,35.21868058,-119.07460432,97.803,REPAIR-SHELL START,,,,MFL/CLP,,
3661,Weld,,64307.94,789+83,39.95,40.10,40.10,18140,Block Valve #13 (625+92),16391.09,Block Valve #17.6 (932+02),14164.70,10.75,0.203,,52000, 12:12,,,,,,,,,,1402,,,,,,,,,,35.21867810,-119.07460432,97.798,GIRTH WELD,,,,MFL/CLP,,
