J. no.,J. len [ft],t [in],to u/s w. [ft],to d/s w. [ft],o'clock,Log Distance,Severity Rule,event,depth [%],OD Reduction,length [in],width [in],internal,ERF - 0.85dl,RPR - 0.85dl,SMYS [psi],Comment,Latitude ,Longitude 
22480,44.08,0.219,,,,93078.53,,Girth Weld,,,,,,,,52000,,47.88401265,-103.44752656
22490,44.45,0.219,,,,93122.62,,Girth Weld,,,,,,,,52000,,47.88401109,-103.44770724
22500,44.24,0.219,,,,93167.07,,Girth Weld,,,,,,,,52000,,47.88400820,-103.44788946
22510,44.14,0.219,,,,93211.31,,Girth Weld,,,,,,,,52000,,47.88400397,-103.44807070
22520,43.95,0.219,,,,93255.45,,Girth Weld,,,,,,,,52000,,47.88399913,-103.44825025
22530,44.23,0.219,,,,93299.40,,Girth Weld,,,,,,,,52000,,47.88399457,-103.44842804
22540,44.31,0.219,,,,93343.62,,Girth Weld,,,,,,,,52000,,47.88399102,-103.44860694
22550,44.47,0.219,,,,93387.93,,Girth Weld,,,,,,,,52000,,47.88398786,-103.44878670
22560,44.1,0.219,,,,93432.40,,Girth Weld,,,,,,,,52000,,47.88398524,-103.44896803
22570,44.38,0.219,,,,93476.50,,Girth Weld,,,,,,,,52000,,47.88398347,-103.44914833
22580,44.43,0.219,,,,93520.88,,Girth Weld,,,,,,,,52000,,47.88398155,-103.44932969
22590,44.47,0.219,,,,93565.31,,Girth Weld,,,,,,,,52000,,47.88397899,-103.44951130
22600,43.56,0.219,,,,93609.78,,Girth Weld,,,,,,,,52000,,47.88397674,-103.44969358
22610,44.22,0.219,,,,93653.33,,Girth Weld,,,,,,,,52000,,47.88397575,-103.44987212
22620,44.22,0.219,,,,93697.56,,Girth Weld,,,,,,,,52000,,47.88397527,-103.45005358
22630,42.86,0.219,,,,93741.78,,Girth Weld,,,,,,,,52000,,47.88397330,-103.45023481
22640,42.79,0.219,,,,93784.64,,Girth Weld,,,,,,,,52000,,47.88396967,-103.45041049
22650,42.58,0.219,,,,93827.44,,Girth Weld,,,,,,,,52000,,47.88396520,-103.45058591
22660,44.18,0.219,,,,93870.01,,Girth Weld,,,,,,,,52000,,47.88396075,-103.45076035
22670,44.38,0.219,,,,93914.19,,Girth Weld,,,,,,,,52000,,47.88395771,-103.45094128
22670,44.38,0.219,-18.12,26.26,06:40,93932.31,,metal loss-manufacturing anomaly,10,,0.89,1.50,N/A,,,,,47.88395683,-103.45101544
22680,43.6,0.219,,,,93958.58,,Girth Weld,,,,,,,,52000,,47.88395543,-103.45112285
22680,43.6,0.219,-18.83,24.77,11:08,93977.40,,metal loss-manufacturing anomaly,11,,0.75,1.06,N/A,,,,,47.88395444,-103.45119988
22690,44.42,0.219,,,,94002.17,,Girth Weld,,,,,,,,52000,,47.88395332,-103.45130133
22700,44.37,0.219,,,,94046.59,,Girth Weld,,,,,,,,52000,,47.88395073,-103.45148297
22710,44.34,0.219,,,,94090.96,,Girth Weld,,,,,,,,52000,,47.88394803,-103.45166463
22720,44.28,0.219,,,,94135.30,,Girth Weld,,,,,,,,52000,,47.88394625,-103.45184638
22730,42.6,0.219,,,,94179.58,,Girth Weld,,,,,,,,52000,,47.88394391,-103.45202572
22740,43.99,0.219,,,,94222.18,,Girth Weld,,,,,,,,52000,,47.88394109,-103.45219833
22750,44.08,0.219,,,,94266.17,,Girth Weld,,,,,,,,52000,,47.88393866,-103.45237727
22760,44.29,0.219,,,,94310.25,,Girth Weld,,,,,,,,52000,,47.88393579,-103.45255699
22770,44.52,0.219,,,,94354.55,,Girth Weld,,,,,,,,52000,,47.88393282,-103.45273803
22780,44.34,0.219,,,,94399.07,,Girth Weld,,,,,,,,52000,,47.88393001,-103.45292001
22780,44.34,,,,,94433.81,,AGM,,,,,,,,,AGM 210,47.88392301,-103.45306190
22790,44.45,0.219,,,,94443.40,,Girth Weld,,,,,,,,52000,,47.88391984,-103.45310100
22800,40.23,0.219,,,,94487.85,,Girth Weld,,,,,,,,52000,,47.88390454,-103.45328208
22810,44.11,0.219,,,,94528.08,,Girth Weld,,,,,,,,52000,,47.88388879,-103.45344549
22820,44.34,0.219,,,,94572.19,,Girth Weld,,,,,,,,52000,,47.88387126,-103.45362438
22830,44.31,0.219,,,,94616.53,,Girth Weld,,,,,,,,52000,,47.88385506,-103.45380476
22840,43.61,0.219,,,,94660.84,,Girth Weld,,,,,,,,52000,,47.88383920,-103.45398505
22840,43.61,0.219,-15.98,27.63,03:40,94676.82,,metal loss-manufacturing anomaly,12,,0.98,1.25,N/A,,,,,47.88383347,-103.45405005
22850,44.2,0.219,,,,94704.45,,Girth Weld,,,,,,,,52000,,47.88382371,-103.45416250
22850,44.2,0.219,-19.91,24.29,09:49,94724.36,,metal loss-manufacturing anomaly,11,,0.90,1.39,N/A,,,,,47.88381672,-103.45424355
22860,44.2,0.219,,,,94748.65,,Girth Weld,,,,,,,,52000,,47.88380819,-103.45434247
22870,44.15,0.219,,,,94792.85,,Girth Weld,,,,,,,,52000,,47.88379234,-103.45452240
22880,43.87,0.219,,,,94837.00,,Girth Weld,,,,,,,,52000,,47.88377602,-103.45470204
22890,44.28,0.219,,,,94880.86,,Girth Weld,,,,,,,,52000,,47.88375982,-103.45488052
22900,44.13,0.219,,,,94925.15,,Girth Weld,,,,,,,,52000,,47.88374339,-103.45506054
22910,44.43,0.219,,,,94969.28,,Girth Weld,,,,,,,,52000,,47.88372697,-103.45524001
22920,44.14,0.219,,,,95013.70,,Girth Weld,,,,,,,,52000,,47.88371157,-103.45542082
22930,44.42,0.219,,,,95057.85,,Girth Weld,,,,,,,,52000,,47.88369712,-103.45560075
22940,44.35,0.219,,,,95102.27,,Girth Weld,,,,,,,,52000,,47.88368176,-103.45578105
22950,44.26,0.219,,,,95146.62,,Girth Weld,,,,,,,,52000,,47.88366544,-103.45596064
22960,44.08,0.219,,,,95190.88,,Girth Weld,,,,,,,,52000,,47.88364879,-103.45614009
22970,44.19,0.219,,,,95234.96,,Girth Weld,,,,,,,,52000,,47.88363158,-103.45631855
22980,27.71,0.219,,,,95279.15,,Girth Weld,,,,,,,,52000,,47.88361376,-103.45649785
22990,44.34,0.219,,,,95306.86,,Girth Weld,,,,,,,,52000,,47.88360326,-103.45661042
23000,44.26,0.219,,,,95351.20,,Girth Weld,,,,,,,,52000,,47.88359233,-103.45679160
23010,44.19,0.219,,,,95395.46,,Girth Weld,,,,,,,,52000,,47.88358533,-103.45697292
23020,43.73,0.219,,,,95439.65,,Girth Weld,,,,,,,,52000,,47.88358002,-103.45715372
23030,43.55,0.219,,,,95483.38,,Girth Weld,,,,,,,,52000,,47.88357551,-103.45733246
23040,44.27,0.219,,,,95526.93,,Girth Weld,,,,,,,,52000,,47.88356957,-103.45750994
23050,44.21,0.219,,,,95571.21,,Girth Weld,,,,,,,,52000,,47.88356322,-103.45768969
23060,44.25,0.219,,,,95615.41,,Girth Weld,,,,,,,,52000,,47.88355726,-103.45787030
23070,44.13,0.219,,,,95659.66,,Girth Weld,,,,,,,,52000,,47.88355367,-103.45805020
23080,43.31,0.219,,,,95703.79,,Girth Weld,,,,,,,,52000,,47.88355005,-103.45823013
23090,44.09,0.219,,,,95747.10,,Girth Weld,,,,,,,,52000,,47.88354552,-103.45840741
23100,42.53,0.219,,,,95791.19,,Girth Weld,,,,,,,,52000,,47.88354000,-103.45858796
23110,44.36,0.219,,,,95833.72,,Girth Weld,,,,,,,,52000,,47.88352391,-103.45876010
23120,44.28,0.219,,,,95878.08,,Girth Weld,,,,,,,,52000,,47.88349184,-103.45893547
23130,42.59,0.219,,,,95922.36,,Girth Weld,,,,,,,,52000,,47.88345843,-103.45910944
23140,43.91,0.219,,,,95964.96,,Girth Weld,,,,,,,,52000,,47.88342707,-103.45927725
23150,44.4,0.219,,,,96008.86,,Girth Weld,,,,,,,,52000,,47.88339579,-103.45945110
23160,44.06,0.219,,,,96053.27,,Girth Weld,,,,,,,,52000,,47.88336421,-103.45962537
23170,43.61,0.219,,,,96097.33,,Girth Weld,,,,,,,,52000,,47.88333375,-103.45979765
23180,44.16,0.219,,,,96140.94,,Girth Weld,,,,,,,,52000,,47.88330405,-103.45997105
23190,44.25,0.219,,,,96185.10,,Girth Weld,,,,,,,,52000,,47.88327298,-103.46014546
23200,44.28,0.219,,,,96229.35,,Girth Weld,,,,,,,,52000,,47.88324086,-103.46031869
23210,44.27,0.219,,,,96273.63,,Girth Weld,,,,,,,,52000,,47.88320817,-103.46049073
23220,44.17,0.219,,,,96317.90,,Girth Weld,,,,,,,,52000,,47.88317485,-103.46066409
23230,44.35,0.219,,,,96362.07,,Girth Weld,,,,,,,,52000,,47.88314498,-103.46083969
23240,44.12,0.219,,,,96406.42,,Girth Weld,,,,,,,,52000,,47.88313627,-103.46102109
23250,44.01,0.219,,,,96450.55,,Girth Weld,,,,,,,,52000,,47.88313092,-103.46120205
23260,44.08,0.219,,,,96494.56,,Girth Weld,,,,,,,,52000,,47.88312518,-103.46138244
23270,44.11,0.219,,,,96538.64,,Girth Weld,,,,,,,,52000,,47.88312261,-103.46156295
23270,44.11,0.219,-30.13,13.98,06:00,96568.76,,metal loss-manufacturing anomaly,12,,0.85,0.77,N/A,,,,,47.88312831,-103.46168625
23280,44.33,0.219,,,,96582.74,,Girth Weld,,,,,,,,52000,,47.88313092,-103.46174346
23290,44.15,0.219,,,,96627.08,,Girth Weld,,,,,,,,52000,,47.88313880,-103.46192494
23300,44.12,0.219,,,,96671.23,,Girth Weld,,,,,,,,52000,,47.88314631,-103.46210568
23310,44.26,0.219,,,,96715.34,,Girth Weld,,,,,,,,52000,,47.88315363,-103.46228637
23320,44.23,0.219,,,,96759.61,,Girth Weld,,,,,,,,52000,,47.88316145,-103.46246758
23330,44.14,0.219,,,,96803.83,,Girth Weld,,,,,,,,52000,,47.88316965,-103.46264852
23340,43.78,0.219,,,,96847.98,,Girth Weld,,,,,,,,52000,,47.88317821,-103.46282921
23350,44.42,0.219,,,,96891.76,,Girth Weld,,,,,,,,52000,,47.88318737,-103.46300843
23360,41.9,0.219,,,,96936.17,,Girth Weld,,,,,,,,52000,,47.88319700,-103.46319021
23370,44.17,0.219,,,,96978.07,,Girth Weld,,,,,,,,52000,,47.88320573,-103.46336170
23380,44,0.219,,,,97022.24,,Girth Weld,,,,,,,,52000,,47.88321503,-103.46354225
23390,44.12,0.219,,,,97066.24,,Girth Weld,,,,,,,,52000,,47.88322862,-103.46372143
23400,43.86,0.219,,,,97110.37,,Girth Weld,,,,,,,,52000,,47.88324120,-103.46390155
23410,42.93,0.219,,,,97154.23,,Girth Weld,,,,,,,,52000,,47.88325260,-103.46408082
23420,44.35,0.219,,,,97197.16,,Girth Weld,,,,,,,,52000,,47.88326484,-103.46425605
23430,44.22,0.219,,,,97241.51,,Girth Weld,,,,,,,,52000,,47.88327732,-103.46443705
23440,44.14,0.219,,,,97285.72,,Girth Weld,,,,,,,,52000,,47.88328847,-103.46461746
23450,43.83,0.219,,,,97329.86,,Girth Weld,,,,,,,,52000,,47.88329994,-103.46479749
23460,44.06,0.219,,,,97373.69,,Girth Weld,,,,,,,,52000,,47.88331201,-103.46497637
23470,42.84,0.219,,,,97417.75,,Girth Weld,,,,,,,,52000,,47.88332334,-103.46515638
23480,26.07,0.219,,,,97460.59,,Girth Weld,,,,,,,,52000,,47.88333387,-103.46533150
23490,43.96,0.219,,,,97486.66,,Girth Weld,,,,,,,,52000,,47.88334021,-103.46543800
23490,43.96,0.219,-18.35,25.62,05:57,97505.01,,metal loss-manufacturing anomaly,13,,0.74,0.72,N/A,,,,,47.88334499,-103.46551276
23500,9.34,0.219,,,,97530.63,,Girth Weld,,,,,,,,52000,,47.88335141,-103.46561727
23510,44,0.219,,,,97539.96,,Girth Weld,,,,,,,,52000,,47.88335382,-103.46565533
23520,44.06,0.219,,,,97583.97,,Girth Weld,,,,,,,,52000,,47.88336519,-103.46583488
23530,44.16,0.219,,,,97628.03,,Girth Weld,,,,,,,,52000,,47.88337706,-103.46601443
23540,44.17,0.219,,,,97672.18,,Girth Weld,,,,,,,,52000,,47.88338926,-103.46619369
23550,44.15,0.219,,,,97716.36,,Girth Weld,,,,,,,,52000,,47.88340108,-103.46637308
23560,44.14,0.219,,,,97760.50,,Girth Weld,,,,,,,,52000,,47.88341281,-103.46655314
23570,44.31,0.219,,,,97804.64,,Girth Weld,,,,,,,,52000,,47.88343476,-103.46673127
23580,43.92,0.219,,,,97848.95,,Girth Weld,,,,,,,,52000,,47.88345966,-103.46690938
23590,44.02,0.219,,,,97892.87,,Girth Weld,,,,,,,,52000,,47.88348440,-103.46708593
23600,44.17,0.219,,,,97936.89,,Girth Weld,,,,,,,,52000,,47.88350880,-103.46726299
23610,44.18,0.219,,,,97981.06,,Girth Weld,,,,,,,,52000,,47.88353344,-103.46744058
23620,44.15,0.219,,,,98025.25,,Girth Weld,,,,,,,,52000,,47.88355852,-103.46761796
23630,44.14,0.219,,,,98069.40,,Girth Weld,,,,,,,,52000,,47.88358394,-103.46779518
23640,44.16,0.219,,,,98113.54,,Girth Weld,,,,,,,,52000,,47.88360931,-103.46797246
23650,44.01,0.219,,,,98157.70,,Girth Weld,,,,,,,,52000,,47.88363486,-103.46814977
23660,43.57,0.219,,,,98201.72,,Girth Weld,,,,,,,,52000,,47.88365883,-103.46832666
23670,44.19,0.219,,,,98245.28,,Girth Weld,,,,,,,,52000,,47.88368255,-103.46850181
23680,44.27,0.219,,,,98289.48,,Girth Weld,,,,,,,,52000,,47.88370702,-103.46867952
23690,44.11,0.219,,,,98333.74,,Girth Weld,,,,,,,,52000,,47.88373166,-103.46885723
23700,44.04,0.219,,,,98377.85,,Girth Weld,,,,,,,,52000,,47.88375639,-103.46903424
23710,44.08,0.219,,,,98421.89,,Girth Weld,,,,,,,,52000,,47.88378107,-103.46921078
23720,44.03,0.219,,,,98465.97,,Girth Weld,,,,,,,,52000,,47.88380561,-103.46938781
23730,43.66,0.219,,,,98510.00,,Girth Weld,,,,,,,,52000,,47.88383055,-103.46956468
23740,44.18,0.219,,,,98553.66,,Girth Weld,,,,,,,,52000,,47.88385555,-103.46974001
23750,44.15,0.219,,,,98597.84,,Girth Weld,,,,,,,,52000,,47.88388055,-103.46991752
23760,44.19,0.219,,,,98641.99,,Girth Weld,,,,,,,,52000,,47.88390538,-103.47009498
23770,44.1,0.219,,,,98686.17,,Girth Weld,,,,,,,,52000,,47.88393131,-103.47027227
23780,44.06,0.219,,,,98730.27,,Girth Weld,,,,,,,,52000,,47.88395613,-103.47044952
23790,44.15,0.219,,,,98774.33,,Girth Weld,,,,,,,,52000,,47.88398063,-103.47062663
23800,43.74,0.219,,,,98818.48,,Girth Weld,,,,,,,,52000,,47.88400600,-103.47080391
23810,44.1,0.219,,,,98862.22,,Girth Weld,,,,,,,,52000,,47.88403137,-103.47097947
23820,44.04,0.219,,,,98906.32,,Girth Weld,,,,,,,,52000,,47.88405656,-103.47115659
23830,44.06,0.219,,,,98950.35,,Girth Weld,,,,,,,,52000,,47.88408172,-103.47133349
23840,44.25,0.219,,,,98994.41,,Girth Weld,,,,,,,,52000,,47.88410486,-103.47151072
23850,44,0.219,,,,99038.66,,Girth Weld,,,,,,,,52000,,47.88412905,-103.47168862
23860,44.19,0.219,,,,99082.66,,Girth Weld,,,,,,,,52000,,47.88415615,-103.47186450
23870,44.11,0.219,,,,99126.84,,Girth Weld,,,,,,,,52000,,47.88418271,-103.47204130
23880,44.16,0.219,,,,99170.96,,Girth Weld,,,,,,,,52000,,47.88420788,-103.47221829
23890,44.15,0.219,,,,99215.12,,Girth Weld,,,,,,,,52000,,47.88423141,-103.47239620
23900,44.23,0.219,,,,99259.27,,Girth Weld,,,,,,,,52000,,47.88425345,-103.47257427
23910,43.41,0.219,,,,99303.50,,Girth Weld,,,,,,,,52000,,47.88427676,-103.47275220
23920,43.97,0.219,,,,99346.91,,Girth Weld,,,,,,,,52000,,47.88430107,-103.47292667
23930,44.18,0.219,,,,99390.88,,Girth Weld,,,,,,,,52000,,47.88432581,-103.47310335
23940,44.26,0.219,,,,99435.06,,Girth Weld,,,,,,,,52000,,47.88435118,-103.47328043
23950,44.35,0.219,,,,99479.32,,Girth Weld,,,,,,,,52000,,47.88437584,-103.47345827
23960,44.19,0.219,,,,99523.68,,Girth Weld,,,,,,,,52000,,47.88440021,-103.47363639
23970,44.1,0.219,,,,99567.87,,Girth Weld,,,,,,,,52000,,47.88442449,-103.47381393
23980,44.18,0.219,,,,99611.97,,Girth Weld,,,,,,,,52000,,47.88444870,-103.47399134
23990,44.26,0.219,,,,99656.15,,Girth Weld,,,,,,,,52000,,47.88447371,-103.47416888
24000,44.16,0.219,,,,99700.41,,Girth Weld,,,,,,,,52000,,47.88449561,-103.47434755
24010,44.21,0.219,,,,99744.57,,Girth Weld,,,,,,,,52000,,47.88451110,-103.47452704
24020,44.24,0.219,,,,99788.78,,Girth Weld,,,,,,,,52000,,47.88452665,-103.47470594
24030,44.03,0.219,,,,99833.02,,Girth Weld,,,,,,,,52000,,47.88454192,-103.47488535
24040,44.15,0.219,,,,99877.04,,Girth Weld,,,,,,,,52000,,47.88455795,-103.47506435
24050,44.02,0.219,,,,99921.19,,Girth Weld,,,,,,,,52000,,47.88457456,-103.47524385
24060,44.22,0.219,,,,99965.20,,Girth Weld,,,,,,,,52000,,47.88459222,-103.47542267
24070,44.1,0.219,,,,100009.43,,Girth Weld,,,,,,,,52000,,47.88461002,-103.47560219
24080,13.87,0.219,,,,100053.52,,Girth Weld,,,,,,,,52000,,47.88462826,-103.47578099
24090,44.31,0.219,,,,100067.40,,Girth Weld,,,,,,,,52000,,47.88463456,-103.47583715
24100,44.04,0.219,,,,100111.71,,Girth Weld,,,,,,,,52000,,47.88465169,-103.47601716
24110,44.82,0.322,,,,100155.74,,Girth Weld,,,,,,,,52000,,47.88466160,-103.47619735
24120,44.8,0.322,,,,100200.57,,Girth Weld,,,,,,,,52000,,47.88467022,-103.47638089
24130,44.83,0.322,,,,100245.37,,Girth Weld,,,,,,,,52000,,47.88469347,-103.47656096
24140,44.86,0.322,,,,100290.20,,Girth Weld,,,,,,,,52000,,47.88471931,-103.47674053
24150,44.67,0.322,,,,100335.05,,Girth Weld,,,,,,,,52000,,47.88473113,-103.47692346
24160,42.62,0.322,,,,100379.72,,Girth Weld,,,,,,,,52000,,47.88474217,-103.47710539
24170,39.38,0.322,,,,100422.34,,Girth Weld,,,,,,,,52000,,47.88475446,-103.47727883
24170,39.38,,,,,100423.18,,AGM,,,,,,,,,AGM 220,47.88475472,-103.47728229
24180,44.38,0.219,,,,100461.72,,Girth Weld,,,,,,,,52000,,47.88477193,-103.47743826
24190,44.24,0.219,,,,100506.10,,Girth Weld,,,,,,,,52000,,47.88479141,-103.47761787
24200,44.23,0.219,,,,100550.34,,Girth Weld,,,,,,,,52000,,47.88480978,-103.47779733
24210,44.15,0.219,,,,100594.57,,Girth Weld,,,,,,,,52000,,47.88482821,-103.47797720
24220,44.26,0.219,,,,100638.72,,Girth Weld,,,,,,,,52000,,47.88484598,-103.47815692
24230,44.16,0.219,,,,100682.98,,Girth Weld,,,,,,,,52000,,47.88486381,-103.47833707
24240,44.17,0.219,,,,100727.14,,Girth Weld,,,,,,,,52000,,47.88487999,-103.47851704
24250,44.17,0.219,,,,100771.31,,Girth Weld,,,,,,,,52000,,47.88489706,-103.47869695
24260,44.1,0.219,,,,100815.48,,Girth Weld,,,,,,,,52000,,47.88491464,-103.47887677
24270,44.3,0.219,,,,100859.58,,Girth Weld,,,,,,,,52000,,47.88493284,-103.47905609
24280,44.27,0.219,,,,100903.89,,Girth Weld,,,,,,,,52000,,47.88495125,-103.47923614
24290,44.52,0.219,,,,100948.15,,Girth Weld,,,,,,,,52000,,47.88496890,-103.47941635
24300,44.56,0.219,,,,100992.67,,Girth Weld,,,,,,,,52000,,47.88498567,-103.47959782
24310,43.15,0.219,,,,101037.23,,Girth Weld,,,,,,,,52000,,47.88500233,-103.47977944
24320,44.19,0.219,,,,101080.38,,Girth Weld,,,,,,,,52000,,47.88501828,-103.47995536
24330,44.25,0.219,,,,101124.57,,Girth Weld,,,,,,,,52000,,47.88503538,-103.48013539
24340,44.19,0.219,,,,101168.82,,Girth Weld,,,,,,,,52000,,47.88505392,-103.48031536
24350,44,0.219,,,,101213.01,,Girth Weld,,,,,,,,52000,,47.88507153,-103.48049527
24360,44.28,0.219,,,,101257.01,,Girth Weld,,,,,,,,52000,,47.88508885,-103.48067446
24370,44.12,0.219,,,,101301.29,,Girth Weld,,,,,,,,52000,,47.88510701,-103.48085466
24380,43.66,0.219,,,,101345.41,,Girth Weld,,,,,,,,52000,,47.88512488,-103.48103420
24390,44.38,0.219,,,,101389.07,,Girth Weld,,,,,,,,52000,,47.88514302,-103.48121176
24400,44.12,0.219,,,,101433.45,,Girth Weld,,,,,,,,52000,,47.88516063,-103.48139241
24410,44.36,0.219,,,,101477.57,,Girth Weld,,,,,,,,52000,,47.88517806,-103.48157202
24420,44.41,0.219,,,,101521.93,,Girth Weld,,,,,,,,52000,,47.88519547,-103.48175255
24430,44.18,0.219,,,,101566.33,,Girth Weld,,,,,,,,52000,,47.88521260,-103.48193301
24440,44.49,0.219,,,,101610.51,,Girth Weld,,,,,,,,52000,,47.88522992,-103.48211232
24450,44.51,0.219,,,,101655.01,,Girth Weld,,,,,,,,52000,,47.88524770,-103.48229337
24460,44.52,0.219,,,,101699.52,,Girth Weld,,,,,,,,52000,,47.88526446,-103.48247481
24470,44.35,0.219,,,,101744.04,,Girth Weld,,,,,,,,52000,,47.88528131,-103.48265626
24480,44.19,0.219,,,,101788.38,,Girth Weld,,,,,,,,52000,,47.88529843,-103.48283694
24490,44.4,0.219,,,,101832.58,,Girth Weld,,,,,,,,52000,,47.88531583,-103.48301693
24500,44.65,0.219,,,,101876.97,,Girth Weld,,,,,,,,52000,,47.88533329,-103.48319771
24510,44.31,0.219,,,,101921.62,,Girth Weld,,,,,,,,52000,,47.88535109,-103.48337927
24520,44.4,0.219,,,,101965.93,,Girth Weld,,,,,,,,52000,,47.88536844,-103.48355968
24530,44.1,0.219,,,,102010.33,,Girth Weld,,,,,,,,52000,,47.88538462,-103.48374079
24540,44.4,0.219,,,,102054.43,,Girth Weld,,,,,,,,52000,,47.88540112,-103.48392056
24550,44.52,0.219,,,,102098.83,,Girth Weld,,,,,,,,52000,,47.88541940,-103.48410094
24560,44.64,0.219,,,,102143.36,,Girth Weld,,,,,,,,52000,,47.88543820,-103.48428148
24570,44.24,0.219,,,,102188.00,,Girth Weld,,,,,,,,52000,,47.88545660,-103.48446303
24580,44.24,0.219,,,,102232.24,,Girth Weld,,,,,,,,52000,,47.88547239,-103.48464352
24590,44.48,0.219,,,,102276.47,,Girth Weld,,,,,,,,52000,,47.88548628,-103.48482431
24600,44.14,0.219,,,,102320.95,,Girth Weld,,,,,,,,52000,,47.88550193,-103.48500582
24610,44.17,0.219,,,,102365.10,,Girth Weld,,,,,,,,52000,,47.88551986,-103.48518545
24610,44.17,0.219,-36.36,7.81,08:24,102401.46,,metal loss-manufacturing anomaly,12,,0.97,0.90,N/A,,,,,47.88553513,-103.48533331
24620,44.51,0.219,,,,102409.27,,Girth Weld,,,,,,,,52000,,47.88553839,-103.48536507
24630,44.1,0.219,,,,102453.77,,Girth Weld,,,,,,,,52000,,47.88555590,-103.48554633
24640,44.3,0.219,,,,102497.87,,Girth Weld,,,,,,,,52000,,47.88557266,-103.48572603
24650,44.27,0.219,,,,102542.17,,Girth Weld,,,,,,,,52000,,47.88559122,-103.48590613
24660,44.3,0.219,,,,102586.44,,Girth Weld,,,,,,,,52000,,47.88561148,-103.48608535
24670,44.36,0.219,,,,102630.75,,Girth Weld,,,,,,,,52000,,47.88563347,-103.48626408
24680,44.15,0.219,,,,102675.11,,Girth Weld,,,,,,,,52000,,47.88565525,-103.48644284
24690,44.2,0.219,,,,102719.26,,Girth Weld,,,,,,,,52000,,47.88567524,-103.48662149
24700,44.24,0.219,,,,102763.46,,Girth Weld,,,,,,,,52000,,47.88566984,-103.48680183
24710,44.25,0.219,,,,102807.71,,Girth Weld,,,,,,,,52000,,47.88566016,-103.48698169
24720,44.2,0.219,,,,102851.96,,Girth Weld,,,,,,,,52000,,47.88565117,-103.48716136
24730,44.29,0.219,,,,102896.16,,Girth Weld,,,,,,,,52000,,47.88564179,-103.48734201
24740,44.22,0.219,,,,102940.45,,Girth Weld,,,,,,,,52000,,47.88563182,-103.48752337
24750,44.3,0.219,,,,102984.66,,Girth Weld,,,,,,,,52000,,47.88562234,-103.48770451
24760,44.36,0.219,,,,103028.96,,Girth Weld,,,,,,,,52000,,47.88561312,-103.48788598
24770,44.13,0.219,,,,103073.32,,Girth Weld,,,,,,,,52000,,47.88560317,-103.48806776
24780,43.84,0.219,,,,103117.46,,Girth Weld,,,,,,,,52000,,47.88559265,-103.48824786
24790,43.92,0.219,,,,103161.30,,Girth Weld,,,,,,,,52000,,47.88558245,-103.48842639
24800,43.92,0.219,,,,103205.22,,Girth Weld,,,,,,,,52000,,47.88557221,-103.48860633
24810,43.8,0.219,,,,103249.14,,Girth Weld,,,,,,,,52000,,47.88556107,-103.48878602
24820,44.14,0.219,,,,103292.94,,Girth Weld,,,,,,,,52000,,47.88555105,-103.48896525
24830,43.95,0.219,,,,103337.08,,Girth Weld,,,,,,,,52000,,47.88554159,-103.48914616
24840,44.19,0.219,,,,103381.02,,Girth Weld,,,,,,,,52000,,47.88553172,-103.48932635
24850,44.04,0.219,,,,103425.21,,Girth Weld,,,,,,,,52000,,47.88551763,-103.48950627
24860,44.37,0.219,,,,103469.25,,Girth Weld,,,,,,,,52000,,47.88548469,-103.48968050
24870,44.49,0.219,,,,103513.61,,Girth Weld,,,,,,,,52000,,47.88545053,-103.48985557
24880,44.47,0.219,,,,103558.10,,Girth Weld,,,,,,,,52000,,47.88541705,-103.49003157
24890,43.59,0.219,,,,103602.58,,Girth Weld,,,,,,,,52000,,47.88538312,-103.49020727
24900,44.14,0.219,,,,103646.16,,Girth Weld,,,,,,,,52000,,47.88534985,-103.49037957
24900,44.14,0.219,-18.65,25.49,04:16,103664.82,,metal loss-manufacturing anomaly,12,,0.81,0.77,N/A,,,,,47.88533572,-103.49045338
24910,44.31,0.219,,,,103690.31,,Girth Weld,,,,,,,,52000,,47.88531630,-103.49055416
24920,44.09,0.219,,,,103734.62,,Girth Weld,,,,,,,,52000,,47.88528252,-103.49072920
24930,44.22,0.219,,,,103778.71,,Girth Weld,,,,,,,,52000,,47.88524904,-103.49090328
24940,44.41,0.219,,,,103822.93,,Girth Weld,,,,,,,,52000,,47.88521512,-103.49107800
24950,44.68,0.219,,,,103867.34,,Girth Weld,,,,,,,,52000,,47.88518101,-103.49125345
24960,44.15,0.219,,,,103912.02,,Girth Weld,,,,,,,,52000,,47.88514677,-103.49143009
24970,43.87,0.219,,,,103956.17,,Girth Weld,,,,,,,,52000,,47.88511381,-103.49160504
24980,44.03,0.219,,,,104000.04,,Girth Weld,,,,,,,,52000,,47.88508082,-103.49177870
24990,41.4,0.219,,,,104044.07,,Girth Weld,,,,,,,,52000,,47.88504551,-103.49195204
25000,43.59,0.219,,,,104085.47,,Girth Weld,,,,,,,,52000,,47.88501320,-103.49211524
25010,44.31,0.219,,,,104129.06,,Girth Weld,,,,,,,,52000,,47.88497990,-103.49228757
25020,44.36,0.219,,,,104173.37,,Girth Weld,,,,,,,,52000,,47.88494624,-103.49246199
25030,44.28,0.219,,,,104217.73,,Girth Weld,,,,,,,,52000,,47.88491280,-103.49263579
25030,44.28,0.219,-17.63,26.65,04:46,104235.36,,metal loss-manufacturing anomaly,12,,0.94,0.89,N/A,,,,,47.88489944,-103.49270536
