Feature Number (sequential order),Pipeline Feature,Empty odl Standard featurename,INT/ EXT (ID/OD),Odometer,Station Number,Distance to U/S weld,Distance to D/S weld,Joint Length,Defect Joint Number,Upstream (U/S) Reference name,US Dist from,Downstream (D/S) Reference name ,ds distance to,Diameter,Nominal Wall Thickness,Measured Wall Thickness,Pipe Grade (SMYS),Long Seam Orientation,Metal Loss Depth,Metal Loss Depth,Deformation Depth,Deformation Depth,Crack Depth,Crack Depth,Length,Width,Orientation,MOP,Modified B31.G PBURST,Modified B31.G PSAFE,Design Pressure (72% SMYS),ERF MOP _SAFE,RPR PBURST    /      100% SMYS,Effective Area pburst,effsagepsafe,Group Number,Group Category,Nad 83 Latitude,NAD 83 Longitude,NAVD88 Elevation,Comments,POF classification,Excavation/ Repair Required,SPLC Notes,Tool Type/ Technology,Length/A (x),Width/A (y)
7462,Anomaly - Corrosion,,INT,150951.35,1484+43,15.95,44.71,60.65,26830,Block Valve - I-5 (1235+58),24880.39,Block Valve - East Canal (1513+49),2905.94,16,0.25,,52000,,16,0.04,,,,,1,0.7, 06:03,1170,1917,1380,1170,0.848,1.18,1913,1377,,,35.5290806,-119.6495212,281.7, INT ML,Pitting,,,MFL/CLP,,
7463,Anomaly - Corrosion,,INT,150957.67,1484+49,22.27,38.38,60.65,26830,Block Valve - I-5 (1235+58),24886.71,Block Valve - East Canal (1513+49),2899.61,16,0.25,,52000,,15,0.04,,,,,0.6,0.4, 06:11,1170,1931,1390,1170,0.842,1.188,1930,1389,,,35.5290805,-119.6495424,281.7, INT ML,Pitting,,,MFL/CLP,,
7464,Anomaly - Corrosion,,INT,150962.06,1484+53,26.65,34,60.65,26830,Block Valve - I-5 (1235+58),24891.1,Block Valve - East Canal (1513+49),2895.23,16,0.25,,52000,,17,0.04,,,,,0.6,0.6, 05:58,1170,1929,1389,1170,0.843,1.187,1927,1388,,,35.5290804,-119.6495571,281.7, INT ML,Pitting,,,MFL/CLP,,
7465,Anomaly - Corrosion,,INT,150980.54,1484+72,45.14,15.52,60.65,26830,Block Valve - I-5 (1235+58),24909.58,Block Valve - East Canal (1513+49),2876.75,16,0.25,,52000,,15,0.04,,,,,0.4,0.2, 05:42,1170,1935,1393,1170,0.84,1.191,1934,1393,,,35.5290799,-119.6496192,281.9, INT ML,Pinhole,,,MFL/CLP,,
7466,Anomaly - Corrosion,,INT,150991.95,1484+83,56.55,4.11,60.65,26830,Block Valve - I-5 (1235+58),24920.98,Block Valve - East Canal (1513+49),2865.34,16,0.25,,52000,,17,0.04,,,,,0.4,0.3, 05:59,1170,1934,1393,1170,0.84,1.19,1934,1392,,,35.5290796,-119.6496575,281.9, INT ML,Pinhole,,,MFL/CLP,,
7467,Anomaly - Corrosion,,INT,150992.14,1484+83,56.73,3.92,60.65,26830,Block Valve - I-5 (1235+58),24921.18,Block Valve - East Canal (1513+49),2865.15,16,0.25,,52000,,17,0.04,,,,,0.3,0.2, 06:01,1170,1936,1394,1170,0.84,1.191,1935,1393,,,35.5290796,-119.6496581,281.9, INT ML,Pinhole,,,MFL/CLP,,
7468,Anomaly - Corrosion,,INT,150993.12,1484+84,57.72,2.94,60.65,26830,Block Valve - I-5 (1235+58),24922.16,Block Valve - East Canal (1513+49),2864.17,16,0.25,,52000,,22,0.06,,,,,0.4,0.4, 06:04,1170,1932,1391,1170,0.841,1.189,1931,1390,,,35.5290796,-119.6496614,281.9, INT ML,Pitting,,,MFL/CLP,,
7469,Weld,,,150996.06,1484+87,60.65,59.87,59.87,26840,Block Valve - I-5 (1235+58),24925.1,Block Valve - East Canal (1513+49),2861.23,16,0.25,,52000, 01:20,,,,,,,,,,1170,,,1170,,,,,,,35.5290795,-119.6496712,281.9,GIRTH WELD,,,,MFL/CLP,,
7470,Anomaly - Corrosion,,INT,150996.44,1484+88,0.38,59.49,59.87,26840,Block Valve - I-5 (1235+58),24925.48,Block Valve - East Canal (1513+49),2860.85,16,0.25,,52000,,27,0.07,,,,,0.5,0.6, 06:19,1170,1926,1387,1170,0.844,1.185,1923,1385,,,35.5290795,-119.6496725,281.9, INT ML,Pitting,,,MFL/CLP,,
7471,Anomaly - Corrosion Cluster,,INT,151040.11,1485+31,44.06,15.81,59.87,26840,Block Valve - I-5 (1235+58),24969.15,Block Valve - East Canal (1513+49),2817.18,16,0.25,,52000,,19,0.05,,,,,2.1,1.6, 06:08,1170,1856,1336,1170,0.876,1.142,1900,1368,,,35.5290784,-119.6498191,282.1, INT ML,General Metal Loss,,,MFL/CLP,,
7472,Anomaly - Corrosion Cluster,,INT,151044.01,1485+35,47.96,11.91,59.87,26840,Block Valve - I-5 (1235+58),24973.05,Block Valve - East Canal (1513+49),2813.27,16,0.25,,52000,,19,0.05,,,,,1.4,0.7, 05:42,1170,1891,1362,1170,0.859,1.164,1901,1369,,,35.5290783,-119.6498322,282.1, INT ML,Pitting,,,MFL/CLP,,
7473,Weld,,,151055.93,1485+47,59.87,60.3,60.3,26850,Block Valve - I-5 (1235+58),24984.96,Block Valve - East Canal (1513+49),2801.36,16,0.25,,52000, 10:16,,,,,,,,,,1170,,,1170,,,,,,,35.5290778,-119.6498722,282,GIRTH WELD,,,,MFL/CLP,,
7474,Anomaly - Corrosion,,INT,151061.23,1485+52,5.31,54.99,60.3,26850,Block Valve - I-5 (1235+58),24990.27,Block Valve - East Canal (1513+49),2796.05,16,0.25,,52000,,19,0.05,,,,,0.4,0.4, 05:46,1170,1932,1391,1170,0.841,1.189,1931,1390,,,35.5290776,-119.64989,282, INT ML,Pitting,,,MFL/CLP,,
7475,Anomaly - Corrosion,,INT,151065.56,1485+57,9.63,50.67,60.3,26850,Block Valve - I-5 (1235+58),24994.6,Block Valve - East Canal (1513+49),2791.73,16,0.25,,52000,,16,0.04,,,,,0.8,0.8, 05:40,1170,1924,1385,1170,0.845,1.184,1921,1383,,,35.5290774,-119.6499045,282, INT ML,Pitting,,,MFL/CLP,,
7476,Anomaly - Corrosion Cluster,,INT,151065.88,1485+57,9.96,50.34,60.3,26850,Block Valve - I-5 (1235+58),24994.92,Block Valve - East Canal (1513+49),2791.4,16,0.25,,52000,,21,0.05,,,,,1.4,0.8, 05:47,1170,1885,1357,1170,0.862,1.16,1892,1362,,,35.5290774,-119.6499056,282, INT ML,Pitting,,,MFL/CLP,,
7477,Weld,,,151116.23,1486+07,60.3,60.47,60.47,26860,Block Valve - I-5 (1235+58),25045.27,Block Valve - East Canal (1513+49),2741.06,16,0.25,,52000, 01:12,,,,,,,,,,1170,,,1170,,,,,,,35.5290759,-119.6500746,282.2,GIRTH WELD,,,,MFL/CLP,,
7478,Weld,,,151176.69,1486+68,60.47,60.56,60.56,26870,Block Valve - I-5 (1235+58),25105.73,Block Valve - East Canal (1513+49),2680.59,16,0.25,,52000, 09:32,,,,,,,,,,1170,,,1170,,,,,,,35.5290741,-119.6502776,282.4,GIRTH WELD,,,,MFL/CLP,,
7479,Anomaly - Corrosion Cluster,,INT,151226.66,1487+18,49.97,10.59,60.56,26870,Block Valve - I-5 (1235+58),25155.7,Block Valve - East Canal (1513+49),2630.62,16,0.25,,52000,,15,0.04,,,,,1.4,1, 05:48,1170,1904,1371,1170,0.854,1.171,1920,1382,,,35.5290726,-119.6504453,282.4, INT ML,Pitting,,,MFL/CLP,,
7480,Anomaly - Corrosion,,INT,151230.17,1487+21,53.48,7.08,60.56,26870,Block Valve - I-5 (1235+58),25159.21,Block Valve - East Canal (1513+49),2627.11,16,0.25,,52000,,15,0.04,,,,,0.6,0.9, 05:47,1170,1930,1390,1170,0.842,1.188,1929,1389,,,35.5290725,-119.6504571,282.4, INT ML,Pitting,,,MFL/CLP,,
7481,Weld,,,151237.25,1487+29,60.56,60.37,60.37,26880,Block Valve - I-5 (1235+58),25166.29,Block Valve - East Canal (1513+49),2620.04,16,0.25,,52000, 12:56,,,,,,,,,,1170,,,1170,,,,,,,35.5290724,-119.6504809,282.4,GIRTH WELD,,,,MFL/CLP,,
7482,Weld,,,151297.62,1487+89,60.37,60.45,60.45,26890,Block Valve - I-5 (1235+58),25226.66,Block Valve - East Canal (1513+49),2559.67,16,0.25,,52000, 02:20,,,,,,,,,,1170,,,1170,,,,,,,35.5290711,-119.6506835,282.7,GIRTH WELD,,,,MFL/CLP,,
7483,Weld,,,151358.06,1488+49,60.45,60.64,60.64,26900,Block Valve - I-5 (1235+58),25287.1,Block Valve - East Canal (1513+49),2499.22,16,0.25,,52000, 09:20,,,,,,,,,,1170,,,1170,,,,,,,35.5290694,-119.6508864,283.5,GIRTH WELD,,,,MFL/CLP,,
7484,Weld,,,151418.7,1489+10,60.64,59.97,59.97,26910,Block Valve - I-5 (1235+58),25347.74,Block Valve - East Canal (1513+49),2438.59,16,0.25,,52000, 02:08,,,,,,,,,,1170,,,1170,,,,,,,35.5290674,-119.6510899,284,GIRTH WELD,,,,MFL/CLP,,
7485,Weld,,,151478.68,1489+70,59.97,60.74,60.74,26920,Block Valve - I-5 (1235+58),25407.71,Block Valve - East Canal (1513+49),2378.61,16,0.25,,52000, 08:44,,,,,,,,,,1170,,,1170,,,,,,,35.5290663,-119.6512913,284.5,GIRTH WELD,,,,MFL/CLP,,
7486,Weld,,,151539.41,1490+31,60.74,60.67,60.67,26930,Block Valve - I-5 (1235+58),25468.45,Block Valve - East Canal (1513+49),2317.87,16,0.25,,52000, 01:48,,,,,,,,,,1170,,,1170,,,,,,,35.5290649,-119.6514951,285.1,GIRTH WELD,,,,MFL/CLP,,
7487,Weld,,,151600.08,1490+91,60.67,60.12,60.12,26940,Block Valve - I-5 (1235+58),25529.12,Block Valve - East Canal (1513+49),2257.21,16,0.25,,52000, 10:16,,,,,,,,,,1170,,,1170,,,,,,,35.5290635,-119.6516988,285.8,GIRTH WELD,,,,MFL/CLP,,
7488,Weld,,,151660.2,1491+52,60.12,60.58,60.58,26950,Block Valve - I-5 (1235+58),25589.24,Block Valve - East Canal (1513+49),2197.09,16,0.25,,52000, 01:40,,,,,,,,,,1170,,,1170,,,,,,,35.5290616,-119.6519005,286.6,GIRTH WELD,,,,MFL/CLP,,
7489,Weld,,,151720.78,1492+12,60.58,60.16,60.16,26960,Block Valve - I-5 (1235+58),25649.82,Block Valve - East Canal (1513+49),2136.51,16,0.25,,52000, 10:08,,,,,,,,,,1170,,,1170,,,,,,,35.5290606,-119.6521039,287,GIRTH WELD,,,,MFL/CLP,,
7490,Anomaly - Corrosion,,INT,151780.84,1492+72,60.06,0.11,60.16,26960,Block Valve - I-5 (1235+58),25709.88,Block Valve - East Canal (1513+49),2076.45,16,0.25,,52000,,24,0.06,,,,,0.2,0.2, 06:01,1170,1936,1394,1170,0.839,1.191,1936,1394,,,35.5290591,-119.6523055,287.5, INT ML,Pinhole,,,MFL/CLP,,
7491,Weld,,,151780.95,1492+72,60.16,60.64,60.64,26970,Block Valve - I-5 (1235+58),25709.98,Block Valve - East Canal (1513+49),2076.34,16,0.25,,52000, 01:44,,,,,,,,,,1170,,,1170,,,,,,,35.5290591,-119.6523059,287.5,GIRTH WELD,,,,MFL/CLP,,
7492,Anomaly - Corrosion,,INT,151799.24,1492+91,18.3,42.35,60.64,26970,Block Valve - I-5 (1235+58),25728.28,Block Valve - East Canal (1513+49),2058.05,16,0.25,,52000,,21,0.05,,,,,0.3,0.4, 06:09,1170,1934,1393,1170,0.84,1.19,1934,1392,,,35.529059,-119.6523673,287.7, INT ML,Circumferential Slotting,,,MFL/CLP,,
7493,Weld,,,151841.59,1493+33,60.64,60.07,60.07,26980,Block Valve - I-5 (1235+58),25770.63,Block Valve - East Canal (1513+49),2015.7,16,0.25,,52000, 09:44,,,,,,,,,,1170,,,1170,,,,,,,35.5290579,-119.6525094,288,GIRTH WELD,,,,MFL/CLP,,
7494,Weld,,,151901.66,1493+93,60.07,60.42,60.42,26990,Block Valve - I-5 (1235+58),25830.7,Block Valve - East Canal (1513+49),1955.63,16,0.25,,52000, 12:56,,,,,,,,,,1170,,,1170,,,,,,,35.5290562,-119.6527111,289,GIRTH WELD,,,,MFL/CLP,,
7495,Weld,,,151962.08,1494+53,60.42,60.56,60.56,27000,Block Valve - I-5 (1235+58),25891.12,Block Valve - East Canal (1513+49),1895.21,16,0.25,,52000, 09:56,,,,,,,,,,1170,,,1170,,,,,,,35.5290548,-119.6529139,289.3,GIRTH WELD,,,,MFL/CLP,,
7496,Anomaly - Corrosion,,INT,151968.09,1494+59,6.01,54.55,60.56,27000,Block Valve - I-5 (1235+58),25897.13,Block Valve - East Canal (1513+49),1889.19,16,0.25,,52000,,16,0.04,,,,,0.4,0.5, 05:40,1170,1934,1392,1170,0.84,1.19,1933,1392,,,35.5290546,-119.6529341,289.4, INT ML,Pitting,,,MFL/CLP,,
7497,Weld,,,152022.64,1495+14,60.56,60.62,60.62,27010,Block Valve - I-5 (1235+58),25951.68,Block Valve - East Canal (1513+49),1834.64,16,0.25,,52000, 01:20,,,,,,,,,,1170,,,1170,,,,,,,35.5290535,-119.6531172,289.7,GIRTH WELD,,,,MFL/CLP,,
7498,Weld,,,152083.27,1495+75,60.62,60.67,60.67,27020,Block Valve - I-5 (1235+58),26012.31,Block Valve - East Canal (1513+49),1774.02,16,0.25,,52000, 11:12,,,,,,,,,,1170,,,1170,,,,,,,35.5290526,-119.6533207,290.1,GIRTH WELD,,,,MFL/CLP,,
7499,Weld,,,152143.94,1496+35,60.67,59.82,59.82,27030,Block Valve - I-5 (1235+58),26072.98,Block Valve - East Canal (1513+49),1713.35,16,0.25,,52000, 01:44,,,,,,,,,,1170,,,1170,,,,,,,35.5290509,-119.6535243,290.8,GIRTH WELD,,,,MFL/CLP,,
7500,Anomaly - Corrosion,,INT,152146.19,1496+38,2.25,57.56,59.82,27030,Block Valve - I-5 (1235+58),26075.23,Block Valve - East Canal (1513+49),1711.1,16,0.25,,52000,,24,0.06,,,,,0.4,0.4, 06:00,1170,1933,1392,1170,0.841,1.189,1932,1391,,,35.5290509,-119.6535319,290.8, INT ML,Circumferential Slotting,,,MFL/CLP,,
7501,Anomaly - Corrosion,,INT,152161.38,1496+53,17.44,42.38,59.82,27030,Block Valve - I-5 (1235+58),26090.41,Block Valve - East Canal (1513+49),1695.91,16,0.25,,52000,,18,0.05,,,,,0.4,0.4, 05:53,1170,1933,1392,1170,0.841,1.19,1932,1391,,,35.5290505,-119.6535828,290.9, INT ML,Pitting,,,MFL/CLP,,
7502,Weld,,,152203.75,1496+95,59.82,60.21,60.21,27040,Block Valve - I-5 (1235+58),26132.79,Block Valve - East Canal (1513+49),1653.53,16,0.25,,52000, 10:20,,,,,,,,,,1170,,,1170,,,,,,,35.5290493,-119.6537251,291.2,GIRTH WELD,,,,MFL/CLP,,
7503,Weld,,,152263.96,1497+55,60.21,40.53,40.53,27050,Block Valve - I-5 (1235+58),26193,Block Valve - East Canal (1513+49),1593.32,16,0.25,,52000, 09:36,,,,,,,,,,1170,,,1170,,,,,,,35.5290479,-119.6539272,291.7,GIRTH WELD,,,,MFL/CLP,,
7504,Weld,,,152304.5,1497+96,40.53,60.39,60.39,27060,Block Valve - I-5 (1235+58),26233.53,Block Valve - East Canal (1513+49),1552.79,16,0.25,,52000, 10:00,,,,,,,,,,1170,,,1170,,,,,,,35.5290475,-119.6540633,291.9,GIRTH WELD,,,,MFL/CLP,,
7505,Weld,,,152364.89,1498+56,60.39,60.16,60.16,27070,Block Valve - I-5 (1235+58),26293.93,Block Valve - East Canal (1513+49),1492.4,16,0.25,,52000, 02:24,,,,,,,,,,1170,,,1170,,,,,,,35.5290464,-119.654266,292.4,GIRTH WELD,,,,MFL/CLP,,
7506,Anomaly - Corrosion,,INT,152387.16,1498+79,22.27,37.89,60.16,27070,Block Valve - I-5 (1235+58),26316.2,Block Valve - East Canal (1513+49),1470.13,16,0.25,,52000,,18,0.05,,,,,0.4,0.5, 06:06,1170,1934,1393,1170,0.84,1.19,1933,1392,,,35.5290458,-119.6543407,292.5, INT ML,Circumferential Slotting,,,MFL/CLP,,
7507,Anomaly - Corrosion,,INT,152391.68,1498+83,26.79,33.38,60.16,27070,Block Valve - I-5 (1235+58),26320.72,Block Valve - East Canal (1513+49),1465.61,16,0.25,,52000,,16,0.04,,,,,0.4,0.5, 05:51,1170,1934,1392,1170,0.84,1.19,1933,1392,,,35.5290456,-119.6543559,292.5, INT ML,Pitting,,,MFL/CLP,,
7508,Anomaly - Corrosion,,INT,152412.38,1499+04,47.49,12.67,60.16,27070,Block Valve - I-5 (1235+58),26341.42,Block Valve - East Canal (1513+49),1444.91,16,0.25,,52000,,20,0.05,,,,,0.4,0.5, 06:08,1170,1932,1391,1170,0.841,1.189,1931,1390,,,35.5290447,-119.6544254,292.5, INT ML,Pitting,,,MFL/CLP,,
7509,Anomaly - Corrosion,,INT,152413.47,1499+05,48.58,11.59,60.16,27070,Block Valve - I-5 (1235+58),26342.51,Block Valve - East Canal (1513+49),1443.82,16,0.25,,52000,,15,0.04,,,,,0.6,0.6, 06:04,1170,1931,1390,1170,0.842,1.188,1930,1389,,,35.5290447,-119.654429,292.5, INT ML,Pitting,,,MFL/CLP,,
7510,Anomaly - Corrosion,,INT,152420.21,1499+12,55.32,4.85,60.16,27070,Block Valve - I-5 (1235+58),26349.25,Block Valve - East Canal (1513+49),1437.08,16,0.25,,52000,,16,0.04,,,,,1.2,1.5, 05:58,1170,1909,1375,1170,0.851,1.175,1903,1371,,,35.5290443,-119.6544517,292.5, INT ML,General Metal Loss,,,MFL/CLP,,
7511,Anomaly - Corrosion,,INT,152422.24,1499+14,57.36,2.81,60.16,27070,Block Valve - I-5 (1235+58),26351.28,Block Valve - East Canal (1513+49),1435.04,16,0.25,,52000,,16,0.04,,,,,0.9,0.8, 05:51,1170,1920,1382,1170,0.847,1.181,1916,1380,,,35.5290442,-119.6544585,292.5, INT ML,Pitting,,,MFL/CLP,,
7512,Weld,,,152425.05,1499+17,60.16,60.36,60.36,27080,Block Valve - I-5 (1235+58),26354.09,Block Valve - East Canal (1513+49),1432.23,16,0.25,,52000, 07:04,,,,,,,,,,1170,,,1170,,,,,,,35.5290441,-119.6544679,292.5,GIRTH WELD,,,,MFL/CLP,,
7513,Anomaly - Corrosion,,INT,152426.53,1499+18,1.48,58.88,60.36,27080,Block Valve - I-5 (1235+58),26355.57,Block Valve - East Canal (1513+49),1430.76,16,0.25,,52000,,21,0.05,,,,,0.7,0.7, 05:34,1170,1922,1384,1170,0.846,1.183,1919,1381,,,35.529044,-119.6544729,292.5, INT ML,Pitting,,,MFL/CLP,,
7514,Anomaly - Corrosion,,INT,152427.23,1499+19,2.18,58.18,60.36,27080,Block Valve - I-5 (1235+58),26356.27,Block Valve - East Canal (1513+49),1430.06,16,0.25,,52000,,15,0.04,,,,,0.9,0.8, 05:42,1170,1921,1383,1170,0.846,1.182,1918,1381,,,35.529044,-119.6544752,292.5, INT ML,Pitting,,,MFL/CLP,,
7515,Anomaly - Corrosion,,INT,152428.16,1499+20,3.11,57.25,60.36,27080,Block Valve - I-5 (1235+58),26357.2,Block Valve - East Canal (1513+49),1429.13,16,0.25,,52000,,24,0.06,,,,,0.7,0.7, 05:38,1170,1919,1382,1170,0.847,1.181,1915,1379,,,35.5290439,-119.6544784,292.5, INT ML,Pitting,,,MFL/CLP,,
7516,Anomaly - Corrosion,,INT,152431.41,1499+23,6.36,54.01,60.36,27080,Block Valve - I-5 (1235+58),26360.45,Block Valve - East Canal (1513+49),1425.88,16,0.25,,52000,,28,0.07,,,,,0.3,0.2, 05:34,1170,1934,1392,1170,0.84,1.19,1933,1392,,,35.5290438,-119.6544893,292.5,*INT ML,Pinhole,,,MFL/CLP,,
7517,Anomaly - Corrosion,,INT,152481.45,1499+73,56.4,3.96,60.36,27080,Block Valve - I-5 (1235+58),26410.49,Block Valve - East Canal (1513+49),1375.84,16,0.25,,52000,,21,0.05,,,,,0.5,0.5, 06:02,1170,1930,1390,1170,0.842,1.188,1929,1389,,,35.5290421,-119.6546572,292.7, INT ML,Pitting,,,MFL/CLP,,
7518,Anomaly - Corrosion,,INT,152483.44,1499+75,58.39,1.98,60.36,27080,Block Valve - I-5 (1235+58),26412.47,Block Valve - East Canal (1513+49),1373.85,16,0.25,,52000,,15,0.04,,,,,0.4,0.4, 06:06,1170,1935,1393,1170,0.84,1.191,1934,1393,,,35.529042,-119.6546639,292.8, INT ML,Circumferential Slotting,,,MFL/CLP,,
7519,Weld,,,152485.41,1499+77,60.36,60.77,60.78,27090,Block Valve - I-5 (1235+58),26414.45,Block Valve - East Canal (1513+49),1371.87,16,0.25,,52000, 09:56,,,,,,,,,,1170,,,1170,,,,,,,35.5290419,-119.6546705,292.8,GIRTH WELD,,,,MFL/CLP,,
7520,Anomaly - Corrosion,,INT,152499.89,1499+91,14.48,46.3,60.78,27090,Block Valve - I-5 (1235+58),26428.93,Block Valve - East Canal (1513+49),1357.4,16,0.25,,52000,,16,0.04,,,,,0.5,0.5, 06:02,1170,1932,1391,1170,0.841,1.189,1931,1391,,,35.5290415,-119.6547191,292.8, INT ML,Pitting,,,MFL/CLP,,
7521,Anomaly - Corrosion Cluster,,INT,152500.48,1499+92,15.07,45.71,60.78,27090,Block Valve - I-5 (1235+58),26429.52,Block Valve - East Canal (1513+49),1356.8,16,0.25,,52000,,16,0.04,,,,,1.5,0.8, 06:02,1170,1898,1366,1170,0.856,1.168,1906,1372,,,35.5290415,-119.6547211,292.8, INT ML,Pitting,,,MFL/CLP,,
7522,Anomaly - Corrosion,,INT,152505.58,1499+97,20.17,40.6,60.78,27090,Block Valve - I-5 (1235+58),26434.62,Block Valve - East Canal (1513+49),1351.7,16,0.25,,52000,,15,0.04,,,,,0.5,0.6, 05:49,1170,1932,1391,1170,0.841,1.189,1931,1390,,,35.5290414,-119.6547382,292.8, INT ML,Pitting,,,MFL/CLP,,
7523,Anomaly - Corrosion,,INT,152511.48,1500+03,26.07,34.71,60.78,27090,Block Valve - I-5 (1235+58),26440.52,Block Valve - East Canal (1513+49),1345.8,16,0.25,,52000,,22,0.06,,,,,0.5,0.6, 06:01,1170,1930,1390,1170,0.842,1.188,1928,1388,,,35.5290412,-119.6547581,292.8, INT ML,Pitting,,,MFL/CLP,,
7524,Weld,,,152546.19,1500+38,60.78,60.56,60.56,27100,Block Valve - I-5 (1235+58),26475.23,Block Valve - East Canal (1513+49),1311.1,16,0.25,,52000, 07:16,,,,,,,,,,1170,,,1170,,,,,,,35.5290405,-119.6548745,293.2,GIRTH WELD,,,,MFL/CLP,,
7525,Anomaly - Corrosion,,INT,152579.14,1500+71,32.95,27.62,60.56,27100,Block Valve - I-5 (1235+58),26508.18,Block Valve - East Canal (1513+49),1278.15,16,0.25,,52000,,17,0.04,,,,,0.5,0.6, 05:54,1170,1931,1390,1170,0.842,1.188,1930,1389,,,35.5290396,-119.6549851,293.5, INT ML,Pitting,,,MFL/CLP,,
7526,Anomaly - Corrosion,,INT,152588.98,1500+80,42.79,17.77,60.56,27100,Block Valve - I-5 (1235+58),26518.02,Block Valve - East Canal (1513+49),1268.31,16,0.25,,52000,,16,0.04,,,,,0.4,0.4, 05:42,1170,1934,1392,1170,0.84,1.19,1933,1392,,,35.5290392,-119.6550182,293.6, INT ML,Pitting,,,MFL/CLP,,
7527,Weld,,,152606.75,1500+98,60.56,60.22,60.22,27110,Block Valve - I-5 (1235+58),26535.79,Block Valve - East Canal (1513+49),1250.54,16,0.25,,52000, 09:52,,,,,,,,,,1170,,,1170,,,,,,,35.5290387,-119.6550778,293.9,GIRTH WELD,,,,MFL/CLP,,
7528,Anomaly - Corrosion,,INT,152663.44,1501+55,56.69,3.54,60.22,27110,Block Valve - I-5 (1235+58),26592.48,Block Valve - East Canal (1513+49),1193.85,16,0.25,,52000,,22,0.06,,,,,0.4,0.5, 05:40,1170,1931,1390,1170,0.842,1.188,1930,1389,,,35.5290371,-119.6552681,294.9, INT ML,Pitting,,,MFL/CLP,,
7529,Weld,,,152666.98,1501+58,60.22,60.57,60.57,27120,Block Valve - I-5 (1235+58),26596.01,Block Valve - East Canal (1513+49),1190.31,16,0.25,,52000, 07:04,,,,,,,,,,1170,,,1170,,,,,,,35.529037,-119.65528,295,GIRTH WELD,,,,MFL/CLP,,
7530,Weld - Change in wall thickness,,,152727.55,1502+19,60.57,60.28,60.28,27130,Block Valve - I-5 (1235+58),26656.59,Block Valve - East Canal (1513+49),1129.74,16,0.281,,52000, 11:32,,,,,,,,,,1170,,,1315,,,,,,,35.5290358,-119.6554832,296.4,GIRTH WELD NWT 0.250/0.281IN,,,,MFL/CLP,,
7531,Weld - Change in wall thickness,,,152787.82,1502+79,60.28,60.72,60.72,27140,Block Valve - I-5 (1235+58),26716.86,Block Valve - East Canal (1513+49),1069.47,16,0.25,,52000, 07:32,,,,,,,,,,1170,,,1170,,,,,,,35.529035,-119.6556855,297.6,GIRTH WELD NWT 0.281/0.250IN,,,,MFL/CLP,,
7532,Weld,,,152848.54,1503+40,60.72,60.69,60.7,27150,Block Valve - I-5 (1235+58),26777.58,Block Valve - East Canal (1513+49),1008.74,16,0.25,,52000, 10:32,,,,,,,,,,1170,,,1170,,,,,,,35.5290332,-119.6558893,298.8,GIRTH WELD,,,,MFL/CLP,,
7533,Anomaly - Corrosion,,INT,152872.78,1503+64,24.24,36.46,60.7,27150,Block Valve - I-5 (1235+58),26801.82,Block Valve - East Canal (1513+49),984.51,16,0.25,,52000,,17,0.04,,,,,0.5,0.5, 05:58,1170,1931,1390,1170,0.842,1.188,1930,1389,,,35.5290325,-119.6559707,299.1, INT ML,Pitting,,,MFL/CLP,,
7534,Anomaly - Corrosion,,INT,152873.14,1503+65,24.6,36.1,60.7,27150,Block Valve - I-5 (1235+58),26802.18,Block Valve - East Canal (1513+49),984.15,16,0.25,,52000,,16,0.04,,,,,0.4,0.4, 06:02,1170,1935,1393,1170,0.84,1.19,1934,1392,,,35.5290325,-119.6559719,299.1, INT ML,Circumferential Slotting,,,MFL/CLP,,
7535,Anomaly - Corrosion,,INT,152873.8,1503+65,25.25,35.44,60.7,27150,Block Valve - I-5 (1235+58),26802.84,Block Valve - East Canal (1513+49),983.49,16,0.25,,52000,,23,0.06,,,,,0.4,0.5, 06:02,1170,1931,1390,1170,0.842,1.188,1929,1389,,,35.5290325,-119.655974,299.1,*INT ML,Pitting,,,MFL/CLP,,
7536,Weld,,,152909.24,1504+01,60.7,60.59,60.59,27160,Block Valve - I-5 (1235+58),26838.27,Block Valve - East Canal (1513+49),948.05,16,0.25,,52000, 07:12,,,,,,,,,,1170,,,1170,,,,,,,35.5290321,-119.656093,299.5,GIRTH WELD,,,,MFL/CLP,,
7537,Anomaly - Corrosion,,INT,152919.7,1504+11,10.46,50.14,60.59,27160,Block Valve - I-5 (1235+58),26848.73,Block Valve - East Canal (1513+49),937.59,16,0.25,,52000,,15,0.04,,,,,0.4,0.4, 05:54,1170,1934,1393,1170,0.84,1.19,1933,1392,,,35.5290319,-119.6561281,299.5, INT ML,Pitting,,,MFL/CLP,,
7538,Anomaly - Corrosion,,INT,152930.96,1504+23,21.72,38.88,60.59,27160,Block Valve - I-5 (1235+58),26859.99,Block Valve - East Canal (1513+49),926.33,16,0.25,,52000,,20,0.05,,,,,0.6,0.6, 05:56,1170,1928,1389,1170,0.843,1.187,1926,1387,,,35.5290317,-119.6561659,299.7, INT ML,Pitting,,,MFL/CLP,,
7539,Weld,,,152969.83,1504+61,60.59,43.71,43.71,27170,Block Valve - I-5 (1235+58),26898.87,Block Valve - East Canal (1513+49),887.46,16,0.25,,52000, 02:20,,,,,,,,,,1170,,,1170,,,,,,,35.5290305,-119.6562964,300,GIRTH WELD,,,,MFL/CLP,,
