Feature Number (sequential order),Vendor-Specific Feature Name,Standard Feature Name,INT/ EXT (ID/OD),Odometer,Station Number,Distance to U/S weld,Distance to D/S weld,Joint Length,Defect Joint Number,Upstream (U/S) Reference Name,Upstream (U/S) Reference Distance From,Downstream (D/S) Reference Name,Downstream (D/S) Reference Distance To,Diameter,Nominal Wall Thickness,Measured Wall Thickness,Pipe Grade (SMYS),Long Seam Orientation,Metal Loss Depth,Metal Loss Depth,Deformation Depth,Deformation Depth,Crack Depth,Crack Depth,Length,Width,Orientation,MOP,Modified B31.G Pburst,Modified B31.G Psafe,Design Pressure (72% SMYS),ERF,RPR,Effective Area Pburst,Effective Area Psafe,Group Number,Group Category,NAD 83 Latittude,NAD 83 Longititude,NAVD 88 elevation,Comments,POF classification,Excavation/ Repair Required,SPLC Notes,Tool Type/ Technology,Length/A (x),Width/A (y)
40002284,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,258.49",263+65,17.4,24.08,41.49,6230,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,841.48","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,865.87",8.625,0.25,,42000,,17,0.043,,,,,0.519,0.483,6:15,1440,2996,2157,1753,0.668,1.23,2992,2154,,,35.6456091,-119.7940595,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002285,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,262.05",263+61,20.99,20.5,41.49,6230,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,845.04","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,862.30",8.625,0.25,,42000,,16,0.041,,,,,1.094,0.826,6:00,1440,2949,2123,1753,0.678,1.211,2936,2114,,,35.6456038,-119.7940696,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002286,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,264.33",263+59,23.26,18.23,41.49,6230,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,847.32","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,860.02",8.625,0.25,,42000,,19,0.047,,,,,0.851,0.648,6:00,1440,2963,2133,1753,0.675,1.217,2952,2126,,,35.6456005,-119.7940761,,Metal Loss,PITT,,,MFL+DEF (xHD),,
6240,Weld,Weld - Longitudinal seam,,"22,282.60",263+41,,,41.17,6230,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,865.58","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,841.76",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6455735,-119.7941281,,,,,,MFL+DEF (xHD),,
40002287,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,297.47",263+26,14.91,26.26,41.17,6240,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,880.46","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,826.89",8.625,0.25,,42000,,19,0.048,,,,,0.846,0.612,6:00,1440,2962,2133,1753,0.675,1.217,2951,2125,,,35.6455512,-119.7941701,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002288,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,300.91",263+22,18.36,22.82,41.17,6240,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,883.90","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,823.44",8.625,0.25,,42000,,19,0.047,,,,,0.922,0.757,6:00,1440,2956,2129,1753,0.677,1.214,2944,2120,,,35.645546,-119.7941798,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002289,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,301.36",263+22,18.79,22.38,41.17,6240,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,884.35","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,823.00",8.625,0.25,,42000,,18,0.044,,,,,0.698,0.506,6:00,1440,2980,2146,1753,0.671,1.224,2973,2141,,,35.6455453,-119.7941811,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002290,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,315.25",263+08,32.69,8.48,41.17,6240,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,898.24","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,809.10",8.625,0.25,,42000,,17,0.042,,,,,0.867,0.555,6:00,1440,2967,2137,1753,0.674,1.219,2958,2130,,,35.6455244,-119.7942203,,Metal Loss,PITT,,,MFL+DEF (xHD),,
6250,Weld,Weld - Longitudinal seam,,"22,323.77",263+00,,,41.51,6240,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,906.75","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,800.59",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6455113,-119.794245,,,,,,MFL+DEF (xHD),,
40002291,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,329.83",262+94,6.1,35.41,41.51,6250,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,912.82","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,794.53",8.625,0.25,,42000,,16,0.04,,,,,0.875,0.634,6:00,1440,2970,2138,1753,0.673,1.22,2960,2132,,,35.6455023,-119.7942622,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002292,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,334.33",262+89,10.59,30.92,41.51,6250,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,917.32","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,790.03",8.625,0.25,,42000,,17,0.041,,,,,0.533,0.483,6:00,1440,2995,2157,1753,0.668,1.23,2991,2154,,,35.6454955,-119.7942749,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002293,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,334.85",262+89,11.12,30.38,41.51,6250,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,917.84","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,789.51",8.625,0.25,,42000,,18,0.044,,,,,0.947,0.595,6:00,1440,2958,2130,1753,0.676,1.215,2946,2121,,,35.6454947,-119.7942764,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002294,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,340.55",262+83,16.84,24.67,41.51,6250,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,923.53","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,783.81",8.625,0.25,,42000,,18,0.044,,,,,1.529,0.931,6:15,1440,2898,2087,1753,0.69,1.19,2875,2070,,,35.6454862,-119.7942925,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002295,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,341.85",262+82,18.12,23.39,41.51,6250,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,924.84","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,782.51",8.625,0.25,,42000,,19,0.047,,,,,0.782,0.54,6:00,1440,2970,2139,1753,0.673,1.22,2961,2132,,,35.6454843,-119.7942962,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002296,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,348.65",262+75,24.92,16.59,41.51,6250,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,931.64","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,775.71",8.625,0.25,,42000,,16,0.04,,,,,0.858,0.923,6:00,1440,2971,2139,1753,0.673,1.22,2962,2133,,,35.6454741,-119.7943155,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002297,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,358.61",262+65,34.88,6.63,41.51,6250,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,941.60","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,765.75",8.625,0.25,,42000,,20,0.049,,,,,0.828,0.813,6:00,1440,2963,2133,1753,0.675,1.217,2951,2125,,,35.6454593,-119.7943436,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002298,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,363.31",262+60,39.58,1.92,41.51,6250,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,946.30","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,761.05",8.625,0.25,,42000,,15,0.038,,,,,0.893,0.484,5:45,1440,2971,2139,1753,0.673,1.22,2962,2132,,,35.6454522,-119.794357,,Metal Loss,PITT,,,MFL+DEF (xHD),,
6260,Weld,Weld - Longitudinal seam,,"22,365.28",262+58,,,41.43,6250,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,948.26","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,759.08",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6454502,-119.7943608,,,,,,MFL+DEF (xHD),,
40002299,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,366.46",262+57,1.23,40.2,41.43,6260,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,949.44","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,757.90",8.625,0.25,,42000,,15,0.038,,,,,1.172,0.758,6:00,1440,2947,2122,1753,0.679,1.21,2933,2112,,,35.6454485,-119.7943642,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002300,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,393.75",262+30,28.51,12.92,41.43,6260,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,976.74","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,730.61",8.625,0.25,,42000,,16,0.041,,,,,0.798,0.572,5:45,1440,2975,2142,1753,0.672,1.222,2967,2136,,,35.6454084,-119.794442,,Metal Loss,PITT,,,MFL+DEF (xHD),,
6270,Weld,Weld - Longitudinal seam,,"22,406.70",262+17,,,41.07,6260,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,989.69","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,717.66",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6453899,-119.794478,,,,,,MFL+DEF (xHD),,
40002301,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,416.60",262+07,9.93,31.14,41.07,6270,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,999.58","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,707.76",8.625,0.25,,42000,,17,0.042,,,,,0.983,0.69,6:00,1440,2958,2130,1753,0.676,1.215,2946,2121,,,35.6453751,-119.794506,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002302,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,417.25",262+07,10.59,30.48,41.07,6270,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,000.24","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,707.11",8.625,0.25,,42000,,16,0.039,,,,,1.054,0.718,6:00,1440,2955,2128,1753,0.677,1.214,2943,2119,,,35.6453742,-119.7945079,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002303,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,424.95",261+99,18.28,22.79,41.07,6270,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,007.94","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,699.41",8.625,0.25,,42000,,15,0.038,,,,,0.795,0.517,6:00,1440,2978,2144,1753,0.672,1.223,2971,2139,,,35.6453627,-119.7945297,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002304,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,430.25",261+94,23.59,17.49,41.07,6270,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,013.24","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,694.10",8.625,0.25,,42000,,16,0.039,,,,,0.825,0.557,6:00,1440,2975,2142,1753,0.672,1.222,2967,2137,,,35.6453548,-119.7945447,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002305,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,441.32",261+83,34.66,6.42,41.07,6270,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,024.31","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,683.04",8.625,0.25,,42000,,18,0.044,,,,,0.892,0.536,6:00,1440,2962,2133,1753,0.675,1.217,2952,2125,,,35.6453382,-119.7945761,,Metal Loss,PITT,,,MFL+DEF (xHD),,
6280,Weld,Weld - Longitudinal seam,,"22,447.78",261+76,,,41.45,6270,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,030.76","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,676.58",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6453282,-119.7945951,,,,,,MFL+DEF (xHD),,
40002306,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,450.86",261+73,3.12,38.33,41.45,6280,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,033.85","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,673.50",8.625,0.25,,42000,,20,0.051,,,,,0.837,0.533,6:00,1440,2960,2131,1753,0.676,1.216,2948,2123,,,35.6453236,-119.7946038,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002307,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,465.97",261+58,18.22,23.23,41.45,6280,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,048.95","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,658.39",8.625,0.25,,42000,,18,0.045,,,,,0.738,0.675,6:00,1440,2976,2143,1753,0.672,1.222,2968,2137,,,35.6453011,-119.7946467,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002308,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,483.30",261+41,35.54,5.91,41.45,6280,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,066.28","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,641.06",8.625,0.25,,42000,,22,0.056,,,,,0.498,0.386,6:00,1440,2991,2153,1753,0.669,1.228,2985,2149,,,35.6452753,-119.7946958,,Metal Loss,AXSL,,,MFL+DEF (xHD),,
40002309,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,483.97",261+40,36.23,5.22,41.45,6280,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,066.96","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,640.39",8.625,0.25,,42000,,18,0.044,,,,,0.749,0.583,6:00,1440,2976,2143,1753,0.672,1.222,2968,2137,,,35.6452743,-119.7946977,,Metal Loss,PITT,,,MFL+DEF (xHD),,
6290,Weld,Weld - Longitudinal seam,,"22,489.22",261+35,,,41.24,6280,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,072.21","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,635.13",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6452672,-119.7947112,,,,,,MFL+DEF (xHD),,
40002310,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,526.33",260+98,37.13,4.11,41.24,6290,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,109.32","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,598.03",8.625,0.25,,42000,,21,0.052,,,,,0.651,0.667,6:00,1440,2978,2145,1753,0.671,1.223,2971,2139,,,35.6452124,-119.7948168,,Metal Loss,PITT,,,MFL+DEF (xHD),,
6300,Weld,Weld - Longitudinal seam,,"22,530.47",260+94,,,41.5,6290,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,113.45","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,593.89",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6452063,-119.7948285,,,,,,MFL+DEF (xHD),,
40002311,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,534.55",260+90,4.12,37.38,41.5,6300,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,117.53","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,589.81",8.625,0.25,,42000,,21,0.052,,,,,0.905,0.701,6:15,1440,2951,2125,1753,0.678,1.212,2937,2115,,,35.6452003,-119.7948401,,Metal Loss,PITT,,,MFL+DEF (xHD),,
6310,Weld,Weld - Longitudinal seam,,"22,571.96",260+53,,,41.15,6300,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,154.95","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,552.40",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6451456,-119.7949453,,,,,,MFL+DEF (xHD),,
6320,Weld,Weld - Longitudinal seam,,"22,613.12",260+12,,,41.44,6310,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,196.10","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,511.24",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.645084,-119.7950621,,,,,,MFL+DEF (xHD),,
40002312,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,613.19",260+12,0.1,41.34,41.44,6320,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,196.18","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,511.16",8.625,0.25,,42000,,16,0.039,,,,,0.543,0.505,5:45,1440,2996,2157,1753,0.668,1.231,2992,2154,,,35.6450839,-119.7950623,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002313,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,613.53",260+12,0.43,41,41.44,6320,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,196.52","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,510.83",8.625,0.25,,42000,,18,0.045,,,,,0.432,0.333,6:00,1440,3000,2160,1753,0.667,1.232,2997,2158,,,35.6450834,-119.7950633,,Metal Loss,AXSL,,,MFL+DEF (xHD),,
40002314,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,614.95",260+10,1.86,39.58,41.44,6320,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,197.94","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,509.40",8.625,0.25,,42000,,16,0.039,,,,,0.437,0.431,5:45,1440,3002,2162,1753,0.666,1.233,3000,2160,,,35.6450813,-119.7950673,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002315,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,645.31",259+80,32.22,9.22,41.44,6320,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,228.29","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,479.05",8.625,0.25,,42000,,17,0.042,,,,,0.713,0.474,6:00,1440,2981,2146,1753,0.671,1.224,2974,2141,,,35.6450363,-119.7951536,,Metal Loss,PITT,,,MFL+DEF (xHD),,
6330,Weld,Weld - Longitudinal seam,,"22,654.55",259+71,,,41.44,6320,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,237.54","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,469.81",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6450229,-119.7951793,,,,,,MFL+DEF (xHD),,
40002316,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,678.15",259+47,23.64,17.8,41.44,6330,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,261.13","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,446.21",8.625,0.25,,42000,,17,0.042,,,,,0.947,0.625,6:00,1440,2961,2132,1753,0.675,1.216,2950,2124,,,35.644988,-119.7952464,,Metal Loss,PITT,,,MFL+DEF (xHD),,
6340,Weld,Weld - Longitudinal seam,,"22,695.99",259+30,,,41.48,6330,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,278.98","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,428.37",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6449618,-119.7952967,,,,,,MFL+DEF (xHD),,
40002317,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,696.60",259+29,0.65,40.83,41.48,6340,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,279.58","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,427.76",8.625,0.25,,42000,,15,0.038,,,,,0.885,0.715,6:00,1440,2971,2139,1753,0.673,1.22,2963,2133,,,35.6449609,-119.7952984,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002318,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,713.06",259+13,17.1,24.38,41.48,6340,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,296.04","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,411.30",8.625,0.25,,42000,,15,0.038,,,,,0.673,0.547,6:00,1440,2988,2152,1753,0.669,1.227,2983,2148,,,35.6449365,-119.7953452,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002319,Metal Loss,Anomaly - Corrosion cluster,External,"22,718.85",259+07,22.89,18.58,41.48,6340,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,301.84","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,405.51",8.625,0.25,,42000,,18,0.045,,,,,0.818,0.556,6:00,1440,2969,2138,1753,0.674,1.219,2959,2131,,,35.6449279,-119.7953616,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002320,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,730.28",258+96,34.32,7.16,41.48,6340,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,313.26","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,394.08",8.625,0.25,,42000,,16,0.04,,,,,0.704,0.634,6:15,1440,2984,2149,1753,0.67,1.226,2978,2144,,,35.6449109,-119.7953941,,Metal Loss,PITT,,,MFL+DEF (xHD),,
6350,Weld,Weld - Longitudinal seam,,"22,737.47",258+89,,,41.43,6340,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,320.45","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,386.89",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6449003,-119.7954144,,,,,,MFL+DEF (xHD),,
40002321,Metal Loss,Anomaly - Corrosion cluster,External,"22,740.81",258+85,3.37,38.05,41.43,6350,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,323.79","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,383.55",8.625,0.25,,42000,,15,0.038,,,,,0.782,0.659,5:00,1440,2980,2146,1753,0.671,1.224,2973,2141,,,35.6448954,-119.7954239,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002322,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,743.46",258+83,6.03,35.4,41.43,6350,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,326.45","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,380.89",8.625,0.25,,42000,,16,0.039,,,,,0.697,0.579,6:00,1440,2985,2149,1753,0.67,1.226,2979,2145,,,35.6448915,-119.7954315,,Metal Loss,PITT,,,MFL+DEF (xHD),,
6360,Weld,Weld - Longitudinal seam,,"22,778.89",258+47,,,41.53,6350,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,361.88","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,345.47",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6448392,-119.7955322,,,,,,MFL+DEF (xHD),,
40002323,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,787.17",258+39,8.3,33.23,41.53,6360,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,370.15","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,337.19",8.625,0.25,,42000,,16,0.04,,,,,0.712,0.892,6:00,1440,2984,2148,1753,0.67,1.225,2977,2144,,,35.6448269,-119.7955557,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002324,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,789.64",258+37,10.79,30.74,41.53,6360,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,372.62","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,334.72",8.625,0.25,,42000,,17,0.042,,,,,1.061,0.614,5:45,1440,2950,2124,1753,0.678,1.212,2937,2115,,,35.6448232,-119.7955627,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002325,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,790.32",258+36,11.46,30.07,41.53,6360,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,373.30","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,334.04",8.625,0.25,,42000,,15,0.038,,,,,0.818,0.527,5:45,1440,2977,2144,1753,0.672,1.223,2970,2138,,,35.6448222,-119.7955646,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002326,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,793.43",258+33,14.58,26.96,41.53,6360,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,376.42","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,330.93",8.625,0.25,,42000,,21,0.052,,,,,0.904,0.586,5:45,1440,2950,2124,1753,0.678,1.212,2936,2114,,,35.6448176,-119.7955734,,Metal Loss,PITT,,,MFL+DEF (xHD),,
6370,Weld,Weld - Longitudinal seam,,"22,820.43",258+06,,,41.48,6360,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,403.41","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,303.93",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6447773,-119.7956502,,,,,,MFL+DEF (xHD),,
40002327,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,843.44",257+83,23.04,18.44,41.48,6370,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,426.43","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,280.92",8.625,0.25,,42000,,20,0.051,,,,,0.563,0.41,6:00,1440,2987,2151,1753,0.67,1.227,2981,2147,,,35.6447432,-119.7957156,,Metal Loss,PITT,,,MFL+DEF (xHD),,
6380,Weld,Weld - Longitudinal seam,,"22,861.90",257+65,,,41.18,6370,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,444.89","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,262.46",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6447161,-119.7957675,,,,,,MFL+DEF (xHD),,
40002328,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,873.01",257+54,11.14,30.04,41.18,6380,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","2,456.00","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,251.35",8.625,0.25,,42000,,21,0.054,,,,,0.675,0.536,6:00,1440,2975,2142,1753,0.672,1.222,2966,2135,,,35.6446996,-119.795799,,Metal Loss,PITT,,,MFL+DEF (xHD),,
