Feature Number (sequential order),Vendor-Specific Feature Name,Standard Feature Name,INT/ EXT (ID/OD),Odometer,Station Number,Distance to U/S weld,Distance to D/S weld,Joint Length,Defect Joint Number,Upstream (U/S) Reference Name,Upstream (U/S) Reference Distance From,Downstream (D/S) Reference Name,Downstream (D/S) Reference Distance To,Diameter,Nominal Wall Thickness,Measured Wall Thickness,Pipe Grade (SMYS),Long Seam Orientation,Metal Loss Depth,Metal Loss Depth,Deformation Depth,Deformation Depth,Crack Depth,Crack Depth,Length,Width,Orientation,MOP,Modified B31.G Pburst,Modified B31.G Psafe,Design Pressure (72% SMYS),ERF,RPR,Effective Area Pburst,Effective Area Psafe,Group Number,Group Category,NAD 83 Latittude,NAD 83 Longititude,NAVD 88 elevation,Comments,POF classification,Excavation/ Repair Required,SPLC Notes,Tool Type/ Technology,Length/A (x),Width/A (y)
40001515,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,559.45",300+46,27.96,13.51,41.47,5320,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,209.56","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,857.57",8.625,0.25,,42000,,16,0.04,,,,,1.062,0.604,6:00,1440,2953,2126,1753,0.677,1.213,2940,2117,,,35.6510328,-119.7835813,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001516,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,560.73",300+45,29.22,12.25,41.47,5320,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,210.84","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,856.29",8.625,0.25,,42000,,16,0.039,,,,,0.57,0.501,6:00,1440,2994,2156,1753,0.668,1.23,2990,2153,,,35.651031,-119.783585,,Metal Loss,PITT,,,MFL+DEF (xHD),,
5330,Weld,Weld - Longitudinal seam,,"18,573.00",300+33,,,40.58,5320,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,223.11","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,844.01",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6510139,-119.7836202,,,,,,MFL+DEF (xHD),,
40001517,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,573.34",300+33,0.37,40.22,40.58,5330,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,223.45","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,843.68",8.625,0.25,,42000,,17,0.043,,,,,0.773,0.682,6:00,1440,2975,2142,1753,0.672,1.222,2967,2136,,,35.6510134,-119.7836212,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001518,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,573.68",300+32,0.72,39.87,40.58,5330,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,223.79","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,843.33",8.625,0.25,,42000,,16,0.041,,,,,0.848,0.808,6:15,1440,2971,2139,1753,0.673,1.22,2962,2132,,,35.6510129,-119.7836222,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001519,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,586.59",300+19,13.62,26.96,40.58,5330,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,236.70","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,830.42",8.625,0.25,,42000,,19,0.047,,,,,0.781,0.697,6:00,1440,2970,2139,1753,0.673,1.22,2961,2132,,,35.6509944,-119.7836593,,Metal Loss,PITT,,,MFL+DEF (xHD),,
5340,Weld,Weld - Longitudinal seam,,"18,613.58",299+92,,,41.51,5330,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,263.70","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,803.43",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.650955,-119.7837381,,,,,,MFL+DEF (xHD),,
40001520,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,613.80",299+92,0.24,41.26,41.51,5340,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,263.91","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,803.21",8.625,0.25,,42000,,18,0.046,,,,,0.592,0.549,5:45,1440,2988,2151,1753,0.669,1.227,2982,2147,,,35.6509547,-119.7837387,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001521,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,614.31",299+92,0.76,40.74,41.51,5340,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,264.42","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,802.71",8.625,0.25,,42000,,23,0.057,,,,,0.989,0.898,6:15,1440,2932,2111,1753,0.682,1.204,2914,2098,,,35.6509539,-119.7837402,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001522,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,635.21",299+71,21.65,19.86,41.51,5340,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,285.32","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,781.81",8.625,0.25,,42000,,27,0.068,,,,,0.556,0.498,6:00,1440,2977,2143,1753,0.672,1.222,2967,2137,,,35.6509233,-119.7837998,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001523,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,637.88",299+68,24.34,17.17,41.51,5340,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,288.00","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,779.13",8.625,0.25,,42000,,15,0.039,,,,,0.974,0.829,6:00,1440,2963,2134,1753,0.675,1.217,2953,2126,,,35.6509193,-119.7838074,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001524,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,638.72",299+67,25.17,16.34,41.51,5340,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,288.83","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,778.29",8.625,0.25,,42000,,20,0.049,,,,,0.762,0.641,6:00,1440,2970,2138,1753,0.673,1.22,2961,2132,,,35.6509181,-119.7838098,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001525,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,640.51",299+66,27.03,14.48,41.51,5340,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,290.62","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,776.50",8.625,0.25,,42000,,18,0.046,,,,,2.397,0.823,6:00,1440,2813,2026,1753,0.711,1.155,2778,2000,,,35.6509155,-119.7838149,,Metal Loss,AXGR,,,MFL+DEF (xHD),,
40001526,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,641.76",299+64,28.22,13.29,41.51,5340,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,291.88","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,775.25",8.625,0.25,,42000,,19,0.047,,,,,0.97,0.905,6:00,1440,2951,2124,1753,0.678,1.212,2937,2115,,,35.6509136,-119.7838185,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001527,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,643.55",299+63,30,11.5,41.51,5340,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,293.67","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,773.46",8.625,0.25,,42000,,17,0.041,,,,,0.774,0.919,6:00,1440,2977,2143,1753,0.672,1.223,2969,2138,,,35.650911,-119.7838236,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001528,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,645.98",299+60,32.45,9.06,41.51,5340,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,296.09","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,771.04",8.625,0.25,,42000,,17,0.043,,,,,1.266,1.104,6:15,1440,2928,2108,1753,0.683,1.203,2910,2095,,,35.6509075,-119.7838305,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001529,Metal Loss,Anomaly - Corrosion cluster,External,"18,650.86",299+55,37.3,4.21,41.51,5340,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,300.98","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,766.15",8.625,0.25,,42000,,16,0.041,,,,,0.431,0.333,6:00,1440,3002,2161,1753,0.666,1.233,2999,2160,,,35.6509003,-119.7838444,,Metal Loss,AXSL,,,MFL+DEF (xHD),,
40001530,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,653.03",299+53,39.48,2.03,41.51,5340,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,303.15","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,763.98",8.625,0.25,,42000,,29,0.073,,,,,0.658,0.7,5:45,1440,2958,2130,1753,0.676,1.215,2945,2120,,,35.6508971,-119.7838506,,Metal Loss,PITT,,,MFL+DEF (xHD),,
5350,Weld,Weld - Longitudinal seam,,"18,655.09",299+51,,,41.39,5340,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,305.20","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,761.93",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.650896,-119.7838527,,,,,,MFL+DEF (xHD),,
40001531,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,668.75",299+37,13.7,27.68,41.39,5350,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,318.86","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,748.26",8.625,0.25,,42000,,15,0.038,,,,,1.033,1,6:00,1440,2960,2131,1753,0.676,1.216,2949,2123,,,35.6508763,-119.7838919,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001532,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,669.30",299+37,14.25,27.14,41.39,5350,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,319.42","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,747.71",8.625,0.25,,42000,,20,0.049,,,,,0.751,0.61,6:00,1440,2971,2139,1753,0.673,1.22,2962,2132,,,35.6508755,-119.7838935,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001533,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,674.42",299+32,19.36,22.03,41.39,5350,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,324.53","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,742.60",8.625,0.25,,42000,,16,0.04,,,,,0.754,0.489,6:00,1440,2980,2145,1753,0.671,1.224,2973,2140,,,35.6508681,-119.7839082,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001534,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,676.39",299+30,21.31,20.07,41.39,5350,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,326.50","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,740.63",8.625,0.25,,42000,,18,0.046,,,,,0.444,0.411,6:00,1440,2999,2160,1753,0.667,1.232,2996,2157,,,35.6508653,-119.7839139,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001535,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,676.72",299+30,21.65,19.74,41.39,5350,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,326.83","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,740.30",8.625,0.25,,42000,,17,0.042,,,,,0.611,0.488,6:00,1440,2989,2152,1753,0.669,1.228,2984,2148,,,35.6508648,-119.7839148,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001536,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,682.78",299+23,27.72,13.67,41.39,5350,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,332.89","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,734.23",8.625,0.25,,42000,,17,0.044,,,,,0.748,0.462,6:00,1440,2977,2143,1753,0.672,1.223,2969,2138,,,35.6508561,-119.7839322,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001537,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,683.86",299+22,28.79,12.6,41.39,5350,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,333.97","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,733.16",8.625,0.25,,42000,,25,0.062,,,,,0.624,0.569,6:00,1440,2973,2141,1753,0.673,1.221,2964,2134,,,35.6508545,-119.7839353,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001538,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,684.95",299+21,29.89,11.5,41.39,5350,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,335.07","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,732.06",8.625,0.25,,42000,,19,0.046,,,,,0.633,0.575,5:45,1440,2985,2149,1753,0.67,1.226,2978,2144,,,35.6508529,-119.7839385,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001539,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,686.04",299+20,30.98,10.41,41.39,5350,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,336.15","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,730.97",8.625,0.25,,42000,,19,0.048,,,,,0.693,0.496,6:00,1440,2978,2144,1753,0.672,1.223,2970,2138,,,35.6508514,-119.7839416,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001540,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,688.18",299+18,33.12,8.26,41.39,5350,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,338.29","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,728.84",8.625,0.25,,42000,,24,0.06,,,,,0.838,0.685,6:00,1440,2947,2122,1753,0.679,1.21,2932,2111,,,35.6508483,-119.7839477,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001541,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,692.47",299+14,37.42,3.97,41.39,5350,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,342.58","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,724.55",8.625,0.25,,42000,,17,0.042,,,,,0.915,0.805,6:00,1440,2963,2134,1753,0.675,1.217,2953,2126,,,35.6508421,-119.78396,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001542,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,696.36",299+10,41.31,0.08,41.39,5350,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,346.47","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,720.65",8.625,0.25,,42000,,22,0.055,,,,,0.853,0.593,6:00,1440,2952,2126,1753,0.677,1.213,2939,2116,,,35.6508365,-119.7839712,,Metal Loss,PITT,,,MFL+DEF (xHD),,
5360,Weld,Weld - Longitudinal seam,,"18,696.48",299+10,,,41.46,5350,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,346.59","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,720.54",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6508363,-119.7839716,,,,,,MFL+DEF (xHD),,
40001543,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,698.53",299+08,2.09,39.36,41.46,5360,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,348.64","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,718.49",8.625,0.25,,42000,,24,0.059,,,,,1.072,0.574,5:45,1440,2916,2100,1753,0.686,1.198,2895,2084,,,35.6508333,-119.7839775,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001544,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,701.55",299+05,5.1,36.35,41.46,5360,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,351.66","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,715.47",8.625,0.25,,42000,,22,0.054,,,,,0.841,0.534,6:00,1440,2955,2127,1753,0.677,1.213,2941,2118,,,35.650829,-119.7839862,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001545,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,703.29",299+03,6.85,34.61,41.46,5360,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,353.41","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,713.72",8.625,0.25,,42000,,16,0.039,,,,,0.834,0.629,6:00,1440,2975,2142,1753,0.672,1.222,2967,2136,,,35.6508265,-119.7839912,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001546,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,710.22",298+96,13.78,27.68,41.46,5360,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,360.33","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,706.80",8.625,0.25,,42000,,18,0.044,,,,,1.02,0.756,6:00,1440,2950,2124,1753,0.678,1.212,2937,2115,,,35.6508165,-119.784011,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001547,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,713.52",298+93,17.09,24.37,41.46,5360,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,363.63","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,703.50",8.625,0.25,,42000,,21,0.053,,,,,1.166,0.97,6:00,1440,2915,2099,1753,0.686,1.197,2894,2084,,,35.6508117,-119.7840205,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001548,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,713.89",298+92,17.45,24.01,41.46,5360,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,364.01","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,703.12",8.625,0.25,,42000,,15,0.038,,,,,0.723,0.664,6:00,1440,2984,2149,1753,0.67,1.226,2978,2144,,,35.6508112,-119.7840216,,Metal Loss,PITT,,,MFL+DEF (xHD),,
5370,Weld,Weld - Longitudinal seam,,"18,737.93",298+69,,,41.51,5360,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,388.05","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,679.08",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6507767,-119.7840901,,,,,,MFL+DEF (xHD),,
40001549,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,738.61",298+68,0.71,40.79,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,388.73","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,678.40",8.625,0.25,,42000,,24,0.06,,,,,0.853,0.46,5:45,1440,2946,2121,1753,0.679,1.21,2930,2110,,,35.6507757,-119.7840921,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001550,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,739.66",298+67,1.77,39.74,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,389.77","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,677.35",8.625,0.25,,42000,,19,0.047,,,,,1.105,0.792,6:00,1440,2936,2114,1753,0.681,1.206,2919,2102,,,35.6507743,-119.7840951,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001551,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,740.24",298+66,2.34,39.17,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,390.35","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,676.77",8.625,0.25,,42000,,19,0.048,,,,,0.789,0.568,6:00,1440,2969,2138,1753,0.674,1.219,2959,2130,,,35.6507735,-119.7840968,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001552,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,745.32",298+61,7.41,34.1,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,395.43","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,671.70",8.625,0.25,,42000,,15,0.038,,,,,0.664,0.394,6:00,1440,2988,2151,1753,0.669,1.227,2983,2148,,,35.6507663,-119.7841115,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001553,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,747.14",298+59,9.24,32.26,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,397.26","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,669.87",8.625,0.25,,42000,,18,0.045,,,,,0.826,0.557,5:45,1440,2968,2137,1753,0.674,1.219,2958,2130,,,35.6507637,-119.7841168,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001554,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,752.24",298+54,14.33,27.18,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,402.35","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,664.78",8.625,0.25,,42000,,19,0.048,,,,,0.676,0.448,6:00,1440,2979,2145,1753,0.671,1.223,2971,2139,,,35.6507565,-119.7841315,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001555,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,756.09",298+50,18.18,23.33,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,406.20","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,660.92",8.625,0.25,,42000,,17,0.043,,,,,0.626,0.48,6:00,1440,2988,2151,1753,0.669,1.227,2982,2147,,,35.6507511,-119.7841427,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001556,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,757.11",298+49,19.29,22.22,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,407.23","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,659.90",8.625,0.25,,42000,,16,0.041,,,,,2.548,1.124,6:00,1440,2828,2036,1753,0.707,1.162,2801,2017,,,35.6507496,-119.7841456,,Metal Loss,AXGR,,,MFL+DEF (xHD),,
40001557,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,757.55",298+49,19.66,21.85,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,407.66","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,659.47",8.625,0.25,,42000,,24,0.06,,,,,1.023,0.578,5:45,1440,2921,2103,1753,0.685,1.2,2901,2088,,,35.650749,-119.7841469,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001558,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,758.61",298+48,20.71,20.79,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,408.72","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,658.41",8.625,0.25,,42000,,27,0.068,,,,,0.893,0.615,5:45,1440,2928,2108,1753,0.683,1.203,2908,2093,,,35.6507475,-119.78415,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001559,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,762.69",298+44,24.79,16.71,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,412.80","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,654.33",8.625,0.25,,42000,,15,0.038,,,,,0.961,0.587,5:45,1440,2965,2135,1753,0.674,1.218,2955,2128,,,35.6507418,-119.7841618,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001560,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,766.09",298+40,28.18,13.32,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,416.20","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,650.93",8.625,0.25,,42000,,16,0.039,,,,,0.782,0.533,5:45,1440,2978,2144,1753,0.671,1.223,2971,2139,,,35.650737,-119.7841716,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001561,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,766.80",298+40,28.9,12.6,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,416.92","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,650.21",8.625,0.25,,42000,,24,0.061,,,,,0.761,0.484,6:00,1440,2957,2129,1753,0.676,1.215,2944,2120,,,35.650736,-119.7841737,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001562,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,770.22",298+36,32.33,9.18,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,420.33","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,646.80",8.625,0.25,,42000,,20,0.049,,,,,1.011,0.807,5:45,1440,2942,2119,1753,0.68,1.209,2927,2108,,,35.6507312,-119.7841836,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001563,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,771.71",298+35,33.81,7.7,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,421.82","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,645.31",8.625,0.25,,42000,,17,0.043,,,,,0.885,0.887,6:00,1440,2964,2134,1753,0.675,1.218,2954,2127,,,35.6507291,-119.7841879,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001564,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,772.15",298+34,34.26,7.25,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,422.26","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,644.87",8.625,0.25,,42000,,15,0.038,,,,,1.037,0.594,5:45,1440,2958,2130,1753,0.676,1.215,2947,2121,,,35.6507284,-119.7841891,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001565,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,772.81",298+34,34.98,6.53,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,422.92","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,644.21",8.625,0.25,,42000,,20,0.05,,,,,2.471,0.648,5:45,1440,2789,2008,1753,0.717,1.145,2777,1999,,,35.6507275,-119.7841911,,Metal Loss,AXGR,,,MFL+DEF (xHD),,
