Tool,"Weld
Number","Approx.
Milepost
(miles)","Approx. 
Map Station 
(ft)","Odometer
(ft)","Feature
Number",Feature Description,"Distance to
Nearest
Weld
(ft)","Distance
to
Upstream
Weld
(ft)","Distance
to
Down-
Stream
Weld
(ft)","Distance
to
Nearest
AGM
(ft)","Distance
to
Upstream
AGM
(ft)","Distance
to Down-
Stream
AGM
(ft)","WT
(in)","Max
Depth
(%)","Seam Weld
Interaction","Length
(in)","Width
(in)","Orient
(deg)","Pipe
Length
(ft)","Long
Seam
Orient
(deg)",Adjacent to Long Seam,"0.85DL 
B31.G 
Safe MAOP 
Rating 
(psig)","Eff. Area 
Safe MAOP 
Rating 
(psig)","Eff. Area 
Burst Press. 
Rating 
(psig)","Max
Depth w/ Tolerance 
(%)","0.85DL
B31.G
Safe MAOP
Rating w/
Tolerance
(psig)","Eff. Area
Safe MAOP
Rating w/
Tolerance
(psig)","Eff. Area
Burst Press.
Rating w/
Tolerance
(psig)","Latitude 
NAD83","Longitude 
NAD83","Elevation 
Above Sea Level 
(ft) NAVD88",Comments/Rationale,Multiple Apex Dent
MFL,,1.400,75+79,7390.69,40000777,ml-ext,U2.26,2.26,57.24,D1006.03,2870.97,1006.03,0.219,22,N,1.66,2.79,311,,,N,2134,2178,3025,32,2058,2096,2911,35.0764297,-119.3866299,693.4,,
MFL,,1.400,75+79,7390.93,40000778,ml-ext,U2.51,2.51,57.00,D1005.79,2871.21,1005.79,0.219,14,N,0.80,1.44,286,,,N,2238,2232,3100,24,2213,2201,3057,35.0764297,-119.3866291,693.4,,
MFL,,1.400,75+79,7390.93,40000779,ml-ext,U2.51,2.51,57.00,D1005.79,2871.21,1005.79,0.219,13,N,0.76,0.82,31,,,N,2244,2240,3111,23,2223,2213,3073,35.0764297,-119.3866291,693.4,,
MFL,,1.400,75+79,7391.12,40000780,ml-ext,U2.69,2.69,56.81,D1005.60,2871.40,1005.60,0.219,10,N,0.65,0.64,276,,,N,2254,2251,3126,20,2238,2231,3099,35.0764296,-119.3866285,693.4,,
MFL,,1.400,75+79,7391.22,40000781,ml-ext,U2.79,2.79,56.71,D1005.50,2871.50,1005.50,0.219,10,N,0.57,0.50,41,,,N,2256,2254,3131,20,2244,2239,3109,35.0764296,-119.3866281,693.5,,
MFL,,1.400,75+79,7391.31,40000782,ml-ext,U2.88,2.88,56.62,D1005.41,2871.59,1005.41,0.219,12,N,1.72,1.19,281,,,N,2192,2204,3062,22,2122,2123,2949,35.0764296,-119.3866278,693.5,,
MFL,,1.400,75+79,7391.41,40000783,ml-ext,U2.98,2.98,56.52,D1005.31,2871.69,1005.31,0.219,17,N,0.57,0.83,51,,,N,2248,2243,3116,27,2233,2225,3090,35.0764296,-119.3866275,693.5,,
MFL,,1.400,75+80,7391.57,40000784,ml-ext,U3.14,3.14,56.37,D1005.16,2871.84,1005.16,0.219,15,N,0.53,0.56,61,,,N,2253,2250,3125,25,2241,2235,3104,35.0764296,-119.3866270,693.5,,
MFL,,1.400,75+80,7391.64,40000785,ml-ext,U3.21,3.21,56.29,D1005.08,2871.92,1005.08,0.219,10,N,0.50,0.43,251,,,N,2258,2257,3134,20,2249,2245,3117,35.0764296,-119.3866267,693.5,,
MFL,,1.400,75+80,7391.81,40000786,ml-ext,U3.39,3.39,56.12,D1004.91,2872.09,1004.91,0.219,17,N,0.80,1.05,71,,,N,2233,2226,3091,27,2207,2193,3046,35.0764296,-119.3866262,693.5,,
MFL,,1.400,75+81,7392.63,40000787,ml-ext,U4.20,4.20,55.30,D1004.09,2872.91,1004.09,0.219,12,N,0.51,0.33,91,,,N,2256,2254,3131,22,2245,2241,3112,35.0764295,-119.3866234,693.5,,
MFL,,1.400,75+81,7393.46,40000788,ml-ext,U5.03,5.03,54.47,D1003.26,2873.74,1003.26,0.219,10,N,0.81,0.54,161,,,N,2247,2244,3116,20,2224,2215,3077,35.0764295,-119.3866207,693.5,,
MFL,,1.400,75+82,7393.66,40000789,ml-ext,U5.23,5.23,54.28,D1003.07,2873.93,1003.07,0.219,13,N,1.01,2.13,176,,,N,2231,2228,3094,23,2197,2186,3036,35.0764295,-119.3866200,693.5,,
MFL,,1.404,76+00,7412.44,40000790,ml-int,U24.01,24.01,35.49,D984.28,2892.72,984.28,0.219,20,N,1.32,0.61,137,,,N,2175,2226,3092,30,2118,2168,3011,35.0764280,-119.3865575,694.2,,
MFL,,1.406,76+09,7421.20,40000791,ml-int,D26.73,32.77,26.73,D975.52,2901.48,975.52,0.219,14,N,0.41,0.51,133,,,N,2259,2257,3135,24,2252,2248,3123,35.0764274,-119.3865284,694.1,,
MFL,159,1.411,76+35,7447.93,,WELD,,,,,,,0.219,,,,,,53.60,,,,,,,,,,35.0764256,-119.3864395,693.5,,
MFL,160,1.421,76+88,7501.53,,WELD,,,,,,,0.219,,,,,,57.29,,,,,,,,,,35.0764219,-119.3862610,693.5,,
MFL,,1.424,77+06,7519.41,40000792,ml-int,U17.88,17.88,39.41,D877.31,2999.69,877.31,0.219,12,N,0.55,0.44,129,,,N,2255,2253,3129,22,2243,2237,3108,35.0764207,-119.3862015,693.2,,
MFL,,1.426,77+13,7527.00,40000793,ml-int,U25.46,25.46,31.83,D869.73,3007.28,869.73,0.219,10,N,0.27,0.33,129,,,N,2264,2264,3144,20,2262,2260,3139,35.0764202,-119.3861763,693.1,,
MFL,161,1.432,77+44,7558.83,,WELD,,,,,,,0.219,,,,,,59.33,,,,,,,,,,35.0764177,-119.3860704,692.7,,
MFL,,1.442,77+97,7612.24,40000794,ml-int,D5.92,53.41,5.92,D784.48,3092.52,784.48,0.219,10,N,0.43,0.33,134,,,N,2261,2260,3139,20,2254,2251,3126,35.0764118,-119.3858927,691.5,,
MFL,162,1.443,78+03,7618.16,,WELD,,,,,,,0.219,,,,,,59.00,,,,,,,,,,35.0764110,-119.3858731,691.4,,
MFL,,1.446,78+19,7634.03,40000795,ml-int,U15.88,15.88,43.13,D762.69,3114.31,762.69,0.219,19,N,0.48,0.48,135,,,N,2252,2248,3123,29,2241,2235,3104,35.0764089,-119.3858203,691.1,,
MFL,,1.448,78+29,7644.38,40000796,ml-int,U26.23,26.23,32.77,D752.34,3124.66,752.34,0.219,18,N,0.67,0.58,136,,,N,2241,2235,3104,28,2221,2211,3070,35.0764074,-119.3857859,691.0,,
MFL,,1.448,78+32,7647.67,40000797,ml-int,D29.49,29.51,29.49,D749.06,3127.94,749.06,0.219,12,N,0.30,0.35,131,,,N,2263,2262,3142,22,2259,2257,3135,35.0764070,-119.3857750,690.9,,
MFL,,1.450,78+38,7653.52,40000798,ml-int,D23.64,35.36,23.64,D743.20,3133.80,743.20,0.219,10,N,0.30,0.33,137,,,N,2264,2263,3143,20,2260,2259,3137,35.0764061,-119.3857555,690.8,,
MFL,,1.451,78+43,7659.37,40000799,ml-int,D17.79,41.21,17.79,D737.36,3139.64,737.36,0.219,10,N,0.48,0.51,132,,,N,2259,2258,3136,20,2250,2247,3121,35.0764053,-119.3857361,690.7,,
MFL,163,1.454,78+61,7677.16,,WELD,,,,,,,0.219,,,,,,59.12,,,,,,,,,,35.0764027,-119.3856769,690.2,,
MFL,,1.455,78+66,7681.81,40000800,ml-int,U4.65,4.65,54.47,D714.91,3162.09,714.91,0.219,16,N,0.43,0.53,132,,,N,2256,2254,3131,26,2248,2244,3116,35.0764020,-119.3856615,690.0,,
MFL,,1.457,78+77,7692.91,40000801,ml-int,U15.75,15.75,43.37,D703.81,3173.19,703.81,0.219,10,N,0.49,0.43,137,,,N,2259,2257,3135,20,2249,2246,3119,35.0764004,-119.3856246,689.8,,
MFL,,1.462,79+03,7719.87,40000802,ml-int,D16.41,42.71,16.41,D676.85,3200.15,676.85,0.219,10,N,0.28,0.33,137,,,N,2264,2264,3144,20,2261,2260,3139,35.0763973,-119.3855350,688.5,,
MFL,164,1.465,79+19,7736.28,,WELD,,,,,,,0.219,,,,,,59.39,,,,,,,,,,35.0763957,-119.3854806,687.1,,
MFL,,1.465,79+20,7737.43,40000803,ml-int,U1.15,1.15,58.24,D659.30,3217.71,659.30,0.219,18,N,1.45,0.69,182,,,N,2174,2155,2993,28,2112,2077,2884,35.0763956,-119.3854768,687.1,,
MFL,,1.466,79+21,7737.92,40000804,ml-int,U1.64,1.64,57.74,D658.80,3218.20,658.80,0.219,10,N,0.49,0.41,128,,,N,2259,2258,3136,20,2250,2246,3120,35.0763956,-119.3854751,687.0,,
MFL,,1.466,79+22,7738.59,40000805,ml-int,U2.31,2.31,57.08,D658.13,3218.87,658.13,0.219,14,N,0.71,0.64,128,,,N,2243,2238,3109,24,2223,2213,3074,35.0763955,-119.3854729,687.0,,
MFL,,1.466,79+22,7738.78,40000806,ml-int,U2.50,2.50,56.88,D657.94,3219.06,657.94,0.219,20,N,0.42,0.50,133,,,N,2254,2251,3126,30,2245,2239,3110,35.0763955,-119.3854723,687.0,,
MFL,,1.466,79+22,7739.02,40000807,ml-int,U2.74,2.74,56.65,D657.70,3219.30,657.70,0.219,19,N,0.55,0.63,138,,,N,2247,2242,3114,29,2233,2224,3089,35.0763955,-119.3854715,687.0,,
MFL,,1.466,79+22,7739.15,40000808,ml-int,U2.87,2.87,56.51,D657.57,3219.43,657.57,0.219,11,N,0.45,0.79,128,,,N,2259,2258,3136,21,2251,2247,3121,35.0763955,-119.3854710,687.0,,
MFL,,1.466,79+22,7739.54,40000809,ml-int,U3.26,3.26,56.12,D657.18,3219.82,657.18,0.219,20,N,0.65,0.62,123,,,N,2237,2231,3098,30,2218,2206,3064,35.0763954,-119.3854698,687.0,,
MFL,,1.466,79+23,7739.81,40000810,ml-int,U3.53,3.53,55.86,D656.91,3220.09,656.91,0.219,13,N,1.28,1.59,138,,,N,2214,2212,3073,23,2165,2154,2991,35.0763954,-119.3854689,687.0,,
MFL,,1.466,79+25,7741.68,40000811,ml-int,U5.40,5.40,53.99,D655.04,3221.96,655.04,0.219,10,N,0.38,0.45,128,,,N,2262,2261,3140,20,2256,2254,3130,35.0763953,-119.3854626,686.9,,
MFL,,1.467,79+31,7748.34,40000812,ml-ext,U12.06,12.06,47.33,D648.39,3228.61,648.39,0.219,13,N,0.94,0.74,83,,,N,2234,2227,3093,23,2203,2189,3040,35.0763949,-119.3854405,686.8,,
MFL,,1.469,79+37,7753.94,40000813,ml-ext,U17.66,17.66,41.73,D642.79,3234.22,642.79,0.219,10,N,0.63,0.58,309,,,N,2254,2252,3127,20,2239,2233,3101,35.0763947,-119.3854219,686.8,,
MFL,,1.469,79+37,7754.77,40000814,ml-ext,U18.49,18.49,40.90,D641.96,3235.04,641.96,0.219,11,N,0.44,0.41,59,,,N,2260,2259,3137,21,2252,2249,3124,35.0763947,-119.3854191,686.8,,
MFL,,1.469,79+38,7754.80,40000815,ml-ext,U18.52,18.52,40.87,D641.92,3235.08,641.92,0.219,13,N,0.61,0.82,249,,,N,2251,2248,3122,23,2236,2229,3096,35.0763947,-119.3854190,686.8,,
MFL,,1.469,79+38,7754.96,40000816,ml-int,U18.68,18.68,40.71,D641.76,3235.24,641.76,0.219,14,N,0.46,0.60,134,,,N,2257,2255,3131,24,2248,2243,3116,35.0763947,-119.3854185,686.9,,
MFL,,1.469,79+38,7755.08,40000817,ml-ext,U18.80,18.80,40.59,D641.64,3235.36,641.64,0.219,10,N,0.45,0.47,59,,,N,2260,2259,3137,20,2252,2249,3123,35.0763947,-119.3854180,686.9,,
MFL,,1.469,79+38,7755.36,40000818,ml-ext,U19.08,19.08,40.31,D641.36,3235.64,641.36,0.219,11,N,0.64,1.02,154,,,N,2252,2249,3124,21,2237,2230,3097,35.0763947,-119.3854171,686.9,,
MFL,,1.472,79+53,7770.04,40000819,ml-int,D25.62,33.76,25.62,D626.68,3250.32,626.68,0.219,10,N,0.14,0.33,120,,,N,2266,2266,3147,20,2266,2265,3146,35.0763946,-119.3853682,687.2,,
MFL,,1.473,79+59,7776.61,40000820,ml-int,D19.05,40.33,19.05,D620.11,3256.89,620.11,0.219,12,N,0.33,0.33,130,,,N,2262,2262,3141,22,2258,2256,3133,35.0763948,-119.3853464,687.4,,
MFL,,1.473,79+62,7780.00,40000821,ml-ext,D15.67,43.72,15.67,D616.73,3260.27,616.73,0.219,10,N,0.53,0.62,190,,,N,2258,2256,3133,20,2247,2242,3114,35.0763949,-119.3853351,687.5,,
MFL,165,1.476,79+78,7795.67,,WELD,,,,,,,0.219,,,,,,59.38,,,,,,,,,,35.0763958,-119.3852830,687.9,,
MFL,,1.478,79+87,7804.90,40000822,ml-int,U9.23,9.23,50.14,D591.82,3285.18,591.82,0.219,10,N,0.53,0.47,126,,,N,2258,2256,3134,20,2247,2243,3115,35.0763965,-119.3852522,687.9,,
MFL,,1.479,79+92,7809.70,40000823,ml-int,U14.04,14.04,45.34,D587.02,3289.98,587.02,0.219,10,N,0.34,0.35,121,,,N,2263,2262,3142,20,2259,2257,3134,35.0763968,-119.3852363,687.9,,
MFL,166,1.488,80+36,7855.04,,WELD,,,,,,,0.219,,,,,,58.85,,,,,,,,,,35.0764012,-119.3850854,687.5,,
MFL,,1.494,80+68,7887.21,40000824,ml-int,D26.67,32.17,26.67,D509.51,3367.49,509.51,0.219,12,N,0.46,0.33,124,,,N,2258,2257,3134,22,2250,2246,3119,35.0764020,-119.3849783,687.1,,
MFL,,1.496,80+80,7899.64,40000825,ml-int,D14.25,44.60,14.25,D497.08,3379.92,497.08,0.219,10,N,0.30,0.37,125,,,N,2264,2263,3143,20,2260,2259,3137,35.0764017,-119.3849369,687.1,,
MFL,,1.497,80+83,7902.93,40000826,ml-int,D10.96,47.89,10.96,D493.79,3383.21,493.79,0.219,10,N,0.36,0.33,125,,,N,2262,2262,3141,20,2257,2255,3132,35.0764016,-119.3849260,687.1,,
MFL,167,1.499,80+94,7913.89,,WELD,,,,,,,0.219,,,,,,58.90,,,,,,,,,,35.0764011,-119.3848895,686.9,,
MFL,,1.500,81+03,7922.35,40000827,ml-int,U8.46,8.46,50.44,D474.37,3402.63,474.37,0.219,17,N,0.39,0.45,132,,,N,2258,2256,3133,27,2251,2247,3121,35.0764006,-119.3848614,686.7,,
MFL,168,1.510,81+52,7972.79,,WELD,,,,,,,0.219,,,,,,59.17,,,,,,,,,,35.0763972,-119.3846935,686.5,,
MFL,169,1.521,82+11,8031.96,,WELD,,,,,,,0.219,,,,,,59.44,,,,,,,,,,35.0763883,-119.3844970,684.4,,
MFL,,1.529,82+52,8073.96,40000828,ml-int,D17.44,42.00,17.44,D322.76,3554.24,322.76,0.219,14,N,0.49,0.33,126,,,N,2256,2253,3130,24,2245,2240,3112,35.0763842,-119.3843577,681.0,,
MFL,,1.531,82+59,8081.36,40000829,ml-int,D10.03,49.40,10.03,D315.36,3561.64,315.36,0.219,12,N,0.30,0.33,131,,,N,2263,2263,3142,22,2259,2258,3136,35.0763838,-119.3843331,680.6,,
MFL,,1.531,82+60,8082.38,40000830,ml-int,D9.02,50.41,9.02,D314.34,3562.66,314.34,0.219,10,N,0.33,0.40,131,,,N,2263,2262,3142,20,2259,2257,3135,35.0763837,-119.3843297,680.5,,
MFL,170,1.532,82+69,8091.40,,WELD,,,,,,,0.219,,,,,,54.14,,,,,,,,,,35.0763834,-119.3842997,680.2,,
MFL,,1.537,82+92,8114.92,40000831,ml-int,U23.53,23.53,30.62,D281.80,3595.20,281.80,0.219,10,N,0.76,1.07,122,,,N,2249,2245,3118,20,2228,2220,3083,35.0763830,-119.3842214,680.7,,
MFL,,1.540,83+07,8129.69,40000832,ml-ext,D15.85,38.29,15.85,D267.03,3609.97,267.03,0.219,10,N,0.61,0.49,354,,,N,2255,2253,3129,20,2241,2236,3105,35.0763831,-119.3841723,681.2,,
MFL,,1.540,83+08,8131.14,40000833,ml-int,D14.40,39.74,14.40,D265.58,3611.42,265.58,0.219,16,N,1.51,0.56,119,,,N,2183,2216,3078,26,2120,2147,2982,35.0763831,-119.3841675,681.2,,
MFL,,1.541,83+15,8137.56,40000834,ml-ext,D7.99,46.16,7.99,D259.17,3617.83,259.17,0.219,10,N,0.31,0.41,118,,,N,2264,2263,3143,20,2260,2258,3136,35.0763832,-119.3841461,681.4,,
MFL,,1.541,83+15,8138.06,40000835,ml-ext,D7.48,46.66,7.48,D258.66,3618.34,258.66,0.219,10,N,0.36,0.33,113,,,N,2262,2262,3141,20,2257,2255,3132,35.0763832,-119.3841444,681.4,,
MFL,,1.543,83+22,8144.63,40000836,ml-ext,D0.91,53.23,0.91,D252.09,3624.91,252.09,0.219,23,N,1.16,1.43,310,,,N,2179,2160,3001,33,2129,2096,2911,35.0763832,-119.3841226,681.5,,
MFL,171,1.543,83+23,8145.54,,WELD,,,,,,,0.219,,,,,,59.41,,,,,,,,,,35.0763832,-119.3841195,681.6,,
MFL,,1.543,83+23,8145.71,40000837,ml-ext,U0.17,0.17,59.24,D251.01,3625.99,251.01,0.219,23,N,0.61,1.24,250,,,N,2236,2229,3095,33,2217,2205,3062,35.0763832,-119.3841190,681.6,,
MFL,,1.543,83+23,8145.74,40000838,ml-ext,U0.20,0.20,59.21,D250.98,3626.02,250.98,0.219,13,N,0.69,0.74,100,,,N,2247,2244,3116,23,2229,2220,3084,35.0763832,-119.3841189,681.6,,
MFL,,1.544,83+28,8151.60,40000839,ml-int,U6.06,6.06,53.35,D245.12,3631.88,245.12,0.219,16,N,0.78,0.66,119,,,N,2237,2231,3098,26,2213,2201,3057,35.0763832,-119.3840994,681.8,,
MFL,,1.546,83+38,8161.75,40000840,ml-int,U16.21,16.21,43.20,D234.97,3642.03,234.97,0.219,23,N,0.68,0.65,124,,,N,2230,2221,3085,33,2208,2192,3045,35.0763833,-119.3840656,682.3,,
MFL,,1.547,83+43,8166.11,40000841,ml-int,U20.57,20.57,38.84,D230.61,3646.39,230.61,0.219,10,N,0.28,0.33,119,,,N,2264,2264,3144,20,2261,2260,3139,35.0763834,-119.3840511,682.6,,
MFL,,1.547,83+45,8168.21,40000842,ml-int,U22.67,22.67,36.74,D228.51,3648.49,228.51,0.219,9,N,0.41,0.34,118,,,N,2262,2261,3140,19,2255,2252,3128,35.0763835,-119.3840442,682.7,,
MFL,,1.551,83+65,8188.44,40000843,ml-int,D16.50,42.90,16.50,D208.28,3668.72,208.28,0.219,11,N,0.38,0.35,115,,,N,2262,2261,3140,21,2256,2254,3130,35.0763838,-119.3839768,683.1,,
MFL,,1.551,83+67,8190.36,40000844,ml-int,D14.59,44.82,14.59,D206.36,3670.64,206.36,0.219,11,N,0.19,0.33,119,,,N,2266,2265,3146,21,2264,2263,3144,35.0763830,-119.3839705,683.1,,
MFL,,1.552,83+64,8193.08,10000038,"Bend right-up - 20 deg., 45D ",D11.87,47.54,11.87,D203.64,3673.36,203.64,0.219,,,,,,,,,,,,,,,,35.0763812,-119.3839617,683.1,,
MFL,172,1.554,83+81,8204.95,,WELD,,,,,,,0.219,,,,,,53.72,,,,,,,,,,35.0763683,-119.3839255,683.0,,
MFL,,1.557,83+89,8220.50,10000039,"Bend left - 40 deg., 30D ",U15.55,15.55,38.17,D176.22,3700.78,176.22,0.219,,,,,,,,,,,,,,,,35.0763535,-119.3838773,682.1,,
MFL,,1.558,84+03,8227.25,40000845,ml-ext,U22.30,22.30,31.42,D169.48,3707.52,169.48,0.219,17,N,0.62,1.08,218,,,N,2246,2241,3113,27,2229,2220,3084,35.0763521,-119.3838550,681.8,,
MFL,,1.559,84+06,8230.36,40000846,ml-ext,U25.41,25.41,28.31,D166.36,3710.64,166.36,0.219,20,N,1.61,1.67,168,,,N,2150,2157,2996,30,2078,2073,2879,35.0763521,-119.3838446,681.7,,
MFL,,1.561,84+15,8239.71,40000847,ml-int,D18.96,34.76,18.96,D157.01,3719.99,157.01,0.219,10,N,0.33,0.33,118,,,N,2263,2262,3142,20,2259,2257,3135,35.0763520,-119.3838135,681.5,,
MFL,173,1.564,84+34,8258.67,,WELD,,,,,,,0.219,,,,,,35.83,,,,,,,,,,35.0763514,-119.3837504,681.5,,
MFL,,1.569,84+59,8284.11,40000848,ml-int,D10.39,25.44,10.39,D112.61,3764.39,112.61,0.219,20,N,0.39,0.33,125,,,N,2256,2253,3130,30,2249,2244,3117,35.0763498,-119.3836657,681.9,,
MFL,,1.569,84+61,8285.97,40000849,ml-int,D8.53,27.30,8.53,D110.75,3766.25,110.75,0.219,12,N,0.27,0.35,125,,,N,2264,2263,3144,22,2261,2259,3138,35.0763497,-119.3836595,681.9,,
MFL,174,1.571,84+69,8294.50,,WELD,,,,,,,0.219,,,,,,59.26,,,,,,,,,,35.0763494,-119.3836311,681.8,,
MFL,175,1.582,85+28,8353.76,,WELD,,,,,,,0.219,,,,,,51.14,,,,,,,,,,35.0763453,-119.3834340,680.3,,
MFL,,1.583,85+32,8358.47,40000850,ml-int,U4.71,4.71,46.43,D38.25,3838.75,38.25,0.219,13,N,0.55,0.51,120,,,N,2254,2252,3127,23,2242,2236,3106,35.0763449,-119.3834183,680.1,,
MFL,,1.586,85+46,8372.24,40000851,ml-int,U18.48,18.48,32.66,D24.48,3852.52,24.48,0.219,12,N,0.46,0.53,125,,,N,2258,2256,3134,22,2249,2245,3119,35.0763439,-119.3833725,679.2,,
MFL,,1.590,85+70,8396.72,10000040,AGM-2 - 85+70 - CHEVRON USA,D8.18,42.96,8.18,D2147.31,3877.00,2147.31,0.219,,,,,,,,,,,,,,,,35.0763425,-119.3832912,677.3,,
MFL,176,1.592,85+78,8404.90,,WELD,,,,,,,0.219,,,,,,59.35,,,,,,,,,,35.0763421,-119.3832641,676.7,,
MFL,,1.598,86+12,8438.91,40000852,ml-ext,D25.33,34.02,25.33,U42.19,42.19,2105.12,0.219,10,N,1.13,0.80,327,,,N,2233,2227,3093,20,2194,2179,3026,35.0763406,-119.3831509,675.1,,
MFL,177,1.603,86+38,8464.25,,WELD,,,,,,,0.219,,,,,,59.16,,,,,,,,,,35.0763405,-119.3830664,674.8,,
MFL,,1.613,86+88,8514.13,40000853,ml-int,D9.28,49.88,9.28,U117.41,117.41,2029.91,0.219,10,N,0.43,0.33,96,,,N,2261,2260,3138,20,2253,2250,3126,35.0763424,-119.3829002,673.7,,
MFL,,1.613,86+91,8517.06,13000002,MCP,D6.34,52.82,6.34,U120.34,120.34,2026.97,,,,7,5,256,,,,,,,,,,,35.0763425,-119.3828904,673.6,,
MFL,178,1.614,86+97,8523.41,,WELD,,,,,,,0.219,,,,,,59.25,,,,,,,,,,35.0763429,-119.3828692,673.6,,
MFL,179,1.626,87+57,8582.65,,WELD,,,,,,,0.219,,,,,,59.04,,,,,,,,,,35.0763460,-119.3826717,673.8,,
MFL,,1.629,87+77,8602.76,40000854,ml-ext,U20.11,20.11,38.94,U206.04,206.04,1941.28,0.219,10,N,0.71,0.60,130,,,N,2251,2248,3123,20,2233,2226,3091,35.0763458,-119.3826047,674.2,,
MFL,180,1.637,88+16,8641.70,,WELD,,,,,,,0.219,,,,,,59.34,,,,,,,,,,35.0763450,-119.3824749,674.4,,
MFL,181,1.648,88+75,8701.03,,WELD,,,,,,,0.219,,,,,,59.25,,,,,,,,,,35.0763436,-119.3822771,673.3,,
MFL,182,1.659,89+35,8760.28,,WELD,,,,,,,0.219,,,,,,59.51,,,,,,,,,,35.0763426,-119.3820797,671.4,,
MFL,,1.660,89+39,8764.36,40000855,ml-int,U4.08,4.08,55.43,U367.64,367.64,1779.67,0.219,10,N,0.36,0.37,140,,,N,2263,2262,3142,20,2258,2255,3133,35.0763425,-119.3820661,671.3,,
MFL,,1.661,89+42,8767.52,40000856,ml-int,U7.24,7.24,52.28,U370.80,370.80,1776.52,0.219,10,N,0.56,0.33,140,,,N,2257,2255,3132,20,2245,2240,3111,35.0763425,-119.3820556,671.2,,
MFL,,1.665,89+65,8790.40,40000857,ml-int,D29.40,30.11,29.40,U393.67,393.67,1753.64,0.219,13,N,0.43,0.54,143,,,N,2259,2257,3135,23,2251,2247,3121,35.0763424,-119.3819793,671.2,,
MFL,,1.666,89+70,8795.66,40000858,ml-ext,D24.14,35.37,24.14,U398.93,398.93,1748.38,0.219,15,N,1.19,1.04,217,,,N,2209,2198,3053,25,2163,2140,2973,35.0763424,-119.3819618,671.2,,
MFL,,1.666,89+73,8798.63,40000859,ml-ext,D21.16,38.35,21.16,U401.91,401.91,1745.40,0.219,13,N,0.53,0.43,232,,,N,2255,2252,3128,23,2243,2238,3108,35.0763424,-119.3819518,671.2,,
MFL,,1.667,89+74,8799.80,40000860,ml-int,D20.00,39.52,20.00,U403.08,403.08,1744.24,0.219,10,N,0.14,0.33,142,,,N,2266,2266,3147,20,2265,2265,3146,35.0763424,-119.3819479,671.2,,
MFL,,1.669,89+85,8810.46,40000861,ml-int,D9.34,50.18,9.34,U413.74,413.74,1733.58,0.219,20,N,0.46,0.34,146,,,N,2251,2248,3122,30,2241,2234,3103,35.0763424,-119.3819124,671.3,,
MFL,,1.669,89+87,8812.12,40000862,ml-int,D7.68,51.83,7.68,U415.39,415.39,1731.92,0.219,22,N,0.47,0.41,145,,,N,2249,2245,3118,32,2238,2230,3098,35.0763424,-119.3819069,671.3,,
MFL,183,1.670,89+94,8819.80,,WELD,,,,,,,0.219,,,,,,59.50,,,,,,,,,,35.0763424,-119.3818813,671.3,,
MFL,,1.676,90+23,8848.62,40000863,ml-ext,U28.83,28.83,30.68,U451.90,451.90,1695.41,0.219,10,N,0.23,0.36,142,,,N,2265,2265,3145,20,2263,2262,3141,35.0763424,-119.3817851,671.2,,
MFL,,1.679,90+37,8862.51,40000864,ml-int,D16.79,42.71,16.79,U465.79,465.79,1681.53,0.219,10,N,0.67,0.35,131,,,N,2253,2250,3125,20,2236,2230,3097,35.0763425,-119.3817389,671.0,,
MFL,,1.680,90+43,8868.18,40000865,ml-int,D11.12,48.38,11.12,U471.46,471.46,1675.86,0.219,10,N,0.55,0.50,126,,,N,2257,2255,3132,20,2245,2241,3112,35.0763425,-119.3817200,670.9,,
MFL,,1.680,90+47,8871.78,40000866,ml-int,D7.52,51.99,7.52,U475.06,475.06,1672.25,0.219,10,N,0.19,0.33,145,,,N,2266,2265,3146,20,2264,2263,3144,35.0763425,-119.3817079,670.8,,
MFL,184,1.682,90+54,8879.30,,WELD,,,,,,,0.219,,,,,,53.96,,,,,,,,,,35.0763425,-119.3816829,670.7,,
MFL,,1.686,90+78,8903.00,40000867,ml-int,U23.70,23.70,30.26,U506.28,506.28,1641.04,0.219,15,N,1.18,0.69,148,,,N,2212,2233,3102,25,2167,2184,3033,35.0763423,-119.3816039,670.2,,
MFL,,1.687,90+80,8904.87,40000868,ml-int,U25.57,25.57,28.39,U508.15,508.15,1639.17,0.219,10,N,0.18,0.33,148,,,N,2266,2266,3147,20,2264,2264,3144,35.0763423,-119.3815977,670.1,,
MFL,,1.688,90+89,8913.68,40000869,ml-int,D19.58,34.38,19.58,U516.96,516.96,1630.36,0.219,13,N,0.39,0.42,147,,,N,2260,2258,3137,23,2253,2250,3125,35.0763422,-119.3815683,669.8,,
MFL,185,1.692,91+08,8933.26,,WELD,,,,,,,0.219,,,,,,43.49,,,,,,,,,,35.0763418,-119.3815031,669.1,,
MFL,,1.698,91+42,8967.26,40000870,ml-ext,D9.48,34.01,9.48,U570.54,570.54,1576.77,0.219,11,N,0.40,0.33,148,,,N,2261,2260,3139,21,2255,2252,3127,35.0763404,-119.3813897,668.1,,
MFL,,1.700,91+49,8974.00,40000871,ml-int,D2.75,40.74,2.75,U577.27,577.27,1570.04,0.219,15,N,0.45,0.33,153,,,N,2257,2254,3131,25,2248,2243,3116,35.0763402,-119.3813673,667.9,,
MFL,,1.700,91+50,8974.77,40000872,ml-int,D1.98,41.51,1.98,U578.05,578.05,1569.27,0.219,10,N,0.45,0.40,148,,,N,2260,2259,3137,20,2252,2249,3124,35.0763401,-119.3813647,667.9,,
